# This file was produced by samtools stats (1.22+htslib-1.22) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats -@ 0 infile
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	f14b69c8	ed32044c	8739c66a
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	9194	# excluding supplementary and secondary reads
SN	filtered sequences:	0
SN	sequences:	9194
SN	is sorted:	1	# sorted by coordinate
SN	1st fragments:	4597
SN	last fragments:	4597
SN	reads mapped:	9184
SN	reads mapped and paired:	9174	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	10
SN	reads properly paired:	8552	# proper-pair bit set
SN	reads paired:	9194	# paired-end technology bit set
SN	reads duplicated:	0	# PCR or optical duplicate bit set
SN	reads MQ0:	8921	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	0
SN	supplementary alignments:	30
SN	total length:	928594	# ignores clipping
SN	total first fragment length:	464297	# ignores clipping
SN	total last fragment length:	464297	# ignores clipping
SN	bases mapped:	927584	# ignores clipping
SN	bases mapped (cigar):	917871	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	0
SN	mismatches:	6875	# from NM fields
SN	error rate:	7.490159e-03	# mismatches / bases mapped (cigar)
SN	average length:	101
SN	average first fragment length:	101
SN	average last fragment length:	101
SN	maximum length:	101
SN	maximum first fragment length:	101
SN	maximum last fragment length:	101
SN	average quality:	29.6
SN	insert size average:	340.4
SN	insert size standard deviation:	21.0
SN	inward oriented pairs:	4451
SN	outward oriented pairs:	0
SN	pairs with other orientation:	0
SN	pairs on different chromosomes:	136
SN	percentage of properly paired reads (%):	93.0
# First Fragment Qualities. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
FFQ	1	0	0	96	0	0	0	0	0	1	16	11	0	11	2	11	0	8	2	2	27	1	21	4	14	7	46	59	81	90	147	227	1318	664	1731	0	0	0	0	0
FFQ	2	0	0	89	0	0	0	2	0	2	3	4	2	4	3	5	4	4	6	5	4	12	5	18	20	28	103	44	47	90	127	565	1022	666	1430	283	0	0	0	0
FFQ	3	0	0	90	0	1	2	0	0	2	0	2	3	3	4	0	2	5	3	8	1	8	13	19	16	16	35	85	64	88	101	381	463	1060	550	1375	197	0	0	0
FFQ	4	0	1	94	2	5	2	7	7	7	4	5	8	8	14	16	14	12	19	21	18	23	43	38	55	62	37	75	178	77	167	255	145	897	509	1067	705	0	0	0
FFQ	5	0	0	106	1	3	2	2	3	6	7	4	2	15	8	6	9	2	14	10	11	9	25	15	20	30	43	61	108	48	107	269	284	858	533	955	1021	0	0	0
FFQ	6	0	2	113	2	3	2	6	8	1	5	8	5	10	7	8	5	9	9	8	9	13	9	9	15	13	33	46	118	35	45	158	348	544	912	606	1382	91	0	0
FFQ	7	0	3	127	4	3	6	1	2	7	9	4	12	2	9	13	11	5	10	9	14	18	7	12	31	33	46	56	126	29	128	171	300	676	827	554	1332	0	0	0
FFQ	8	0	4	131	8	1	7	5	6	11	9	6	23	10	4	7	2	5	15	16	14	19	31	15	21	21	23	53	125	42	85	114	329	555	856	578	1301	145	0	0
FFQ	9	0	4	132	3	3	7	2	3	3	11	16	3	5	2	4	3	6	12	14	11	8	18	19	17	35	40	32	95	56	66	149	230	707	898	686	1294	3	0	0
FFQ	10	0	1	134	0	2	0	4	5	6	5	9	4	11	3	5	2	1	4	7	7	9	12	17	21	19	12	31	135	38	73	106	242	601	1017	596	1411	47	0	0
FFQ	11	0	0	138	0	0	1	3	5	2	12	9	8	11	3	5	2	1	7	9	7	6	10	10	15	25	16	22	102	31	59	114	250	562	1116	593	1400	43	0	0
FFQ	12	0	2	139	1	1	1	1	3	3	9	3	7	10	5	5	3	8	1	10	10	11	8	10	11	15	24	31	95	46	54	112	255	512	1176	500	1354	161	0	0
FFQ	13	0	19	153	17	9	2	4	1	8	10	6	7	17	11	10	9	13	11	22	9	15	21	33	22	43	64	37	104	70	45	209	324	396	1054	529	1170	123	0	0
FFQ	14	0	1	145	1	1	1	0	2	0	7	6	8	15	3	7	5	1	3	9	9	8	8	8	20	19	20	46	106	39	72	114	215	448	1030	976	1127	117	0	0
FFQ	15	0	0	147	0	1	2	0	2	3	4	5	8	6	7	5	2	1	5	4	10	5	6	8	16	19	30	53	119	33	48	98	178	492	1042	980	1134	124	0	0
FFQ	16	0	1	151	5	3	4	3	11	5	8	9	2	7	9	14	12	8	6	10	29	25	8	27	21	41	47	36	160	36	96	146	134	456	964	969	1007	127	0	0
FFQ	17	0	0	156	1	0	0	2	3	3	3	5	8	7	7	2	7	15	7	5	6	8	4	13	14	18	19	59	98	42	62	112	163	433	1035	924	1181	175	0	0
FFQ	18	0	0	156	0	0	0	3	1	5	4	6	3	5	7	2	0	3	1	7	10	8	9	10	23	20	17	27	128	45	68	82	148	488	1068	845	1140	258	0	0
FFQ	19	0	0	159	0	0	0	0	0	1	2	3	7	3	6	6	4	6	4	4	2	11	11	16	23	14	32	43	121	31	44	94	172	449	1118	818	1165	228	0	0
FFQ	20	0	0	161	0	0	3	1	1	1	2	3	6	7	14	7	2	2	3	7	4	9	12	17	10	13	25	23	115	22	38	104	142	453	1085	861	1164	280	0	0
FFQ	21	0	0	165	1	2	0	2	4	7	8	4	7	5	5	10	6	7	3	5	6	14	5	18	16	18	24	28	111	37	51	95	151	422	1068	740	1224	328	0	0
FFQ	22	0	0	171	1	0	1	0	0	6	6	5	15	6	6	4	6	3	10	2	4	11	14	9	16	20	27	30	138	15	60	95	177	411	1040	769	1163	356	0	0
FFQ	23	0	0	173	0	0	2	1	2	2	6	7	6	6	5	4	3	2	4	7	8	10	11	13	22	28	27	34	111	26	43	83	153	414	989	776	1201	418	0	0
FFQ	24	0	0	175	0	0	2	0	1	2	8	4	5	10	12	6	3	2	9	8	7	17	12	10	25	17	20	40	118	35	56	99	163	396	1045	744	1149	397	0	0
FFQ	25	0	0	181	1	0	0	2	0	0	5	10	8	8	3	4	3	1	2	3	14	16	15	15	17	19	20	23	116	35	50	93	145	401	955	790	1257	385	0	0
FFQ	26	0	0	184	1	1	6	3	7	10	6	7	3	12	4	7	10	9	6	9	11	10	19	28	23	25	32	38	142	41	67	97	179	359	1004	654	1224	359	0	0
FFQ	27	0	0	189	0	0	1	1	0	3	5	9	5	10	10	3	1	3	6	1	14	14	16	19	11	27	16	32	124	52	59	105	146	360	1010	700	1236	409	0	0
FFQ	28	0	0	195	1	2	4	1	1	5	3	9	4	8	4	2	7	5	7	13	10	10	12	14	44	32	34	41	123	65	87	88	174	355	924	684	1223	406	0	0
FFQ	29	0	1	197	1	2	1	2	2	7	7	12	12	13	4	3	3	9	15	12	13	10	14	18	31	24	27	32	142	54	68	119	204	421	956	673	1169	319	0	0
FFQ	30	0	0	205	1	0	0	0	0	4	6	6	6	9	9	4	3	5	0	2	5	8	15	7	21	9	17	39	150	58	53	89	179	399	954	711	1172	451	0	0
FFQ	31	0	0	209	0	0	2	0	2	6	10	9	6	8	8	2	2	8	10	6	8	10	17	10	18	22	21	34	123	57	58	107	184	334	925	758	1219	404	0	0
FFQ	32	0	0	215	1	0	1	2	5	6	7	11	5	7	5	2	4	0	6	6	5	8	20	19	18	12	14	34	171	32	45	120	207	413	966	698	1179	353	0	0
FFQ	33	0	0	219	0	1	3	3	0	3	5	4	3	5	11	6	6	4	6	7	10	6	12	14	16	17	19	30	153	29	60	125	210	397	921	716	1164	412	0	0
