# diagnostic
# chromosome lengths from bigWig
chrom	chr1	195471971
chrom	chr2	182113224
chrom	chr3	160039680
chrom	chr4	156508116
chrom	chr5	151834684
chrom	chr6	149736546
chrom	chr7	145441459
chrom	chr8	129401213
chrom	chr9	124595110
chrom	chr10	130694993
chrom	chr11	122082543
chrom	chr12	120129022
chrom	chr13	120421639
chrom	chr14	124902244
chrom	chr15	104043685
chrom	chr16	98207768
chrom	chr17	94987271
chrom	chr18	90702639
chrom	chr19	61431566
# first three full 1Mbp windows on chr1 and chr2
window	chrom	start	end	sum_exact	mean_exact	coverage_exact	mean_times_length
window	chr1	0	1000000	0.0	0.0	1.0	0.0
window	chr1	1000000	2000000	0.0	0.0	1.0	0.0
window	chr1	2000000	3000000	0.0	0.0	1.0	0.0
window	chr2	0	1000000	0.0	0.0	1.0	0.0
window	chr2	1000000	2000000	0.0	0.0	1.0	0.0
window	chr2	2000000	3000000	0.0	0.0	1.0	0.0
