STAT1	STAT1	Gene Expression
ISG15	ISG15	Gene Expression
IFIT1	IFIT1	Gene Expression
IFIT2	IFIT2	Gene Expression
IFIT3	IFIT3	Gene Expression
MX1	MX1	Gene Expression
MX2	MX2	Gene Expression
OAS1	OAS1	Gene Expression
OAS2	OAS2	Gene Expression
OAS3	OAS3	Gene Expression
CXCL10	CXCL10	Gene Expression
CXCL11	CXCL11	Gene Expression
IRF7	IRF7	Gene Expression
BST2	BST2	Gene Expression
IFI6	IFI6	Gene Expression
STAT2	STAT2	Gene Expression
EIF2AK2	EIF2AK2	Gene Expression
GBP1	GBP1	Gene Expression
GBP2	GBP2	Gene Expression
IDO1	IDO1	Gene Expression
ZNF455	ZNF455	Gene Expression
RPL28	RPL28	Gene Expression
TRIM40	TRIM40	Gene Expression
FGF5	FGF5	Gene Expression
SOX15	SOX15	Gene Expression
FGF14	FGF14	Gene Expression
ZNF47	ZNF47	Gene Expression
ZNF341	ZNF341	Gene Expression
FGF2	FGF2	Gene Expression
CD97	CD97	Gene Expression
SLC2A4	SLC2A4	Gene Expression
MMP14	MMP14	Gene Expression
ZNF420	ZNF420	Gene Expression
ZNF68	ZNF68	Gene Expression
ATP38	ATP38	Gene Expression
NEAT1	NEAT1	Gene Expression
ZNF128	ZNF128	Gene Expression
ZNF405	ZNF405	Gene Expression
CD128	CD128	Gene Expression
RPS21	RPS21	Gene Expression
ZNF304	ZNF304	Gene Expression
ZNF436	ZNF436	Gene Expression
ZNF475	ZNF475	Gene Expression
SOX3	SOX3	Gene Expression
ZNF153	ZNF153	Gene Expression
HOXB5	HOXB5	Gene Expression
ATP49	ATP49	Gene Expression
CD108	CD108	Gene Expression
ZNF348	ZNF348	Gene Expression
HOXC6	HOXC6	Gene Expression
RPL9	RPL9	Gene Expression
ZNF204	ZNF204	Gene Expression
ZNF73	ZNF73	Gene Expression
ZNF118	ZNF118	Gene Expression
TRIM36	TRIM36	Gene Expression
ZNF432	ZNF432	Gene Expression
TRIM14	TRIM14	Gene Expression
TRIM59	TRIM59	Gene Expression
ZNF65	ZNF65	Gene Expression
CD85	CD85	Gene Expression
ZNF75	ZNF75	Gene Expression
ZNF238	ZNF238	Gene Expression
ZNF59	ZNF59	Gene Expression
ZNF125	ZNF125	Gene Expression
RPL24	RPL24	Gene Expression
ZNF173	ZNF173	Gene Expression
ZNF28	ZNF28	Gene Expression
CXCL13	CXCL13	Gene Expression
ZNF458	ZNF458	Gene Expression
MMP11	MMP11	Gene Expression
MMP22	MMP22	Gene Expression
