TRINITY_DN22_c0_g1_i1	ENST00000368533.8|ENSG00000143549.23|OTTHUMG00000035853.12|OTTHUMT00000087274.3|TPM3-212|TPM3|3148|protein_coding|	99.861	1437	2	0	1	1437	1491	55	0.0	2583
TRINITY_DN22_c0_g1_i1	ENST00000330188.13|ENSG00000143549.23|OTTHUMG00000035853.12|OTTHUMT00000087618.1|TPM3-206|TPM3|2108|protein_coding|	97.707	1439	29	4	1	1437	1507	71	0.0	2433
TRINITY_DN22_c0_g1_i1	ENST00000312970.13|ENSG00000143549.23|OTTHUMG00000035853.12|OTTHUMT00000502019.1|TPM3-203|TPM3|1968|protein_coding_CDS_not_defined|	97.602	1293	27	4	1	1291	1388	98	0.0	2178
TRINITY_DN22_c0_g1_i1	ENST00000341372.8|ENSG00000143549.23|OTTHUMG00000035853.12|OTTHUMT00000502022.1|TPM3-207|TPM3|1933|nonsense_mediated_decay|	97.325	1159	27	4	1	1157	1371	215	0.0	1937
TRINITY_DN22_c0_g1_i1	ENST00000341372.8|ENSG00000143549.23|OTTHUMG00000035853.12|OTTHUMT00000502022.1|TPM3-207|TPM3|1933|nonsense_mediated_decay|	98.649	148	2	0	1290	1437	216	69	2.70e-66	259
TRINITY_DN22_c0_g1_i1	ENST00000509409.5|ENSG00000143549.23|OTTHUMG00000035853.12|OTTHUMT00000360296.1|TPM3-219|TPM3|1248|nonsense_mediated_decay|	100.000	1010	0	0	148	1157	1248	239	0.0	1822
TRINITY_DN22_c0_g1_i1	ENST00000509409.5|ENSG00000143549.23|OTTHUMG00000035853.12|OTTHUMT00000360296.1|TPM3-219|TPM3|1248|nonsense_mediated_decay|	98.649	148	2	0	1290	1437	240	93	2.70e-66	259
TRINITY_DN22_c0_g1_i1	ENST00000368545.7|ENSG00000143549.23|OTTHUMG00000035853.12|OTTHUMT00000098992.2|TPM3-213|TPM3|2147|retained_intron|	100.000	966	0	0	1	966	1539	574	0.0	1743
TRINITY_DN22_c0_g1_i1	ENST00000271850.11|ENSG00000143549.23|OTTHUMG00000035853.12|OTTHUMT00000360295.1|TPM3-201|TPM3|1219|protein_coding|	100.000	936	0	0	354	1289	1219	284	0.0	1689
TRINITY_DN22_c0_g1_i1	ENST00000651873.1|ENSG00000143549.23|OTTHUMG00000035853.12|OTTHUMT00000502023.1|TPM3-227|TPM3|1217|nonsense_mediated_decay|	100.000	932	0	0	226	1157	1217	286	0.0	1682
TRINITY_DN22_c0_g1_i1	ENST00000651873.1|ENSG00000143549.23|OTTHUMG00000035853.12|OTTHUMT00000502023.1|TPM3-227|TPM3|1217|nonsense_mediated_decay|	99.471	189	1	0	1156	1344	189	1	1.22e-89	337
TRINITY_DN22_c0_g1_i1	ENST00000469717.5|ENSG00000143549.23|OTTHUMG00000035853.12|OTTHUMT00000087617.1|TPM3-215|TPM3|4041|retained_intron|	100.000	892	0	0	1	892	3435	2544	0.0	1609
TRINITY_DN22_c0_g1_i1	ENST00000469717.5|ENSG00000143549.23|OTTHUMG00000035853.12|OTTHUMT00000087617.1|TPM3-215|TPM3|4041|retained_intron|	100.000	191	0	0	967	1157	349	159	2.36e-92	345
