chr9	HAVANA	transcript	111661605	111670226	.	+	.	gene_id "ENSG00000242616.4"; transcript_id "ENST00000374293.5"; gene_type "protein_coding"; gene_name "GNG10"; transcript_type "protein_coding"; transcript_name "GNG10-201"; level 2; protein_id "ENSP00000363411.3"; transcript_support_level "1"; hgnc_id "HGNC:4402"; tag "basic"; tag "Ensembl_canonical"; tag "GENCODE_Primary"; tag "MANE_Select"; tag "appris_principal_1"; tag "CCDS"; ccdsid "CCDS35107.1"; havana_gene "OTTHUMG00000157193.3"; havana_transcript "OTTHUMT00000053644.3";
chr9	HAVANA	exon	111661605	111661715	.	+	.	gene_id "ENSG00000242616.4"; transcript_id "ENST00000374293.5"; gene_type "protein_coding"; gene_name "GNG10"; transcript_type "protein_coding"; transcript_name "GNG10-201"; exon_number 1; exon_id "ENSE00001463059.4"; level 2; protein_id "ENSP00000363411.3"; transcript_support_level "1"; hgnc_id "HGNC:4402"; tag "basic"; tag "Ensembl_canonical"; tag "GENCODE_Primary"; tag "MANE_Select"; tag "appris_principal_1"; tag "CCDS"; ccdsid "CCDS35107.1"; havana_gene "OTTHUMG00000157193.3"; havana_transcript "OTTHUMT00000053644.3";
chr9	HAVANA	CDS	111661635	111661715	.	+	0	gene_id "ENSG00000242616.4"; transcript_id "ENST00000374293.5"; gene_type "protein_coding"; gene_name "GNG10"; transcript_type "protein_coding"; transcript_name "GNG10-201"; exon_number 1; exon_id "ENSE00001463059.4"; level 2; protein_id "ENSP00000363411.3"; transcript_support_level "1"; hgnc_id "HGNC:4402"; tag "basic"; tag "Ensembl_canonical"; tag "GENCODE_Primary"; tag "MANE_Select"; tag "appris_principal_1"; tag "CCDS"; ccdsid "CCDS35107.1"; havana_gene "OTTHUMG00000157193.3"; havana_transcript "OTTHUMT00000053644.3";
chr9	HAVANA	start_codon	111661635	111661637	.	+	0	gene_id "ENSG00000242616.4"; transcript_id "ENST00000374293.5"; gene_type "protein_coding"; gene_name "GNG10"; transcript_type "protein_coding"; transcript_name "GNG10-201"; exon_number 1; exon_id "ENSE00001463059.4"; level 2; protein_id "ENSP00000363411.3"; transcript_support_level "1"; hgnc_id "HGNC:4402"; tag "basic"; tag "Ensembl_canonical"; tag "GENCODE_Primary"; tag "MANE_Select"; tag "appris_principal_1"; tag "CCDS"; ccdsid "CCDS35107.1"; havana_gene "OTTHUMG00000157193.3"; havana_transcript "OTTHUMT00000053644.3";
chr9	HAVANA	exon	111666815	111666946	.	+	.	gene_id "ENSG00000242616.4"; transcript_id "ENST00000374293.5"; gene_type "protein_coding"; gene_name "GNG10"; transcript_type "protein_coding"; transcript_name "GNG10-201"; exon_number 2; exon_id "ENSE00003550470.1"; level 2; protein_id "ENSP00000363411.3"; transcript_support_level "1"; hgnc_id "HGNC:4402"; tag "basic"; tag "Ensembl_canonical"; tag "GENCODE_Primary"; tag "MANE_Select"; tag "appris_principal_1"; tag "CCDS"; ccdsid "CCDS35107.1"; havana_gene "OTTHUMG00000157193.3"; havana_transcript "OTTHUMT00000053644.3";
chr9	HAVANA	CDS	111666815	111666937	.	+	0	gene_id "ENSG00000242616.4"; transcript_id "ENST00000374293.5"; gene_type "protein_coding"; gene_name "GNG10"; transcript_type "protein_coding"; transcript_name "GNG10-201"; exon_number 2; exon_id "ENSE00003550470.1"; level 2; protein_id "ENSP00000363411.3"; transcript_support_level "1"; hgnc_id "HGNC:4402"; tag "basic"; tag "Ensembl_canonical"; tag "GENCODE_Primary"; tag "MANE_Select"; tag "appris_principal_1"; tag "CCDS"; ccdsid "CCDS35107.1"; havana_gene "OTTHUMG00000157193.3"; havana_transcript "OTTHUMT00000053644.3";
chr9	HAVANA	stop_codon	111666938	111666940	.	+	0	gene_id "ENSG00000242616.4"; transcript_id "ENST00000374293.5"; gene_type "protein_coding"; gene_name "GNG10"; transcript_type "protein_coding"; transcript_name "GNG10-201"; exon_number 2; exon_id "ENSE00003550470.1"; level 2; protein_id "ENSP00000363411.3"; transcript_support_level "1"; hgnc_id "HGNC:4402"; tag "basic"; tag "Ensembl_canonical"; tag "GENCODE_Primary"; tag "MANE_Select"; tag "appris_principal_1"; tag "CCDS"; ccdsid "CCDS35107.1"; havana_gene "OTTHUMG00000157193.3"; havana_transcript "OTTHUMT00000053644.3";
chr9	HAVANA	exon	111669269	111670226	.	+	.	gene_id "ENSG00000242616.4"; transcript_id "ENST00000374293.5"; gene_type "protein_coding"; gene_name "GNG10"; transcript_type "protein_coding"; transcript_name "GNG10-201"; exon_number 3; exon_id "ENSE00001816903.3"; level 2; protein_id "ENSP00000363411.3"; transcript_support_level "1"; hgnc_id "HGNC:4402"; tag "basic"; tag "Ensembl_canonical"; tag "GENCODE_Primary"; tag "MANE_Select"; tag "appris_principal_1"; tag "CCDS"; ccdsid "CCDS35107.1"; havana_gene "OTTHUMG00000157193.3"; havana_transcript "OTTHUMT00000053644.3";
chr9	HAVANA	UTR	111661605	111661634	.	+	.	gene_id "ENSG00000242616.4"; transcript_id "ENST00000374293.5"; gene_type "protein_coding"; gene_name "GNG10"; transcript_type "protein_coding"; transcript_name "GNG10-201"; exon_number 1; exon_id "ENSE00001463059.4"; level 2; protein_id "ENSP00000363411.3"; transcript_support_level "1"; hgnc_id "HGNC:4402"; tag "basic"; tag "Ensembl_canonical"; tag "GENCODE_Primary"; tag "MANE_Select"; tag "appris_principal_1"; tag "CCDS"; ccdsid "CCDS35107.1"; havana_gene "OTTHUMG00000157193.3"; havana_transcript "OTTHUMT00000053644.3";
chr9	HAVANA	UTR	111666938	111666946	.	+	.	gene_id "ENSG00000242616.4"; transcript_id "ENST00000374293.5"; gene_type "protein_coding"; gene_name "GNG10"; transcript_type "protein_coding"; transcript_name "GNG10-201"; exon_number 2; exon_id "ENSE00003550470.1"; level 2; protein_id "ENSP00000363411.3"; transcript_support_level "1"; hgnc_id "HGNC:4402"; tag "basic"; tag "Ensembl_canonical"; tag "GENCODE_Primary"; tag "MANE_Select"; tag "appris_principal_1"; tag "CCDS"; ccdsid "CCDS35107.1"; havana_gene "OTTHUMG00000157193.3"; havana_transcript "OTTHUMT00000053644.3";
