ENSG00000008128.23	ENST00000468800.5	j	STRG.17	STRG.17.1	3	57.116051	76.500206	1.151625	277	STRG.17.1	897
ENSG00000188529.15	ENST00000374452.9	j	STRG.88	STRG.88.1	5	91.167459	122.108046	1.838200	486	STRG.88.2	1194
ENSG00000116478.13	ENST00000718279.1	j	STRG.145	STRG.145.1	9	152.182950	203.831091	3.068449	935	STRG.145.1	2139
ENSG00000174574.16	ENST00000372984.8	j	STRG.181	STRG.181.1	3	101.576529	136.049767	2.048077	416	STRG.181.1	1330
ENSG00000187147.19	ENST00000497469.5	j	STRG.212	STRG.212.1	2	52.027248	69.684356	1.049020	204	STRG.212.1	590
ENSG00000159596.7	ENST00000372025.5	j	STRG.226	STRG.226.1	2	65.257937	87.405301	1.315789	228	STRG.226.1	1465
ENSG00000085832.18	ENST00000706288.1	j	STRG.242	STRG.242.1	14	143.741752	192.525103	2.898250	1638	STRG.242.1	5056
ENSG00000116171.19	ENST00000371514.8	j	STRG.262	STRG.262.1	4	90.518793	121.239234	1.825121	1035	STRG.262.1	2759
ENSG00000116133.13	ENST00000649769.1	j	STRG.272	STRG.272.1	3	80.770689	108.182800	1.628571	525	STRG.272.1	5311
ENSG00000156171.15	ENST00000286692.8	j	STRG.371	STRG.371.1	4	131.546629	176.191176	2.652361	466	STRG.371.1	2246
ENSG00000156171.15	ENST00000484310.6	j	STRG.372	STRG.372.1	2	116.427620	155.941049	2.347518	282	STRG.372.1	2098
ENSG00000064886.14	ENST00000477185.6	j	STRG.375	STRG.375.4	6	93.897672	125.764844	1.893249	682	STRG.375.4	757
ENSG00000118292.9	ENST00000369099.8	j	STRG.422	STRG.422.1	5	69.467848	93.043980	1.400673	297	STRG.422.1	509
ENSG00000143222.12	ENST00000483191.5	j	STRG.528	STRG.528.2	3	126.999911	170.101384	2.560686	210	STRG.528.1	617
ENSG00000143222.12	ENST00000368003.6	j	STRG.529	STRG.529.1	2	139.619874	187.004334	2.815141	568	STRG.529.1	888
ENSG00000143252.17	ENST00000392169.6	j	STRG.531	STRG.531.1	2	67.845661	90.871251	1.367965	231	STRG.531.1	369
ENSG00000076321.11	ENST00000209884.5	j	STRG.574	STRG.574.1	2	68.017461	91.101358	1.371429	245	STRG.574.1	3414
ENSG00000162704.16	ENST00000359856.11	j	STRG.601	STRG.601.2	4	153.983783	206.243094	3.104759	1774	STRG.601.3	7266
ENSG00000143851.17	ENST00000492977.5	j	STRG.626	STRG.626.1	2	57.830879	77.457634	1.166038	265	STRG.626.1	1595
