READ_37	gi|2213100080|ref|XM_047273070.1|	92.958	71	1.83e-18	104	75	PREDICTED: Hydra vulgaris uncharacterized LOC100205981 (LOC100205981), transcript variant X2, mRNA	95	6087	N/A
READ_37	gi|2213100078|ref|XM_047273069.1|	92.958	71	1.83e-18	104	75	PREDICTED: Hydra vulgaris uncharacterized LOC100205981 (LOC100205981), transcript variant X1, mRNA	95	6087	N/A
READ_37	gi|2213100110|ref|XM_047273081.1|	91.304	69	1.10e-15	95.3	75	PREDICTED: Hydra vulgaris uncharacterized LOC105845410 (LOC105845410), mRNA	92	6087	N/A
READ_42	gi|2213109985|ref|XM_002160980.4|	98.667	75	2.34e-27	134	75	PREDICTED: Hydra vulgaris 40S ribosomal protein S27-like (LOC100209615), mRNA	100	6087	N/A
READ_43	gi|2213066862|ref|XM_002165313.3|	98.667	75	2.34e-27	134	75	PREDICTED: Hydra vulgaris ATP synthase subunit delta, mitochondrial (LOC100215331), mRNA	100	6087	N/A
READ_62	gi|2213076232|ref|XM_047289320.1|	97.333	75	1.09e-25	128	75	PREDICTED: Hydra vulgaris multiple inositol polyphosphate phosphatase 1-like (LOC124818421), mRNA	100	6087	N/A
READ_62	gi|2213075555|ref|XM_047289052.1|	97.260	73	1.41e-24	124	75	PREDICTED: Hydra vulgaris multiple inositol polyphosphate phosphatase 1-like (LOC105846401), transcript variant X2, mRNA	97	6087	N/A
READ_62	gi|2213075553|ref|XM_047289051.1|	97.260	73	1.41e-24	124	75	PREDICTED: Hydra vulgaris multiple inositol polyphosphate phosphatase 1-like (LOC105846401), transcript variant X1, mRNA	97	6087	N/A
READ_69	gi|2213061176|ref|XM_012704654.2|	97.297	74	3.91e-25	126	75	PREDICTED: Hydra vulgaris 60S ribosomal protein L13 (LOC100199467), mRNA	99	6087	N/A
READ_84	gi|2213114865|ref|XM_047278789.1|	96.000	75	5.06e-24	122	75	PREDICTED: Hydra vulgaris DNA repair protein RAD51 homolog A (LOC100204009), mRNA	100	6087	N/A
READ_88	gi|2213129082|ref|XM_047284213.1|	97.260	73	1.41e-24	124	75	PREDICTED: Hydra vulgaris cystatin-like (LOC124815473), mRNA	97	6087	N/A
READ_92	gi|2213089299|ref|XM_002167525.4|	97.333	75	1.09e-25	128	75	PREDICTED: Hydra vulgaris voltage-dependent anion-selective channel protein 2 (LOC100207044), mRNA	100	6087	N/A
READ_110	gi|2213066503|ref|XM_047285691.1|	95.652	69	1.10e-20	111	75	PREDICTED: Hydra vulgaris SCO-spondin-like (LOC100208689), mRNA	92	6087	N/A
READ_113	gi|2213094203|ref|XM_002162381.4|	94.667	75	2.36e-22	117	75	PREDICTED: Hydra vulgaris uncharacterized LOC100212358 (LOC100212358), mRNA	100	6087	N/A
READ_116	gi|2213126920|ref|XM_002154426.4|	97.333	75	1.09e-25	128	75	PREDICTED: Hydra vulgaris actin, non-muscle 6.2-like (LOC100202036), mRNA	100	6087	N/A
READ_116	gi|159253|gb|M32364.1|HYDACTIN	97.333	75	1.09e-25	128	75	H.attenuata actin (6.2) gene, complete cds	100	6087	N/A
READ_116	gi|613848554|gb|KJ551447.1|	92.063	63	5.13e-14	89.8	75	Rhizopus delemar strain CBS 329.47 actin (act) gene, partial cds	84	936053	N/A
READ_116	gi|613848532|gb|KJ551436.1|	92.063	63	5.13e-14	89.8	75	Rhizopus delemar strain CBS 130965 actin (act) gene, partial cds	84	936053	N/A
READ_116	gi|31581447|gb|AF527921.1|	88.000	75	1.85e-13	87.9	75	Kluyveromyces lodderae strain NRRL Y-8280 actin (act1) gene, partial cds	99	1089531	N/A
READ_118	gi|2213120209|ref|XM_047280857.1|	94.667	75	2.36e-22	117	75	PREDICTED: Hydra vulgaris heat shock protein Hsp-16.1/Hsp-16.11-like (LOC124813588), mRNA	100	6087	N/A
READ_118	gi|2213120207|ref|XM_047280856.1|	94.667	75	2.36e-22	117	75	PREDICTED: Hydra vulgaris heat shock protein Hsp-16.1/Hsp-16.11-like (LOC124813587), mRNA	100	6087	N/A
READ_122	gi|2213126920|ref|XM_002154426.4|	100.000	75	5.03e-29	139	75	PREDICTED: Hydra vulgaris actin, non-muscle 6.2-like (LOC100202036), mRNA	100	6087	N/A
READ_122	gi|159253|gb|M32364.1|HYDACTIN	100.000	75	5.03e-29	139	75	H.attenuata actin (6.2) gene, complete cds	100	6087	N/A
READ_122	gi|1005432429|ref|XM_015898305.1|	89.189	74	3.97e-15	93.5	75	PREDICTED: Acropora digitifera actin, cytoplasmic (LOC107333483), mRNA	99	70779	N/A
READ_122	gi|2113857037|ref|XM_029337301.2|	89.189	74	3.97e-15	93.5	75	PREDICTED: Acropora millepora actin, cytoplasmic (LOC114959325), mRNA	99	45264	N/A
READ_122	gi|1391209055|dbj|LC342270.1|	88.000	75	5.13e-14	89.8	75	Aurelia sp. 2017-HT mRNA for actin-1, complete cds	100	2136148	N/A
