file	compressed_bytes	sampled_records	fields	first_record	chromosomes	min_length	median_length	max_length
chip.pioneer.q1/TF1.control1.bed.gz	268589551	10000	7	chr1	10196	10301	N	31	+	1	chr1	34	160.0	1910
chip.pioneer.q1/TF1.control2.bed.gz	322989737	10000	7	chr1	10239	10320	N	33	-	1	chr1	30	164.0	931
chip.pioneer.q1/TF1.rep1.bed.gz	222780849	10000	7	chr1	10053	10337	N	44	+	1	chr1	46	260.0	1727
chip.pioneer.q1/TF1.rep2.bed.gz	251257210	10000	7	chr1	16178	16519	N	50	-	2	chr1	37	256.0	1860
chip.pioneer.q1/TF2.control1.bed.gz	198776621	10000	7	chr1	15931	16105	N	39	-	1	chr1	41	189.0	1618
chip.pioneer.q1/TF2.control2.bed.gz	197200037	10000	7	chr1	10297	10458	N	31	+	1	chr1	33	188.0	1668
chip.pioneer.q1/TF2.rep1.bed.gz	75954233	10000	7	chr1	17467	17687	N	42	-	1	chr1	43	257.0	1911
chip.pioneer.q1/TF2.rep2.bed.gz	141021916	10000	7	chr1	10201	10338	N	30	+	1	chr1	53	233.0	1337
chip.pioneer.q1/TF3.control1.bed.gz	172485101	10000	7	chr1	16161	16307	N	40	-	1	chr1	46	187.0	1656
chip.pioneer.q1/TF3.control2.bed.gz	101344751	10000	7	chr1	15180	15266	N	51	+	1	chr1	35	197.0	1976
chip.pioneer.q1/TF3.rep1.bed.gz	117380138	10000	7	chr1	10251	10515	N	36	+	1	chr1	30	193.0	1947
chip.pioneer.q1/TF3.rep2.bed.gz	132060186	10000	7	chr1	10210	10442	N	30	+	1	chr1	31	244.0	1912
chip.pioneer.q1/TF4.control1.bed.gz	204091860	10000	7	chr1	17326	17524	N	40	+	1	chr1	41	198.0	1393
chip.pioneer.q1/TF4.control2.bed.gz	174456846	10000	7	chr1	16086	16517	N	60	-	3	chr1	35	207.0	1949
chip.pioneer.q1/TF4.rep1.bed.gz	185346715	10000	7	chr1	28573	29179	N	38	+	1	chr1	38	267.0	1923
chip.pioneer.q1/TF4.rep2.bed.gz	140158719	10000	7	chr1	29293	29414	N	60	-	1	chr1	32	300.0	1587
chip.pioneer.q1/TF5.control.bed.gz	122433741	10000	7	chr1	16277	16442	N	60	-	1	chr1	35	187.0	1966
chip.pioneer.q1/TF5.rep1.bed.gz	120049553	10000	7	chr1	13263	13353	N	60	-	2	chr1	34	203.0	1727
chip.pioneer.q1/TF5.rep2.bed.gz	111650872	10000	7	chr1	17479	17848	N	40	-	1	chr1	36	202.0	1859
chip.pioneer.q1/TF6.control.bed.gz	127034967	10000	7	chr1	17389	17534	N	42	+	1	chr1	44	184.0	1167
chip.pioneer.q1/TF6.rep1.bed.gz	65645690	10000	7	chr1	17120	17517	N	42	-	1	chr1	48	209.0	1887
chip.pioneer.q1/TF6.rep2.bed.gz	44848697	10000	7	chr1	17353	17513	N	42	-	2	chr1	32	241.0	1997
