pathway_id	pathway_name	gene_id
pau00500	Starch and sucrose metabolism - Pseudomonas aeruginosa UCBPP-PA14	PA14_33450
pau00500	Starch and sucrose metabolism - Pseudomonas aeruginosa UCBPP-PA14	PA14_36570
pau00500	Starch and sucrose metabolism - Pseudomonas aeruginosa UCBPP-PA14	PA14_36580
pau00500	Starch and sucrose metabolism - Pseudomonas aeruginosa UCBPP-PA14	PA14_36590
pau00500	Starch and sucrose metabolism - Pseudomonas aeruginosa UCBPP-PA14	PA14_36605
pau00500	Starch and sucrose metabolism - Pseudomonas aeruginosa UCBPP-PA14	PA14_36630
pau00500	Starch and sucrose metabolism - Pseudomonas aeruginosa UCBPP-PA14	PA14_36710
pau00500	Starch and sucrose metabolism - Pseudomonas aeruginosa UCBPP-PA14	PA14_36730
pau00500	Starch and sucrose metabolism - Pseudomonas aeruginosa UCBPP-PA14	PA14_36740
pau00500	Starch and sucrose metabolism - Pseudomonas aeruginosa UCBPP-PA14	PA14_36840
pau01310	Nitrogen cycle - Pseudomonas aeruginosa UCBPP-PA14	PA14_06750
pau01310	Nitrogen cycle - Pseudomonas aeruginosa UCBPP-PA14	PA14_06810
pau01310	Nitrogen cycle - Pseudomonas aeruginosa UCBPP-PA14	PA14_06830
pau01310	Nitrogen cycle - Pseudomonas aeruginosa UCBPP-PA14	PA14_20200
pau03450	Non-homologous end-joining - Pseudomonas aeruginosa UCBPP-PA14	PA14_36760
pau03450	Non-homologous end-joining - Pseudomonas aeruginosa UCBPP-PA14	PA14_36910
pau04146	Peroxisome - Pseudomonas aeruginosa UCBPP-PA14	PA14_36810
pau04146	Peroxisome - Pseudomonas aeruginosa UCBPP-PA14	PA14_58000
pau04146	Peroxisome - Pseudomonas aeruginosa UCBPP-PA14	PA14_61040
pau01110	Biosynthesis of secondary metabolites - Pseudomonas aeruginosa UCBPP-PA14	PA14_00640
pau01110	Biosynthesis of secondary metabolites - Pseudomonas aeruginosa UCBPP-PA14	PA14_06660
pau01110	Biosynthesis of secondary metabolites - Pseudomonas aeruginosa UCBPP-PA14	PA14_06680
pau01110	Biosynthesis of secondary metabolites - Pseudomonas aeruginosa UCBPP-PA14	PA14_06690
pau01110	Biosynthesis of secondary metabolites - Pseudomonas aeruginosa UCBPP-PA14	PA14_06700
pau01110	Biosynthesis of secondary metabolites - Pseudomonas aeruginosa UCBPP-PA14	PA14_06710
pau01110	Biosynthesis of secondary metabolites - Pseudomonas aeruginosa UCBPP-PA14	PA14_30630
pau01110	Biosynthesis of secondary metabolites - Pseudomonas aeruginosa UCBPP-PA14	PA14_33450
pau01110	Biosynthesis of secondary metabolites - Pseudomonas aeruginosa UCBPP-PA14	PA14_36570
pau01110	Biosynthesis of secondary metabolites - Pseudomonas aeruginosa UCBPP-PA14	PA14_36580
pau01110	Biosynthesis of secondary metabolites - Pseudomonas aeruginosa UCBPP-PA14	PA14_36590
pau01110	Biosynthesis of secondary metabolites - Pseudomonas aeruginosa UCBPP-PA14	PA14_36605
pau01110	Biosynthesis of secondary metabolites - Pseudomonas aeruginosa UCBPP-PA14	PA14_36630
pau01110	Biosynthesis of secondary metabolites - Pseudomonas aeruginosa UCBPP-PA14	PA14_36710
