961	NC_057109.1	97.333	75	3.90e-33	128
1940	NC_001620.1	100.000	75	1.80e-36	139
2242	NC_001620.1	100.000	75	1.80e-36	139
3124	NC_001620.1	100.000	75	1.80e-36	139
3833	NC_001620.1	98.667	75	8.38e-35	134
5406	NC_057109.1	100.000	75	1.80e-36	139
5857	NC_001620.1	97.333	75	3.90e-33	128
7045	NC_057109.1	100.000	75	1.80e-36	139
8709	NC_001620.1	98.667	75	8.38e-35	134
8976	NC_001620.1	100.000	75	1.80e-36	139
9441	NC_001620.1	100.000	75	1.80e-36	139
11386	NC_001620.1	100.000	75	1.80e-36	139
12620	NC_001620.1	100.000	75	1.80e-36	139
13086	NC_057109.1	98.667	75	8.38e-35	134
18258	NC_057109.1	100.000	75	1.80e-36	139
18630	NC_057109.1	97.333	75	3.90e-33	128
18688	NC_001620.1	98.667	75	8.38e-35	134
21040	NC_057109.1	100.000	75	1.80e-36	139
23904	NC_001620.1	100.000	75	1.80e-36	139
24367	NC_001620.1	100.000	75	1.80e-36	139
24401	NC_001620.1	98.667	75	8.38e-35	134
26243	NC_001620.1	100.000	75	1.80e-36	139
27463	NC_001620.1	100.000	75	1.80e-36	139
32148	NC_057109.1	100.000	74	6.48e-36	137
32881	NC_001620.1	100.000	75	1.80e-36	139
33838	NC_001620.1	100.000	75	1.80e-36	139
36650	NC_001620.1	100.000	75	1.80e-36	139
38139	NC_057109.1	98.667	75	8.38e-35	134
41394	NC_001620.1	100.000	75	1.80e-36	139
41595	NC_001620.1	100.000	75	1.80e-36	139
42738	NC_001620.1	100.000	75	1.80e-36	139
43363	NC_001620.1	100.000	75	1.80e-36	139
44922	NC_001620.1	97.333	75	3.90e-33	128
45106	NC_001620.1	100.000	75	1.80e-36	139
46521	NC_001620.1	100.000	75	1.80e-36	139
48540	NC_057109.1	97.333	75	3.90e-33	128
50480	NC_001620.1	98.667	75	8.38e-35	134
54107	NC_057109.1	98.630	73	1.08e-33	130
60042	NC_001620.1	100.000	75	1.80e-36	139
60367	NC_057109.1	100.000	75	1.80e-36	139
60833	NC_057109.1	98.667	75	8.38e-35	134
63303	NC_001620.1	100.000	75	1.80e-36	139
64487	NC_057109.1	98.667	75	8.38e-35	134
68012	NC_001620.1	98.667	75	8.38e-35	134
69859	NC_057109.1	98.667	75	8.38e-35	134
70135	NC_057109.1	98.667	75	8.38e-35	134
70216	NC_057109.1	97.333	75	3.90e-33	128
72287	NC_001620.1	100.000	75	1.80e-36	139
72617	NC_057109.1	98.667	75	8.38e-35	134
73324	NC_001620.1	98.667	75	8.38e-35	134
75507	NC_001620.1	100.000	75	1.80e-36	139
78002	NC_001620.1	100.000	75	1.80e-36	139
78022	NC_001620.1	100.000	75	1.80e-36	139
84364	NC_057109.1	100.000	75	1.80e-36	139
85499	NC_001620.1	100.000	75	1.80e-36	139
85904	NC_057109.1	98.667	75	8.38e-35	134
87177	NC_001620.1	96.000	75	1.81e-31	122
90200	NC_001620.1	100.000	75	1.80e-36	139
92123	NC_057109.1	100.000	75	1.80e-36	139
92539	NC_057109.1	97.368	76	3.90e-33	128
93349	NC_001620.1	100.000	75	1.80e-36	139
95207	NC_057109.1	98.667	75	8.38e-35	134
