READ_961	NC_057109.1	97.333	75	3.90e-33	128
READ_2242	NC_001620.1	100.000	75	1.80e-36	139
READ_2242	NC_057109.1	98.667	75	8.38e-35	134
READ_3833	NC_001620.1	98.667	75	8.38e-35	134
READ_3833	NC_057109.1	98.667	75	8.38e-35	134
READ_5857	NC_001620.1	97.333	75	3.90e-33	128
READ_8709	NC_001620.1	98.667	75	8.38e-35	134
READ_8709	NC_057109.1	97.333	75	3.90e-33	128
READ_8976	NC_001620.1	100.000	75	1.80e-36	139
READ_8976	NC_057109.1	97.333	75	3.90e-33	128
READ_9441	NC_001620.1	100.000	75	1.80e-36	139
READ_9441	NC_057109.1	98.667	75	8.38e-35	134
READ_11386	NC_001620.1	100.000	75	1.80e-36	139
READ_11386	NC_057109.1	98.667	75	8.38e-35	134
READ_12620	NC_001620.1	100.000	75	1.80e-36	139
READ_12620	NC_057109.1	100.000	75	1.80e-36	139
READ_13086	NC_057109.1	98.667	75	8.38e-35	134
READ_18630	NC_057109.1	97.333	75	3.90e-33	128
READ_21040	NC_057109.1	100.000	75	1.80e-36	139
READ_21040	NC_001620.1	98.684	76	8.38e-35	134
READ_23904	NC_001620.1	100.000	75	1.80e-36	139
READ_23904	NC_057109.1	97.333	75	3.90e-33	128
READ_24367	NC_001620.1	100.000	75	1.80e-36	139
READ_24367	NC_057109.1	98.667	75	8.38e-35	134
READ_24401	NC_001620.1	98.667	75	8.38e-35	134
READ_24401	NC_057109.1	97.333	75	3.90e-33	128
READ_26243	NC_001620.1	100.000	75	1.80e-36	139
READ_26243	NC_057109.1	100.000	75	1.80e-36	139
READ_32148	NC_057109.1	100.000	74	6.48e-36	137
READ_32148	NC_001620.1	100.000	72	8.38e-35	134
READ_32881	NC_001620.1	100.000	75	1.80e-36	139
READ_32881	NC_057109.1	98.667	75	8.38e-35	134
READ_36650	NC_001620.1	100.000	75	1.80e-36	139
READ_36650	NC_057109.1	98.667	75	8.38e-35	134
READ_38139	NC_057109.1	98.667	75	8.38e-35	134
READ_38139	NC_001620.1	97.222	72	6.53e-31	121
READ_41394	NC_001620.1	100.000	75	1.80e-36	139
READ_41394	NC_057109.1	98.667	75	8.38e-35	134
READ_41595	NC_001620.1	100.000	75	1.80e-36	139
READ_41595	NC_057109.1	98.667	75	8.38e-35	134
READ_43363	NC_001620.1	100.000	75	1.80e-36	139
READ_43363	NC_057109.1	100.000	75	1.80e-36	139
READ_44922	NC_001620.1	97.333	75	3.90e-33	128
READ_44922	NC_057109.1	97.333	75	3.90e-33	128
READ_45106	NC_001620.1	100.000	75	1.80e-36	139
READ_45106	NC_057109.1	98.667	75	8.38e-35	134
READ_46521	NC_001620.1	100.000	75	1.80e-36	139
READ_46521	NC_057109.1	97.333	75	3.90e-33	128
READ_48540	NC_057109.1	97.333	75	3.90e-33	128
READ_50480	NC_001620.1	98.667	75	8.38e-35	134
READ_50480	NC_057109.1	97.333	75	3.90e-33	128
READ_54107	NC_057109.1	98.630	73	1.08e-33	130
READ_60042	NC_001620.1	100.000	75	1.80e-36	139
READ_60042	NC_057109.1	98.667	75	8.38e-35	134
READ_60833	NC_057109.1	98.667	75	8.38e-35	134
READ_60833	NC_001620.1	97.368	76	3.90e-33	128
READ_64487	NC_057109.1	98.667	75	8.38e-35	134
READ_64487	NC_001620.1	96.000	75	6.53e-31	121
READ_68012	NC_001620.1	98.667	75	8.38e-35	134
READ_68012	NC_057109.1	98.667	75	8.38e-35	134
READ_69859	NC_057109.1	98.667	75	8.38e-35	134
READ_69859	NC_001620.1	97.297	74	1.40e-32	126
READ_70135	NC_057109.1	98.667	75	8.38e-35	134
READ_70135	NC_001620.1	97.333	75	1.40e-32	126
READ_70216	NC_057109.1	97.333	75	3.90e-33	128
READ_70216	NC_001620.1	96.000	75	6.53e-31	121
READ_72287	NC_001620.1	100.000	75	1.80e-36	139
READ_72287	NC_057109.1	100.000	75	1.80e-36	139
READ_72617	NC_057109.1	98.667	75	8.38e-35	134
READ_72617	NC_001620.1	96.000	75	6.53e-31	121
READ_73324	NC_001620.1	98.667	75	8.38e-35	134
READ_73324	NC_057109.1	97.333	75	3.90e-33	128
READ_75507	NC_001620.1	100.000	75	1.80e-36	139
READ_75507	NC_057109.1	97.333	75	3.90e-33	128
READ_78002	NC_001620.1	100.000	75	1.80e-36	139
READ_78002	NC_057109.1	98.667	75	8.38e-35	134
READ_78022	NC_001620.1	100.000	75	1.80e-36	139
READ_78022	NC_057109.1	98.667	75	8.38e-35	134
READ_84364	NC_057109.1	100.000	75	1.80e-36	139
READ_84364	NC_001620.1	98.684	76	8.38e-35	134
READ_85499	NC_001620.1	100.000	75	1.80e-36	139
READ_85499	NC_057109.1	98.667	75	8.38e-35	134
READ_85904	NC_057109.1	98.667	75	8.38e-35	134
READ_85904	NC_001620.1	97.333	75	3.90e-33	128
READ_87177	NC_001620.1	96.000	75	1.81e-31	122
READ_87177	NC_057109.1	94.667	75	8.44e-30	117
READ_90200	NC_001620.1	100.000	75	1.80e-36	139
READ_90200	NC_057109.1	100.000	75	1.80e-36	139
READ_92539	NC_057109.1	97.368	76	3.90e-33	128
READ_93349	NC_001620.1	100.000	75	1.80e-36	139
READ_93349	NC_057109.1	98.667	75	8.38e-35	134
READ_95207	NC_057109.1	98.667	75	8.38e-35	134
READ_95207	NC_001620.1	96.000	75	6.53e-31	121
