#column	count	min	max	sum	mean	Q1	med	Q3	IQR	lW	rW	outliers	A_Count	C_Count	G_Count	T_Count	N_Count	other_bases	other_base_count
1	100278	2	30	2988464	29.801791	30.000000	30.000000	30.000000	0.000000	30	30	2,20	30779	22991	18185	28281	42		
2	100278	2	30	2983884	29.756118	30.000000	30.000000	30.000000	0.000000	30	30	2,6,10,20	31094	20193	21695	27293	3		
3	100278	6	30	2981670	29.734039	30.000000	30.000000	30.000000	0.000000	30	30	6,10,20	29187	21260	22041	27790	0		
4	100278	2	30	2981442	29.731766	30.000000	30.000000	30.000000	0.000000	30	30	2,6,10,20	28568	21912	22019	27778	1		
5	100278	2	30	2984872	29.765971	30.000000	30.000000	30.000000	0.000000	30	30	2,6,10,20	28730	21251	21627	28669	1		
6	100278	2	30	2978672	29.704142	30.000000	30.000000	30.000000	0.000000	30	30	2,5,6,10,20	28424	21980	22282	27591	1		
7	100278	2	30	2978906	29.706476	30.000000	30.000000	30.000000	0.000000	30	30	2,5,6,10,20	28166	21695	22423	27992	2		
8	100278	2	30	2978522	29.702647	30.000000	30.000000	30.000000	0.000000	30	30	2,5,6,10,20	28526	21877	21871	28001	3		
9	100278	5	30	2981417	29.731516	30.000000	30.000000	30.000000	0.000000	30	30	5,6,10,20	28120	21813	21665	28680	0		
10	100278	6	30	2980514	29.722511	30.000000	30.000000	30.000000	0.000000	30	30	6,10,20	28475	21989	21919	27895	0		
11	100278	4	30	2978815	29.705569	30.000000	30.000000	30.000000	0.000000	30	30	4,5,6,10,20	28434	21730	21826	28288	0		
12	100278	2	30	2979117	29.708580	30.000000	30.000000	30.000000	0.000000	30	30	2,4,5,6,10,20	28555	21894	21972	27856	1		
13	100278	2	30	2979247	29.709877	30.000000	30.000000	30.000000	0.000000	30	30	2,4,5,6,10,20	28481	21977	21556	28260	4		
14	100278	4	30	2975987	29.677367	30.000000	30.000000	30.000000	0.000000	30	30	4,5,6,10,20	28353	21940	21599	28386	0		
15	100278	4	30	2977569	29.693143	30.000000	30.000000	30.000000	0.000000	30	30	4,5,6,10,20	28196	21953	21658	28471	0		
16	100278	5	30	2976612	29.683600	30.000000	30.000000	30.000000	0.000000	30	30	5,6,10,20	28353	22020	21683	28222	0		
