chr1	46393063	46394272	histone_chip_q1_signal_tagalign_gz_peak_130	14	.	3.40986	4.24208	1.47434
chr1	148309729	148310240	histone_chip_q1_signal_tagalign_gz_peak_343	12	.	3.16588	3.93501	1.28763
chr1	211207037	211207256	histone_chip_q1_signal_tagalign_gz_peak_612	13	.	3.30657	4.03425	1.32581
chr1	247110870	247111286	histone_chip_q1_signal_tagalign_gz_peak_959	15	.	3.48358	4.38299	1.57752
chr1	247301236	247301756	histone_chip_q1_signal_tagalign_gz_peak_1007	13	.	3.29918	4.01455	1.31246
chr10	43573356	43574185	histone_chip_q1_signal_tagalign_gz_peak_1403	15	.	3.20618	4.27107	1.52849
chr10	122954674	122955227	histone_chip_q1_signal_tagalign_gz_peak_1775	27	.	3.41268	5.89054	2.70519
chr11	45354772	45355391	histone_chip_q1_signal_tagalign_gz_peak_2160	17	.	3.13208	4.53095	1.71335
chr11	45355627	45355956	histone_chip_q1_signal_tagalign_gz_peak_2161	13	.	3.12863	3.99711	1.32657
chr12	132888081	132890043	histone_chip_q1_signal_tagalign_gz_peak_3284	67	.	4.89824	10.6545	6.79663
chr12	132984113	132986130	histone_chip_q1_signal_tagalign_gz_peak_3326	48	.	4.43195	8.43649	4.80989
chr12	133081212	133086524	histone_chip_q1_signal_tagalign_gz_peak_3373	30	.	3.75154	6.25438	3.02723
chr12	133130812	133132052	histone_chip_q1_signal_tagalign_gz_peak_3392	28	.	3.5406	6.08259	2.85814
chr14_GL000225v1_random	23606	24345	histone_chip_q1_signal_tagalign_gz_peak_4011	31	.	4.31481	6.41315	3.12413
chr14_GL000225v1_random	29432	30422	histone_chip_q1_signal_tagalign_gz_peak_4015	14	.	3.38973	4.22097	1.46678
chr14_GL000225v1_random	37601	37844	histone_chip_q1_signal_tagalign_gz_peak_4019	34	.	4.56672	6.92574	3.4666
chr14_GL000225v1_random	58006	58461	histone_chip_q1_signal_tagalign_gz_peak_4034	28	.	4.23298	6.12722	2.87731
chr14_GL000225v1_random	78802	79159	histone_chip_q1_signal_tagalign_gz_peak_4048	22	.	3.94582	5.33297	2.26027
chr14_GL000225v1_random	136613	136999	histone_chip_q1_signal_tagalign_gz_peak_4069	13	.	3.32826	4.01658	1.32022
chr15	101762904	101763106	histone_chip_q1_signal_tagalign_gz_peak_4698	30	.	4.31366	6.41436	3.0599
chr16	850008	851228	histone_chip_q1_signal_tagalign_gz_peak_4702	23	.	3.96486	5.46454	2.36884
chr16	3294193	3297431	histone_chip_q1_signal_tagalign_gz_peak_4722	24	.	3.86934	5.55838	2.4672
chr16	3304147	3305378	histone_chip_q1_signal_tagalign_gz_peak_4726	54	.	4.45101	9.26935	5.41369
chr16	3305833	3310033	histone_chip_q1_signal_tagalign_gz_peak_4727	36	.	4.0153	7.11015	3.66183
chr16	89229889	89232898	histone_chip_q1_signal_tagalign_gz_peak_5221	19	.	3.70462	4.89773	1.94897
chr17	5078557	5079566	histone_chip_q1_signal_tagalign_gz_peak_5276	21	.	3.13193	5.13185	2.174
chr17	5090366	5098147	histone_chip_q1_signal_tagalign_gz_peak_5283	34	.	4.08729	6.855	3.44438
chr17	5110529	5111462	histone_chip_q1_signal_tagalign_gz_peak_5288	29	.	3.53258	6.17635	2.91701
chr17	5189201	5191718	histone_chip_q1_signal_tagalign_gz_peak_5306	41	.	4.15252	7.69846	4.15504
chr17	15704350	15704585	histone_chip_q1_signal_tagalign_gz_peak_5431	10	.	2.95032	3.59106	1.0414
chr17	16617428	16617813	histone_chip_q1_signal_tagalign_gz_peak_5488	22	.	3.5299	5.28919	2.26079
chr17	18671650	18672033	histone_chip_q1_signal_tagalign_gz_peak_5522	12	.	3.25352	3.86161	1.20656
chr17	18673009	18673384	histone_chip_q1_signal_tagalign_gz_peak_5523	24	.	4.05776	5.61803	2.46495
chr17	18677242	18677629	histone_chip_q1_signal_tagalign_gz_peak_5524	17	.	3.62406	4.67048	1.78313
chr17	59565111	59565391	histone_chip_q1_signal_tagalign_gz_peak_5802	18	.	2.878	4.68281	1.81246
chr17	79512766	79513449	histone_chip_q1_signal_tagalign_gz_peak_6010	17	.	3.37511	4.5282	1.70388
