chr9	5604935	5608940	1	 complete_novel
chr9	20658826	20673619	1	 partial_novel
chr9	36966724	37002452	1	 partial_novel
chr9	75111966	75117503	1	 partial_novel
chr9	81648249	81744350	1	 complete_novel
chr9	93068151	93069034	1	 complete_novel
chr9	94259345	94261226	1	 partial_novel
chr9	96356701	96360153	1	 partial_novel
chr9	111661715	111664536	48	 partial_novel
chr9	111664589	111666814	48	 partial_novel
chr9	120909470	120911335	1	 partial_novel
chr9	129994958	129995308	1	 partial_novel
chr9	131636082	131638634	1	 partial_novel
chr9	136461274	136462993	1	 partial_novel
