chr1	1790608	1793244	1	 partial_novel
chr1	37476067	37476165	1	 complete_novel
chr1	51270125	51271140	1	 partial_novel
chr1	51499069	51504995	1	 complete_novel
chr1	74766815	74767253	1	 partial_novel
chr1	86863605	86866805	1	 partial_novel
chr1	92837630	92840550	1	 partial_novel
chr1	101021771	101025308	1	 partial_novel
chr1	101388689	101389669	1	 partial_novel
chr1	111230531	111230741	1	 partial_novel
chr1	183633153	183634394	1	 complete_novel
chr1	204490750	204494355	1	 partial_novel
chr1	220184055	220185650	1	 partial_novel
chr1	220744555	220754946	1	 partial_novel
chr1	241674807	241857432	1	 complete_novel
chr2	9543285	9554895	1	 partial_novel
chr2	19898035	19901475	1	 partial_novel
chr2	25421133	25427423	1	 partial_novel
chr2	25423515	25427594	1	 partial_novel
chr2	61214694	61220319	1	 partial_novel
chr2	88857683	88861885	78	 complete_novel
chr2	88857683	88861220	76	 complete_novel
chr2	88857683	88860885	85	 complete_novel
chr2	88857683	88861524	26	 partial_novel
chr2	88861920	89142574	1	 complete_novel
chr2	88861262	89268002	34	 complete_novel
chr2	88862083	88865618	3	 partial_novel
chr2	89914398	90083144	2	 complete_novel
chr2	90038993	90039237	2	 partial_novel
chr2	112584649	112585977	1	 partial_novel
chr2	127076706	127081831	1	 partial_novel
chr2	135504496	135531098	1	 partial_novel
chr2	135616757	135619606	1	 partial_novel
chr2	186154959	186215018	1	 partial_novel
chr2	219236095	219236409	1	 partial_novel
chr2	227352011	227352513	1	 partial_novel
chr2	231709041	231711347	1	 partial_novel
chr2	241108300	241111392	1	 partial_novel
chr3	9391826	9398646	1	 partial_novel
chr3	13321665	13321752	1	 partial_novel
chr3	14159830	14160199	1	 partial_novel
chr3	49721105	49721186	1	 partial_novel
chr3	89745295	89773847	1	 complete_novel
chr3	98525247	98532008	1	 complete_novel
chr3	119295004	119311599	1	 partial_novel
chr3	122262440	122263933	1	 complete_novel
chr3	129155951	129183180	1	 complete_novel
chr3	134958396	134963737	1	 complete_novel
chr3	138694907	138697981	1	 partial_novel
chr3	152237362	152465283	1	 complete_novel
chr3	170062780	170077320	1	 complete_novel
chr4	6861324	6871573	1	 partial_novel
chr4	22726478	22726540	3	 complete_novel
chr4	25768149	25776276	1	 partial_novel
chr4	38776207	38776322	1	 partial_novel
chr4	88521382	88521919	1	 complete_novel
chr4	108429708	108622106	1	 complete_novel
chr4	146258837	146262746	1	 partial_novel
chr5	88773237	88804597	1	 partial_novel
chr5	131159413	131165102	1	 complete_novel
chr5	138917701	139021170	1	 partial_novel
chr5	149867228	150094769	1	 complete_novel
chr6	10529836	10530037	1	 partial_novel
