1	rs12093451	0	1114143
1	rs12064046	0	1186903
1	rs59317408	0	1223154
1	rs5772064	0	2291705
1	rs10910080	0	2472415
1	rs2494636	0	2520918
1	rs1484808648	0	2538560
1	rs34131736	0	2887913
1	rs12072653	0	3492162
1	rs17408826	0	4319149
1	rs11803736	0	4364706
1	rs12039710	0	4521278
1	rs55724572	0	5069854
1	rs189032887	0	5751473
1	rs11120934	0	5977543
1	rs12126960	0	6156684
1	rs61146604	0	7242320
1	rs2995033	0	7707520
1	rs60674790	0	9298407
1	rs710137	0	10782329
1	rs74052098	0	10968574
1	rs386366225	0	11207409
1	rs355024	0	13583417
1	rs10927424	0	14406004
1	rs2871738	0	14736130
1	rs923707351	0	15622198
1	rs16852063	0	15881367
1	rs2863846	0	16242523
1	rs71006407	0	17003666
1	rs6586520	0	17311650
1	rs113613833	0	18046788
1	rs214336	0	19351979
1	rs2290381	0	20886778
1	rs7531381	0	21076855
1	rs374102116	0	22028894
1	rs75897602	0	22103052
1	rs2505721	0	22283041
1	rs6700335	0	24026635
1	rs61773969	0	24436841
1	rs1929302	0	24568560
1	rs145141994	0	24575005
1	rs139375924	0	25186171
1	rs10716228	0	28102906
1	rs10915143	0	30519353
1	rs35589353	0	30663039
1	rs942299	0	30686256
1	rs4447028	0	31542528
1	rs6660562	0	31985742
1	rs10799068	0	34577930
1	rs34386261	0	34839517
1	rs34465571	0	34970824
1	rs373423537	0	35135699
1	rs6668196	0	35603603
1	rs35467166	0	35945217
1	rs57838912	0	36411246
1	rs4653210	0	36608750
1	rs4653336	0	37909339
1	rs61606709	0	37974297
1	rs4147753	0	39004692
1	rs877011	0	39014558
1	rs11299178	0	41773510
1	rs2993122	0	41888399
1	rs573648674	0	42445431
1	rs12029409	0	42536088
1	rs620221	0	43127334
1	rs1782382	0	43170204
1	rs2231279	0	43980663
1	rs7545808	0	44823737
1	rs770669631	0	45970798
1	rs112068407	0	46356619
1	rs12566195	0	46428095
1	rs601060	0	46673908
1	rs201244750	0	47157371
1	rs74227960	0	48088807
1	rs879523448	0	48840946
1	rs140051736	0	49741077
1	rs371117351	0	49880339
1	rs11577519	0	50529175
1	rs57793888	0	50735752
1	rs71247585	0	51895267
1	rs113007063	0	53986573
1	rs112000180	0	54033115
1	rs150388968	0	54508173
1	rs2249491	0	54990763
