mapped_genes	51686
count_rows	2430700

[Bladder]
10.4483	2880	AMEX60DD026638	AMEX60DD026638	chr3p:108241307
8.9106	886	LOC114595149 [nr]	AMEX60DD026624	chr3p:104319107
7.8467	189	OR6B3 [hs]	AMEX60DD026510	chr3p:70409380
7.6262	243	LOC102937978 [nr]|HERC3 [hs]	AMEX60DD044003	chr6q:84798538
7.3806	2042	AMEX60DD026637	AMEX60DD026637	chr3p:108115779
7.3457	669	AMEX60DD026606	AMEX60DD026606	chr3p:101531540
7.2462	416	AMEX60DD026623	AMEX60DD026623	chr3p:103716168
6.9766	175	AMEX60DD038736	AMEX60DD038736	chr5p:1224637529
6.6631	688	AMEX60DD010905	AMEX60DD010905	chr13q:468139049
6.3200	430	AMEX60DD026506	AMEX60DD026506	chr3p:69412517
6.0726	935	AMEX60DD010965	AMEX60DD010965	chr13q:478330203
5.9566	890	AMEX60DD026614	AMEX60DD026614	chr3p:102148453
5.7974	763	AMEX60DD026642	AMEX60DD026642	chr3p:109017339
5.7645	786	LOC115457562 [nr]|KLRF1 [hs]	AMEX60DD026587	chr3p:96678047
5.7060	718	AMEX60DD026594	AMEX60DD026594	chr3p:98283415
5.3879	182	EOD39_3890 [nr]|HERC5 [hs]	AMEX60DD044005	chr6q:86407898
5.3739	276	AMEX60DD026509	AMEX60DD026509	chr3p:69788103
5.3735	371	AMEX60DD026514	AMEX60DD026514	chr3p:71493435
5.2643	1768	LOC103592445 [nr]	AMEX60DD010966	chr13q:478370483
5.2643	1768	AMEX60DD010967	AMEX60DD010967	chr13q:478371435
5.2039	447	ORF2P [nr]	AMEX60DD026625	chr3p:104473028
5.0040	164	AMEX60DD026505	AMEX60DD026505	chr3p:68422713
4.8098	604	AMEX60DD026610	AMEX60DD026610	chr3p:101922655
4.5533	416	OR1F1 [hs]	AMEX60DD026508	chr3p:69770350
4.2828	175	AMEX60DD010942	AMEX60DD010942	chr13q:475520035
4.2554	591	AMEX60DD026605	AMEX60DD026605	chr3p:101496774
4.1931	563	AMEX60DD026643	AMEX60DD026643	chr3p:109117449
4.1709	491	AMEX60DD044571	AMEX60DD044571	chr6q:396882018
4.0647	208	AMEX60DD026613	AMEX60DD026613	chr3p:102069165
4.0630	261	PARPI_0028925 [nr]	AMEX60DD026611	chr3p:102013450

[Brain]
10.4005	4640	AMEX60DD026638	AMEX60DD026638	chr3p:108241307
8.5154	1122	LOC114595149 [nr]	AMEX60DD026624	chr3p:104319107
8.2227	409	OR6B3 [hs]	AMEX60DD026510	chr3p:70409380
7.4855	3657	AMEX60DD026637	AMEX60DD026637	chr3p:108115779
7.3999	1157	AMEX60DD026606	AMEX60DD026606	chr3p:101531540
7.1276	324	AMEX60DD038736	AMEX60DD038736	chr5p:1224637529
6.7988	228	LOC102937978 [nr]|HERC3 [hs]	AMEX60DD044003	chr6q:84798538
6.6093	1104	AMEX60DD010905	AMEX60DD010905	chr13q:468139049
6.2597	687	AMEX60DD026506	AMEX60DD026506	chr3p:69412517
6.1985	335	AMEX60DD026623	AMEX60DD026623	chr3p:103716168
5.9943	1475	AMEX60DD010965	AMEX60DD010965	chr13q:478330203
5.9256	1464	LOC115457562 [nr]|KLRF1 [hs]	AMEX60DD026587	chr3p:96678047
5.5905	1101	AMEX60DD026642	AMEX60DD026642	chr3p:109017339
5.5039	1083	AMEX60DD026614	AMEX60DD026614	chr3p:102148453
5.4096	308	EOD39_3890 [nr]|HERC5 [hs]	AMEX60DD044005	chr6q:86407898
5.3136	593	AMEX60DD026514	AMEX60DD026514	chr3p:71493435
5.2655	2947	LOC103592445 [nr]	AMEX60DD010966	chr13q:478370483
5.2655	2947	AMEX60DD010967	AMEX60DD010967	chr13q:478371435
5.2634	1378	AMEX60DD026610	AMEX60DD026610	chr3p:101922655
5.2103	748	ORF2P [nr]	AMEX60DD026625	chr3p:104473028
5.2083	410	AMEX60DD026509	AMEX60DD026509	chr3p:69788103
5.1263	800	AMEX60DD026594	AMEX60DD026594	chr3p:98283415
4.9644	266	AMEX60DD026505	AMEX60DD026505	chr3p:68422713
4.9072	450	AMEX60DD010942	AMEX60DD010942	chr13q:475520035
4.7196	407	AMEX60DD026604	AMEX60DD026604	chr3p:101429993
4.4871	552	AMEX60DD026589	AMEX60DD026589	chr3p:97591391
4.3315	524	PARPI_0028925 [nr]	AMEX60DD026611	chr3p:102013450
4.3114	586	OR1F1 [hs]	AMEX60DD026508	chr3p:69770350
4.2410	888	AMEX60DD010941	AMEX60DD010941	chr13q:475514615
4.2086	953	AMEX60DD026605	AMEX60DD026605	chr3p:101496774

[Cloaca]
7.0797	162	AMEX60DD041336	AMEX60DD041336	chr6p:20778468
5.7889	536	AMEX60DD042524	AMEX60DD042524	chr6p:665453361
5.7398	230	AMEX60DD042131	AMEX60DD042131	chr6p:445979858
5.2282	4191	LOC101526436 [nr]|ZNF510 [hs]	AMEX60DD041190	chr6p:3663977
5.1129	479	MRPL4	AMEX60DD031868	chr3q:1438162363
5.0818	198	C7	AMEX60DD041970	chr6p:363448891
5.0310	119	AMEX60DD018731	AMEX60DD018731	chr1q:824360747
4.9235	181	AMEX60DD031465	AMEX60DD031465	chr3q:1307491588
4.1299	2267	AMEX60DD007313	AMEX60DD007313	chr12q:242179887
4.1299	2267	AMEX60DD007314	AMEX60DD007314	chr12q:242184365
4.1299	2267	XELAEV_18033904MG [nr]	AMEX60DD007315	chr12q:242186623
3.9692	3425	CLDN18.S [nr]|CLDN18 [hs]	AMEX60DD002375	chr10q:83869827
3.9496	1527	XELAEV_18045817MG [nr]	AMEX60DD013440	chr1p:230945202
3.8934	3456	LOC115469338 [nr]|GKN1 [hs]	AMEX60DD001408	chr10p:611419623
3.8890	1675	AMEX60DD004453	AMEX60DD004453	chr11q:215833109
3.6693	437	AMEX60DD037166	AMEX60DD037166	chr5p:190601987
3.6693	437	AMEX60DD037167	AMEX60DD037167	chr5p:190616635
3.5709	3107	AMEX60DD001411	AMEX60DD001411	chr10p:612025057
3.5668	2052	AMEX60DD006732	AMEX60DD006732	chr12p:264495453
3.5488	278	SVIP	AMEX60DD004984	chr11q:486765989
3.5094	2104	LOC114789635 [nr]	AMEX60DD036680	chr4q:1206877198
3.4911	145	LOC107112699 [nr]|IGLV [hs]	AMEX60DD000278	chr10p:117185034
3.3409	1062	LOC115074467 [nr]|CHIA [hs]	AMEX60DD009144	chr13p:221307000
3.3330	156	AMEX60DD036671	AMEX60DD036671	chr4q:1206358377
3.3045	2862	LOC100494026 [nr]	AMEX60DD017942	chr1q:463674105
3.2577	1269	AMEX60DD026756	AMEX60DD026756	chr3p:138667410
3.2163	1718	CHIA	AMEX60DD009138	chr13p:220970766
3.1971	4845	GATA5	AMEX60DD026945	chr3p:201935825
3.1792	1540	LOC108713480 [nr]	AMEX60DD004437	chr11q:209848925
3.1646	2392	CARNS1	AMEX60DD007312	chr12q:241944323

[GallBladder]
7.6364	279	AMEX60DD041336	AMEX60DD041336	chr6p:20778468
5.3831	210	AMEX60DD042131	AMEX60DD042131	chr6p:445979858
5.2702	264	C7	AMEX60DD041970	chr6p:363448891
4.8292	121	AMEX60DD018731	AMEX60DD018731	chr1q:824360747
4.2728	292	LOC107112699 [nr]|IGLV [hs]	AMEX60DD000278	chr10p:117185034
4.0204	113	AMEX60DD031465	AMEX60DD031465	chr3q:1307491588
3.8423	260	AMEX60DD036671	AMEX60DD036671	chr4q:1206358377
3.6193	666	AMEX60DD036684	AMEX60DD036684	chr4q:1207465295
3.3722	117	AMEX60DD042524	AMEX60DD042524	chr6p:665453361
3.1457	1521	LOC114595135 [nr]|ZNF850 [hs]	AMEX60DD041222	chr6p:5603849
3.1301	225	AMEX60DD041240	AMEX60DD041240	chr6p:6401129
2.9324	612	AMEX60DD036713	AMEX60DD036713	chr4q:1213037532
2.9324	612	AMEX60DD036714	AMEX60DD036714	chr4q:1213038349
2.9324	612	PARP4 [nr]	AMEX60DD036715	chr4q:1213039808
2.6742	908	PRDM9 [nr]|ZNF157 [hs]	AMEX60DD036706	chr4q:1210668568
2.5664	404	AMEX60DD042889	AMEX60DD042889	chr6p:933092017
2.4910	265	AMEX60DD041186	AMEX60DD041186	chr6p:3344976
2.0497	182	AMEX60DD003629	AMEX60DD003629	chr11p:123846068
2.0302	2298	AMEX60DD001323	AMEX60DD001323	chr10p:570339002
1.9815	233	LOC340211 [hs]	AMEX60DD054598	chr9q:5664777
1.9732	193	AMEX60DD025580	AMEX60DD025580	chr2q:1137445934
1.9616	210	AMEX60DD009852	AMEX60DD009852	chr13q:211019937
1.9309	437	AZIN2	AMEX60DD006129	chr11q:1060773513
1.8506	2003	AMEX60DD012295	AMEX60DD012295	chr14q:435821473
1.8506	2003	AMEX60DD012296	AMEX60DD012296	chr14q:435827709
1.8476	166	AMEX60DD013720	AMEX60DD013720	chr1p:290400385
1.8191	284	AMEX60DD025584	AMEX60DD025584	chr2q:1138769248
1.8049	1555	AMEX60DD003299	AMEX60DD003299	chr11p:2971023
1.7560	486	LOC107120726 [nr]|ALOXE3 [hs]	AMEX60DD013306	chr1p:208511262
1.7501	460	GC	AMEX60DD043657	chr6p:1382016586

[Gill]
7.2216	7915	AMEX60DD010940	AMEX60DD010940	chr13q:475501264
5.6836	957	LOC104318780 [nr]|TXNRD1 [hs]	AMEX60DD008434	chr12q:857601511
4.4351	1552	LOC103592445 [nr]	AMEX60DD010966	chr13q:478370483
4.4351	1552	AMEX60DD010967	AMEX60DD010967	chr13q:478371435
4.3283	435	AMEX60DD010965	AMEX60DD010965	chr13q:478330203
4.1070	859	AMEX60DD010960	AMEX60DD010960	chr13q:477646009
3.9009	5747	LOC115079245 [nr]	AMEX60DD005075	chr11q:547706613
3.8858	6376	LOC115085484 [nr]|AQP4 [hs]	AMEX60DD040003	chr5q:741398682
3.8207	322	CD1C [hs]	AMEX60DD010968	chr13q:478587715
3.7926	1836	AMEX60DD053712	AMEX60DD053712	chr9p:101487023
3.7137	184	AMEX60DD010942	AMEX60DD010942	chr13q:475520035
3.6436	7492	LOC115076059 [nr]|HAS1 [hs]	AMEX60DD017885	chr1q:441854995
3.6133	498	LOC115457718 [nr]|TPRG1L [hs]	AMEX60DD026803	chr3p:151076856
3.5240	635	AMEX60DD010959	AMEX60DD010959	chr13q:477584297
3.5081	2302	LOC104474962 [nr]|TXNRD1 [hs]	AMEX60DD008433	chr12q:857586552
3.5028	3649	AMEX60DD017886	AMEX60DD017886	chr1q:441867091
3.5028	3649	AMEX60DD017887	AMEX60DD017887	chr1q:441879603
3.4806	7327	LOC108699649 [nr]	AMEX60DD014987	chr1p:718848414
3.4763	3313	AMEX60DD029820	AMEX60DD029820	chr3q:531914148
3.4546	482	AMEX60DD010941	AMEX60DD010941	chr13q:475514615
3.4454	1104	MPEG1	AMEX60DD007219	chr12q:214910239
3.3791	4678	AMEX60DD026561	AMEX60DD026561	chr3p:91201548
3.3306	5025	LOC115476807 [nr]|FCGBP [hs]	AMEX60DD016033	chr1p:1121062995
3.3102	345	AMEX60DD010853	AMEX60DD010853	chr13q:464392006
3.2842	4150	AMEX60DD032758	AMEX60DD032758	chr4p:150489618
3.2690	1295	LOC115078578 [nr]	AMEX60DD041536	chr6p:91541249
3.2612	2637	AMEX60DD021970	AMEX60DD021970	chr2p:886852624
3.2552	5265	LOC115080300 [nr]	AMEX60DD016367	chr1p:1229151327
3.2508	388	AMEX60DD047241	AMEX60DD047241	chr7p:215381861
3.2466	3588	AMEX60DD029821	AMEX60DD029821	chr3q:532120837

[Heart]
4.1033	5578	AMEX60DD016186	AMEX60DD016186	chr1p:1168908429
3.5472	1468	AMEX60DD029317	AMEX60DD029317	chr3q:338872842
3.5472	1468	AMEX60DD029318	AMEX60DD029318	chr3q:338877400
3.2873	765	APOLD1	AMEX60DD030513	chr3q:865281189
3.2591	3631	LOC108701067 [nr]|MYH7B [hs]	AMEX60DD028558	chr3p:852629552
3.1695	291	AMEX60DD047241	AMEX60DD047241	chr7p:215381861
3.1522	338	LOC115458290 [nr]|ZAN [hs]	AMEX60DD012815	chr1p:95083533
3.1213	3880	XELAEV_18037715MG [nr]	AMEX60DD016495	chr1p:1256903371
3.0971	305	COL5A3 [nr]	AMEX60DD031840	chr3q:1427709317
2.9611	2497	NKX2-5	AMEX60DD028732	chr3q:83984189
2.8942	5596	MSC	AMEX60DD039894	chr5q:673356627
2.8723	8657	GATA4	AMEX60DD032827	chr4p:177662937
2.7396	6536	LOC106702273 [nr]	AMEX60DD045297	chr6q:884682460
2.7078	2621	MYL3 [nr]	AMEX60DD020542	chr2p:166371964
2.6140	979	LOC108701391 [nr]|TTN [hs]	AMEX60DD055563	chr9q:404649780
2.6083	3015	LOC114595149 [nr]	AMEX60DD016183	chr1p:1168741840
2.5994	2000	LRRC10	AMEX60DD006511	chr12p:145618315
2.5737	2626	TNNI3	AMEX60DD017438	chr1q:219818509
2.5529	2368	TTN	AMEX60DD055569	chr9q:404876516
2.5373	2635	SLC35F5	AMEX60DD055991	chr9q:714099770
2.5313	1426	ROHU_030003 [nr]	AMEX60DD036952	chr5p:86325736
2.5260	2602	CKM	AMEX60DD024851	chr2q:882848057
2.4977	487	AMEX60DD012683	AMEX60DD012683	chr1p:69043908
2.4826	2928	TPM4	AMEX60DD014180	chr1p:433564057
