chr1	1793310	1804418	-
chr1	8865481	8866278	-
chr1	27613349	27614429	-
chr1	30735264	30737603	-
chr1	32038035	32038551	+
chr1	32038618	32039514	+
chr1	39324733	39327217	+
chr1	40066319	40067539	+
chr1	111230530	111230741	+
chr1	155318752	155318855	+
chr1	156135311	156135900	+
chr1	156137231	156137653	+
chr1	167694301	167697098	+
chr1	211274261	211276256	+
chr1	244856624	244856727	-
chr2	26284956	26285406	+
chr2	55234203	55234830	+
chr2	61348885	61349249	-
chr2	65251098	65253727	+
chr2	88857682	88860885	-
chr2	96277240	96277538	-
chr2	113927454	113931300	+
chr2	169950064	169958437	+
chr2	174351724	174378922	-
chr2	178444499	178447504	-
chr2	190931636	190932715	+
chr2	191007660	191008962	-
chr2	197423973	197434971	-
chr2	202883740	202884197	-
chr2	216141318	216148082	+
chr2	230186142	230200884	-
chr3	23917238	23917849	+
chr3	40461505	40461607	+
chr3	52564232	52576540	-
chr3	52689205	52690591	+
chr3	53240347	53241131	-
chr3	69039008	69039550	-
chr4	39866996	39869393	-
chr4	82863391	82864361	-
chr4	88396141	88396850	+
chr4	98379162	98391951	+
chr4	118732911	118738260	-
chr4	151099713	151100484	+
chr4	153612399	153620755	+
chr4	165340374	165341750	+
chr5	10263313	10264655	+
chr5	122799854	122801868	+
chr5	132604998	132608614	+
chr5	149513208	149520289	-
chr5	150404766	150405084	-
chr5	150406320	150406880	-
chr5	151103691	151105244	-
chr5	151105302	151108454	-
chr5	151795574	151797226	+
chr5	157787991	157789362	-
chr5	179705851	179706257	+
chr5	179707189	179708238	+
chr6	29944396	29944499	+
chr6	33276065	33276175	+
chr6	44251883	44251998	+
chr6	73517933	73518029	-
chr6	73519515	73519882	-
chr6	82220712	82223439	-
chr6	85640327	85640445	-
chr6	119193891	119201253	-
chr6	159777455	159778169	+
chr6	166931117	166938894	-
chr6_GL000250v2_alt	1202144	1202247	+
chr6_GL000251v2_alt	1423819	1423922	+
chr6_GL000251v2_alt	4687546	4687656	+
chr6_GL000252v2_alt	2528278	2528866	-
chr6_GL000252v2_alt	4519579	4519689	+
chr7	6643947	6644479	+
chr7	44799873	44801286	+
chr7	101090706	101090727	+
chr7	106091938	106092948	-
chr7	117219175	117221922	+
chr7	134442769	134445237	-
chr7	140054762	140056855	-
chr7	152194567	152195906	-
chr8	23258448	23258731	+
chr8	73291660	73291772	-
chr8	100709730	100712361	-
chr8	100712456	100712651	-
chr8	100717887	100718086	-
chr8	116726171	116755665	-
chr9	6589291	6592142	-
chr9	19378513	19378707	-
chr9	21971207	21994138	-
chr9	83686154	83707499	-
chr9	120539163	120545713	-
chr9	128581058	128581781	+
chr9	128625977	128626390	+
chr9	128692980	128693637	+
chr9	133349041	133349550	+
chr10	17235388	17235845	+
chr10	17235888	17236293	+
chr10	70206332	70209204	-
chr10	103093308	103093971	-
chr10	103094037	103094347	-
chr10	119147859	119155061	-
chr10	121743857	121790168	-
chr11	810038	810233	+
chr11	1277252	1286001	-
chr11	3712727	3713817	-
chr11	8684080	8684717	+
chr11	10800646	10800730	-
chr11	17075622	17077167	-
chr11	32596046	32600688	+
chr11	62567009	62567398	-
chr11	67120048	67121233	+
chr11	67433041	67433125	+
chr11	75399576	75400693	+
chr11	112028944	112033403	+
chr12	830159	857160	+
chr12	6536592	6536683	+
chr12	6537995	6538100	+
chr12	8942541	8943404	-
chr12	25062899	25063719	+
chr12	57064738	57069233	-
chr12	57601347	57601525	+
chr12	76358810	76369213	-
chr12	96286147	96286663	-
chr12	103932417	103932825	+
chr12	105147145	105149614	+
chr12	111681834	111683145	-
chr12	112405375	112405852	-
chr12	120196933	120197321	-
chr13	45340784	45341041	-
chr13	46142424	46143289	-
chr14	20460297	20460654	-
chr14	21477563	21487450	+
chr14	24137430	24137519	+
chr14	24296587	24296737	-
chr14	45120953	45121484	-
chr14	52004241	52004361	+
chr14	55636535	55637197	+
chr14	100137643	100137739	+
chr14	103563123	103571622	+
chr15	41464884	41466140	+
chr15	44715700	44716328	+
chr15	44716355	44717606	+
chr15	69453720	69455169	+
chr15	72217499	72218943	-
chr15	74801101	74801521	+
chr15	74848700	74850513	-
chr15	101178979	101235081	-
chr15_KI270849v1_alt	34961	38768	+
chr15_KI270849v1_alt	39046	39674	+
chr15_KI270849v1_alt	39701	40954	+
chr16	1320282	1320437	+
chr16	30068699	30068817	+
chr16	31035039	31037925	+
chr16	56940244	56942131	+
chr16	66725943	66727687	-
chr16	67934947	67935419	-
chr17	5004072	5004566	+
chr17	5404245	5405056	-
chr17	7577164	7577343	+
chr17	18251815	18251998	-
chr17	41689940	41690087	+
chr17	42720448	42722794	-
chr17	45241229	45241381	+
chr17	47619163	47619736	+
chr17	47674781	47676408	+
chr17	58506870	58507122	-
chr17	81909036	81909513	-
chr19	3136594	3148590	+
chr19	3984349	3985377	-
chr19	6422435	6424452	-
chr19	10090046	10091249	+
chr19	12677395	12679456	-
chr19	18900448	18903267	-
chr19	19640191	19640295	-
chr19	40757503	40759430	+
chr19	41860844	41861111	+
chr19	47169922	47197232	+
chr19	48965608	48965769	+
chr19	58394594	58394681	+
chr19	58552437	58554044	-
chr20	17957036	17961139	-
chr20	32146854	32149633	+
chr20	37223968	37225687	+
chr20	45952759	45953688	-
chr20	58903584	58903671	+
chr20	58909578	58909683	+
chr22	20813505	20818482	-
chr22	36285952	36286717	-
chr22	40835886	40840625	-
chr22	41249816	41251006	-
chr22	50525917	50526000	-
chrX	15831567	15833443	-
chrX	65735429	65736794	+
chrX	72275149	72275543	-
chrX	119663676	119675553	-
chrX	130129627	130129969	-
