chr1	9716619	9717045	region_0	0	+
chr1	23975075	23978710	region_1	0	+
chr1	32330908	32331645	region_2	0	+
chr1	35161592	35219925	region_3	0	+
chr1	36301084	36301555	region_4	0	+
chr1	37476067	37476165	region_5	0	+
chr1	39854066	39857274	region_6	0	+
chr1	42696946	42697180	region_7	0	+
chr1	45685620	45685982	region_8	0	+
chr1	74766815	74767253	region_9	0	+
chr1	77584655	77631834	region_10	0	+
chr1	84993309	84996795	region_11	0	+
chr1	85847774	85849353	region_12	0	+
chr1	86863605	86866805	region_13	0	+
chr1	101388689	101389669	region_14	0	+
chr1	111139714	111140037	region_15	0	+
chr1	111230531	111230741	region_16	0	+
chr1	113738799	113749505	region_17	0	+
chr1	146983011	146984133	region_18	0	+
chr1	150276632	150279639	region_19	0	+
chr1	150625808	150627023	region_20	0	+
chr1	153944397	153946296	region_21	0	+
chr1	156158486	156158701	region_22	0	+
chr1	166846810	166847493	region_23	0	+
chr1	183633153	183635515	region_24	0	+
chr1	183633153	183634394	region_25	0	+
chr1	200618838	200620711	region_26	0	+
chr1	204490750	204494355	region_27	0	+
chr1	205664886	205669694	region_28	0	+
chr1	205719673	205720500	region_29	0	+
chr1	219174304	219179129	region_30	0	+
chr1	220184055	220185650	region_31	0	+
chr1	220744555	220754946	region_32	0	+
chr1	227733027	227733303	region_33	0	+
chr1	230116081	230178217	region_34	0	+
chr1_KI270763V1_ALT	855380	866499	region_35	0	+
chr2	19898035	19901475	region_36	0	+
chr2	24270768	24271804	region_37	0	+
chr2	25421133	25427423	region_38	0	+
chr2	71072751	71073462	region_39	0	+
chr2	74167138	74172585	region_40	0	+
chr2	88857683	88860885	region_41	0	+
chr2	88857683	88861885	region_42	0	+
chr2	88857683	88861220	region_43	0	+
chr2	88857683	88861524	region_44	0	+
chr2	88860898	88861898	region_45	0	+
chr2	88860898	88861233	region_46	0	+
chr2	88862083	88865618	region_47	0	+
chr2	89885001	89914256	region_48	0	+
chr2	90038993	90039237	region_49	0	+
chr2	90154471	90160232	region_50	0	+
chr2	112584649	112585977	region_51	0	+
chr2	127076706	127081831	region_52	0	+
chr2	135504496	135531098	region_53	0	+
chr2	135616757	135619606	region_54	0	+
chr2	152575244	152576268	region_55	0	+
chr2	158621115	158621230	region_56	0	+
chr2	219236095	219236409	region_57	0	+
chr2	222643005	222646800	region_58	0	+
chr2	231455623	231456009	region_59	0	+
chr3	9391826	9398646	region_60	0	+
chr3	13321665	13321752	region_61	0	+
chr3	14159830	14160199	region_62	0	+
chr3	49721105	49721186	region_63	0	+
chr3	52706703	52706796	region_64	0	+
chr3	89745295	89773847	region_65	0	+
chr3	98525247	98532008	region_66	0	+
chr3	119295004	119311599	region_67	0	+
chr3	122262440	122263933	region_68	0	+
chr3	129155951	129183180	region_69	0	+
chr3	134191982	134195080	region_70	0	+
chr3	134958396	134963737	region_71	0	+
chr3	138698049	138698906	region_72	0	+
chr3	179024355	179024546	region_73	0	+
chr3	179602796	179604524	region_74	0	+
chr4	10083173	10084437	region_75	0	+
chr4	25768149	25776276	region_76	0	+
chr4	38776207	38776322	region_77	0	+
chr4	39605180	39626997	region_78	0	+
chr4	73121100	73121622	region_79	0	+
chr4	73576332	73576409	region_80	0	+
chr4	86874984	86933394	region_81	0	+
chr4	88521382	88521919	region_82	0	+
chr4	146258837	146262746	region_83	0	+
chr4	184635414	184638400	region_84	0	+
chr5	43555999	43556439	region_85	0	+
chr5	119317828	119394837	region_86	0	+
chr5	141526460	141527571	region_87	0	+
chr5	150402020	150402562	region_88	0	+
chr5	176969297	176969606	region_89	0	+
chr5_GL339449V2_ALT	139147	149697	region_90	0	+
chr5_GL339449V2_ALT	1586039	1591410	region_91	0	+
chr5_KI270791V1_ALT	189246	190139	region_92	0	+
chr5_KI270792V1_ALT	83617	91459	region_93	0	+
chr5_KI270897V1_ALT	1021103	1025221	region_94	0	+
chr6	7339025	7339202	region_95	0	+
chr6	11294002	11294485	region_96	0	+
chr6	18236601	18237382	region_97	0	+
chr6	26124749	26127697	region_98	0	+
chr6	28426405	28426603	region_99	0	+
chr6	29888582	29943383	region_100	0	+
chr6	31271142	31356236	region_101	0	+
chr6	36764250	36766294	region_102	0	+
chr6	42880743	42888388	region_103	0	+
chr6	42929721	42935411	region_104	0	+
chr6	43026141	43027192	region_105	0	+
chr6	82176026	82181878	region_106	0	+
chr6	89081434	89082545	region_107	0	+
chr6	89343756	89355002	region_108	0	+
chr6	109145662	109146757	region_109	0	+
chr6	111363978	111364943	region_110	0	+
chr6	135168800	135174261	region_111	0	+
chr6_GL000250V2_ALT	1202364	1202806	region_112	0	+
chr6_GL000250V2_ALT	1202839	1202981	region_113	0	+
chr6_GL000250V2_ALT	1202364	1202788	region_114	0	+
chr6_GL000251V2_ALT	3565851	3566001	region_115	0	+
chr6_GL000251V2_ALT	3998381	3999169	region_116	0	+
chr6_GL000251V2_ALT	3999193	3999668	region_117	0	+
chr6_GL000251V2_ALT	4492785	4496735	region_118	0	+
chr6_GL000251V2_ALT	4687547	4687656	region_119	0	+
chr6_GL000252V2_ALT	1200849	1201018	region_120	0	+
chr6_GL000252V2_ALT	2528279	2528866	region_121	0	+
chr6_GL000253V2_ALT	2579134	2579255	region_122	0	+
chr6_GL000253V2_ALT	2664204	2664779	region_123	0	+
chr6_GL000253V2_ALT	2665055	2665298	region_124	0	+
chr6_GL000253V2_ALT	2665568	2665697	region_125	0	+
chr6_GL000254V2_ALT	2612812	2612933	region_126	0	+
chr6_GL000254V2_ALT	2697575	2698150	region_127	0	+
chr6_GL000254V2_ALT	2698941	2699070	region_128	0	+
chr6_GL000254V2_ALT	4708688	4711762	region_129	0	+
chr6_GL000254V2_ALT	4711849	4711930	region_130	0	+
chr6_GL000254V2_ALT	4741323	4749150	region_131	0	+
chr6_KI270758V1_ALT	10081	10811	region_132	0	+
chr6_KI270758V1_ALT	10977	11266	region_133	0	+
chr6_KI270758V1_ALT	11548	12039	region_134	0	+
