metric	value
total_reads	40000
assigned_reads	40000.000
cross_chromosome_ties	30970
no_candidate_reads	0
strand_plus	20015.000
strand_minus	19985.000
chr1_length	3000
chr1_fractional_count	13280.917
chr1_percent	33.202292
chr2_length	3000
chr2_fractional_count	9022.750
chr2_percent	22.556875
chr3_length	3000
chr3_fractional_count	9132.583
chr3_percent	22.831458
chr4_length	3000
chr4_fractional_count	8563.750
chr4_percent	21.409375
reads_with_0_mismatches	29231
reads_with_1_mismatches	9151
reads_with_2_mismatches	1450
reads_with_3_mismatches	122
reads_with_4_mismatches	13
reads_with_5_mismatches	8
reads_with_6_mismatches	8
reads_with_7_mismatches	2
reads_with_8_mismatches	1
reads_with_9_mismatches	3
reads_with_10_mismatches	5
reads_with_12_mismatches	5
reads_with_14_mismatches	1
FINAL	35,25,25,15
