Scaffold L50	17588
Scaffold N50	907
Scaffold L90	54933
Scaffold N90	337
Scaffold len_max	16889
Scaffold len_min	200
Scaffold len_mean	700
Scaffold len_median	517
Scaffold len_std	543
Scaffold num_A	11777745
Scaffold num_T	11809528
Scaffold num_C	14207008
Scaffold num_G	14221984
Scaffold num_N	122
Scaffold num_bp	52016387
Scaffold num_bp_not_N	52016265
Scaffold num_seq	74309
Scaffold GC content overall	54.65
Contig L50	17590
Contig N50	907
Contig L90	54937
Contig N90	337
Contig len_max	16374
Contig len_min	200
Contig len_mean	699
Contig len_median	517
Contig len_std	543
Contig num_bp	52016265
Contig num_seq	74313
Number of gaps	4
