pyBigWig_version	0.3.25
chrom_count	65
has_chr_prefixed_1_19	True
has_unprefixed_1_19	False
chrom_size	chr1	195471971	full_1mb_bins	195
chrom_size	chr2	182113224	full_1mb_bins	182
chrom_size	chr3	160039680	full_1mb_bins	160
chrom_size	chr4	156508116	full_1mb_bins	156
chrom_size	chr5	151834684	full_1mb_bins	151
chrom_size	chr6	149736546	full_1mb_bins	149
chrom_size	chr7	145441459	full_1mb_bins	145
chrom_size	chr8	129401213	full_1mb_bins	129
chrom_size	chr9	124595110	full_1mb_bins	124
chrom_size	chr10	130694993	full_1mb_bins	130
chrom_size	chr11	122082543	full_1mb_bins	122
chrom_size	chr12	120129022	full_1mb_bins	120
chrom_size	chr13	120421639	full_1mb_bins	120
chrom_size	chr14	124902244	full_1mb_bins	124
chrom_size	chr15	104043685	full_1mb_bins	104
chrom_size	chr16	98207768	full_1mb_bins	98
chrom_size	chr17	94987271	full_1mb_bins	94
chrom_size	chr18	90702639	full_1mb_bins	90
chrom_size	chr19	61431566	full_1mb_bins	61
