READ_5297/2	91	2	85	+	XM_036165809.1	13987	11248	11331	83	83	0	tp:A:P	cm:i:12	s1:i:83	s2:i:83	rl:i:0
READ_31196/2	91	8	84	+	XM_011238675.3	2479	2290	2366	76	76	0	tp:A:P	cm:i:11	s1:i:76	s2:i:76	rl:i:0
READ_37804/2	91	37	84	+	NR_002847.3	6983	8	55	47	47	33	tp:A:P	cm:i:7	s1:i:47	s2:i:0	rl:i:0
READ_54467/2	91	5	91	+	NM_010742.1	694	489	575	86	86	60	tp:A:P	cm:i:12	s1:i:86	s2:i:0	rl:i:0
READ_66094/2	91	6	82	+	NM_133763.1	1257	1001	1077	76	76	60	tp:A:P	cm:i:10	s1:i:76	s2:i:0	rl:i:0
READ_102664/2	91	9	88	+	NR_002847.3	6983	528	607	79	79	60	tp:A:P	cm:i:9	s1:i:79	s2:i:39	rl:i:0
READ_112086/2	91	8	71	+	NM_011359.2	804	514	577	63	63	60	tp:A:P	cm:i:10	s1:i:63	s2:i:0	rl:i:0
READ_127931/2	91	50	82	+	XM_036155570.1	1051	1005	1037	32	32	0	tp:A:P	cm:i:2	s1:i:32	s2:i:32	rl:i:0
READ_158953/2	91	37	74	-	XR_868588.3	2039	1428	1465	37	37	0	tp:A:P	cm:i:4	s1:i:37	s2:i:37	rl:i:0
READ_171255/2	91	53	81	+	NR_003965.2	1232	1109	1137	28	28	0	tp:A:P	cm:i:2	s1:i:28	s2:i:28	rl:i:0
READ_171572/2	91	6	87	+	NM_001297747.1	1218	1030	1111	81	81	0	tp:A:P	cm:i:9	s1:i:81	s2:i:81	rl:i:0
READ_212045/2	91	18	50	+	XM_006510111.4	4532	1201	1233	32	32	9	tp:A:P	cm:i:3	s1:i:32	s2:i:0	rl:i:0
READ_235039/2	91	7	89	+	NM_024221.3	1485	1221	1303	78	82	0	tp:A:P	cm:i:8	s1:i:78	s2:i:78	rl:i:0
READ_237826/2	91	3	83	+	NM_139272.2	4131	3972	4063	73	91	60	tp:A:P	cm:i:7	s1:i:70	s2:i:0	rl:i:0
READ_272244/2	91	7	85	+	NM_001037746.3	4010	1955	2033	78	78	60	tp:A:P	cm:i:10	s1:i:78	s2:i:0	rl:i:0
READ_284012/2	91	8	83	+	NR_045082.1	2305	1986	2061	75	75	60	tp:A:P	cm:i:9	s1:i:75	s2:i:0	rl:i:0
READ_287465/2	91	4	40	+	XR_379214.3	1517	1431	1467	36	36	13	tp:A:P	cm:i:3	s1:i:36	s2:i:0	rl:i:0
READ_291666/2	91	29	64	+	NR_131899.1	3700	3399	3434	35	35	0	tp:A:P	cm:i:2	s1:i:35	s2:i:33	rl:i:31
READ_297576/2	91	9	82	+	NR_152861.2	4195	268	341	73	73	0	tp:A:P	cm:i:9	s1:i:73	s2:i:73	rl:i:0
READ_375609/2	91	1	34	+	NM_001201391.1	639	121	154	33	33	0	tp:A:P	cm:i:3	s1:i:33	s2:i:33	rl:i:0
READ_377439/2	91	3	87	+	NM_010591.2	3187	1706	1790	84	84	60	tp:A:P	cm:i:9	s1:i:84	s2:i:0	rl:i:0
READ_383615/2	91	8	84	+	NM_011681.2	468	200	276	76	76	60	tp:A:P	cm:i:9	s1:i:76	s2:i:0	rl:i:0
READ_433363/2	91	6	84	+	XM_011243260.4	3615	3401	3479	78	78	0	tp:A:P	cm:i:11	s1:i:78	s2:i:78	rl:i:0
READ_448209/2	91	44	78	+	NM_001252283.1	6663	5546	5580	34	34	0	tp:A:P	cm:i:3	s1:i:34	s2:i:34	rl:i:0
READ_449986/2	91	0	73	+	XM_006505314.5	7514	201	274	73	73	0	tp:A:P	cm:i:10	s1:i:73	s2:i:73	rl:i:27
READ_457408/2	91	3	86	+	NM_024175.3	572	331	414	83	83	0	tp:A:P	cm:i:10	s1:i:83	s2:i:83	rl:i:0
READ_469765/2	91	2	42	+	NM_001168471.1	2270	315	355	40	40	0	tp:A:P	cm:i:3	s1:i:40	s2:i:40	rl:i:0
READ_505382/2	91	36	87	+	NM_001411827.1	858	202	253	51	51	0	tp:A:P	cm:i:8	s1:i:51	s2:i:51	rl:i:0
READ_521850/2	91	2	81	+	NM_020600.4	606	372	451	79	79	60	tp:A:P	cm:i:12	s1:i:79	s2:i:0	rl:i:0
READ_589827/2	91	0	87	+	NM_019435.5	908	725	812	87	87	0	tp:A:P	cm:i:11	s1:i:87	s2:i:87	rl:i:0
READ_628010/2	91	0	90	-	NR_038023.1	2973	1811	1901	90	90	0	tp:A:P	cm:i:14	s1:i:90	s2:i:90	rl:i:0
