READ_22491/2	91	34	61	+	XR_014830212.1	2904	2647	2674	27	27	0	tp:A:P	cm:i:2	s1:i:27	s2:i:27	rl:i:0
READ_64540/2	91	0	87	-	XR_014843967.1	1698	278	366	44	88	5	tp:A:P	cm:i:3	s1:i:44	s2:i:31	rl:i:0
READ_68918/2	91	1	85	-	XR_014835828.1	4745	3293	3377	84	84	0	tp:A:P	cm:i:13	s1:i:84	s2:i:84	rl:i:0
READ_71905/2	91	0	89	+	XM_005671408.4	3840	696	785	80	89	0	tp:A:P	cm:i:10	s1:i:80	s2:i:80	rl:i:0
READ_99969/2	91	25	80	+	XR_014833736.1	12572	6456	6511	55	55	38	tp:A:P	cm:i:8	s1:i:55	s2:i:0	rl:i:21
READ_99969/2	91	3	32	-	XM_084967007.1	7295	1133	1162	29	29	0	tp:A:P	cm:i:2	s1:i:29	s2:i:29	rl:i:21
READ_108764/2	91	10	89	+	NM_001077218.1	963	128	207	63	79	0	tp:A:P	cm:i:5	s1:i:63	s2:i:63	rl:i:0
READ_127931/2	91	10	82	+	XM_005663878.3	869	785	857	72	72	60	tp:A:P	cm:i:8	s1:i:72	s2:i:0	rl:i:0
READ_137341/2	91	8	83	+	XM_021091744.2	9225	882	957	75	75	0	tp:A:P	cm:i:12	s1:i:75	s2:i:75	rl:i:0
READ_152355/2	91	36	81	+	XM_005654753.4	2465	14	59	45	45	0	tp:A:P	cm:i:5	s1:i:45	s2:i:45	rl:i:0
READ_153636/2	91	44	76	+	XR_014839959.1	1967	1196	1228	32	32	0	tp:A:P	cm:i:2	s1:i:32	s2:i:32	rl:i:0
READ_168545/2	91	10	90	+	XR_014807134.1	2812	2544	2624	80	80	0	tp:A:P	cm:i:10	s1:i:80	s2:i:80	rl:i:0
READ_171255/2	91	8	81	+	XM_085018106.1	1101	920	993	73	73	60	tp:A:P	cm:i:8	s1:i:73	s2:i:0	rl:i:0
READ_176607/2	91	5	85	+	NM_001204283.1	1532	609	745	80	136	0	tp:A:P	cm:i:7	s1:i:68	s2:i:68	rl:i:0
READ_184067/2	91	37	82	+	NM_001444319.1	5964	4553	4598	45	45	27	tp:A:P	cm:i:4	s1:i:45	s2:i:0	rl:i:0
READ_201180/2	91	28	84	+	XM_085019392.1	1659	1528	1584	56	56	0	tp:A:P	cm:i:7	s1:i:56	s2:i:56	rl:i:0
READ_207453/2	91	41	85	+	XM_021067099.2	4568	3	47	44	44	0	tp:A:P	cm:i:4	s1:i:44	s2:i:44	rl:i:0
READ_225519/2	91	17	56	+	XM_021062378.2	402	241	280	39	39	0	tp:A:P	cm:i:4	s1:i:39	s2:i:39	rl:i:0
READ_227420/2	91	2	90	+	XR_014835357.1	3544	3332	3421	42	89	0	tp:A:P	cm:i:2	s1:i:42	s2:i:38	rl:i:23
READ_230378/2	91	14	46	+	XR_014812809.1	4058	3114	3146	32	32	0	tp:A:P	cm:i:3	s1:i:32	s2:i:32	rl:i:21
READ_233088/2	91	41	78	+	XR_014844210.1	4803	2395	2432	37	37	0	tp:A:P	cm:i:4	s1:i:37	s2:i:37	rl:i:37
READ_233088/2	91	52	89	+	XR_014842543.1	7042	4106	4143	37	37	12	tp:A:P	cm:i:5	s1:i:37	s2:i:0	rl:i:37
READ_233088/2	91	25	62	-	XM_085016686.1	3910	1833	1870	37	37	12	tp:A:P	cm:i:4	s1:i:37	s2:i:0	rl:i:37
READ_237826/2	91	12	83	+	XM_021073538.2	4395	4279	4350	71	71	0	tp:A:P	cm:i:10	s1:i:71	s2:i:71	rl:i:0
READ_246573/2	91	29	85	+	NM_213973.2	2454	773	829	56	56	49	tp:A:P	cm:i:7	s1:i:56	s2:i:0	rl:i:0
READ_283574/2	91	15	54	+	NM_001144841.1	496	341	380	39	39	0	tp:A:P	cm:i:4	s1:i:39	s2:i:39	rl:i:0
