2021-04-06	33772158	Hoggart C	2021-03-26	Eur J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/33772158	Identification of novel locus associated with coronary artery aneurysms and validation of loci for susceptibility to Kawasaki disease.	Kawasaki disease	400 European ancestry cases, 6,101 European ancestry controls	346 European ancestry cases, 1,609 European ancestry controls	19q13.2	19	40742104	ITPKC	ACTMAP			ENSG00000188493			rs3745213-T	rs3745213	0	3745213	3_prime_UTR_variant	0	0.132	1E-9	9.0	(EA)	1.6	[1.4-1.9]	Illumina [5784964] (imputed)	N	Kawasaki disease	http://purl.obolibrary.org/obo/MONDO_0012727	GCST90013537	Genome-wide genotyping array
2021-04-06	33772158	Hoggart C	2021-03-26	Eur J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/33772158	Identification of novel locus associated with coronary artery aneurysms and validation of loci for susceptibility to Kawasaki disease.	Kawasaki disease	400 European ancestry cases, 6,101 European ancestry controls	346 European ancestry cases, 1,609 European ancestry controls	1q23.3	1	161509020	FCGR2A	FCGR2A			ENSG00000143226			rs6671847-A	rs6671847	0	6671847	intron_variant	0	0.508	3E-9	8.522878745280337	(EA)	0.7	[0.6-0.8]	Illumina [5784964] (imputed)	N	Kawasaki disease	http://purl.obolibrary.org/obo/MONDO_0012727	GCST90013537	Genome-wide genotyping array
2021-04-06	33772158	Hoggart C	2021-03-26	Eur J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/33772158	Identification of novel locus associated with coronary artery aneurysms and validation of loci for susceptibility to Kawasaki disease.	Kawasaki disease	400 European ancestry cases, 6,101 European ancestry controls	346 European ancestry cases, 1,609 European ancestry controls	8q21.13	8	80082059	TPD52	TPD52			ENSG00000076554			rs111487401-T	rs111487401	0	111487401	intron_variant	0	0.019	8E-8	7.096910013008056	(EA)	2.4	[1.7-3.3]	Illumina [5784964] (imputed)	N	Kawasaki disease	http://purl.obolibrary.org/obo/MONDO_0012727	GCST90013537	Genome-wide genotyping array
2021-04-06	33772158	Hoggart C	2021-03-26	Eur J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/33772158	Identification of novel locus associated with coronary artery aneurysms and validation of loci for susceptibility to Kawasaki disease.	Kawasaki disease	400 European ancestry cases, 6,101 European ancestry controls	346 European ancestry cases, 1,609 European ancestry controls	12q13.2	12	55786980	SARNP	SARNP			ENSG00000205323			rs1681087-A	rs1681087	0	1681087	intron_variant	0	0.053	3E-6	5.522878745280337	(EA)	1.7	[1.4-2.1]	Illumina [5784964] (imputed)	N	Kawasaki disease	http://purl.obolibrary.org/obo/MONDO_0012727	GCST90013537	Genome-wide genotyping array
2021-04-06	33772158	Hoggart C	2021-03-26	Eur J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/33772158	Identification of novel locus associated with coronary artery aneurysms and validation of loci for susceptibility to Kawasaki disease.	Kawasaki disease	400 European ancestry cases, 6,101 European ancestry controls	346 European ancestry cases, 1,609 European ancestry controls	10p13	10	16956341	NR	CUBN			ENSG00000107611			rs4748329-C	rs4748329	0	4748329	intron_variant	0	NR	8E-6	5.096910013008056	(EA)	1.87	[1.42-2.459]	Illumina [5784964] (imputed)	N	Kawasaki disease	http://purl.obolibrary.org/obo/MONDO_0012727	GCST90013537	Genome-wide genotyping array
2021-04-06	33772158	Hoggart C	2021-03-26	Eur J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/33772158	Identification of novel locus associated with coronary artery aneurysms and validation of loci for susceptibility to Kawasaki disease.	Kawasaki disease	400 European ancestry cases, 6,101 European ancestry controls	346 European ancestry cases, 1,609 European ancestry controls	1p13.3	1	107461563	NR	NTNG1			ENSG00000162631			rs148523506-A	rs148523506	0	148523506	intron_variant	0	NR	8E-6	5.096910013008056	(EA)	1.81	[1.396-2.355]	Illumina [5784964] (imputed)	N	Kawasaki disease	http://purl.obolibrary.org/obo/MONDO_0012727	GCST90013537	Genome-wide genotyping array
2021-04-06	33772158	Hoggart C	2021-03-26	Eur J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/33772158	Identification of novel locus associated with coronary artery aneurysms and validation of loci for susceptibility to Kawasaki disease.	Kawasaki disease	400 European ancestry cases, 6,101 European ancestry controls	346 European ancestry cases, 1,609 European ancestry controls	4q35.1	4	184646959	CASP3	CASP3			ENSG00000164305			rs2720378-G	rs2720378	0	2720378	intron_variant	0	NR	1E-10	10.0		0.741	[0.676-0.812]	Illumina [5784964] (imputed)	N	Kawasaki disease	http://purl.obolibrary.org/obo/MONDO_0012727	GCST90013537	Genome-wide genotyping array
2021-04-06	33772158	Hoggart C	2021-03-26	Eur J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/33772158	Identification of novel locus associated with coronary artery aneurysms and validation of loci for susceptibility to Kawasaki disease.	Kawasaki disease	400 European ancestry cases, 6,101 European ancestry controls	346 European ancestry cases, 1,609 European ancestry controls	8p23.1	8	11480957	FAM167A, BLK	FAM167A - BLK	ENSG00000154319	ENSG00000136573		5049	5937	rs35393613-T	rs35393613	0	35393613	intron_variant	1	NR	5E-13	12.301029995663981		1.51	[1.35-1.688]	Illumina [5784964] (imputed)	N	Kawasaki disease	http://purl.obolibrary.org/obo/MONDO_0012727	GCST90013537	Genome-wide genotyping array
2021-04-06	33772158	Hoggart C	2021-03-26	Eur J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/33772158	Identification of novel locus associated with coronary artery aneurysms and validation of loci for susceptibility to Kawasaki disease.	Coronary artery aneurysm in Kawasaki disease	200 European ancestry cases, 276 European ancestry controls	NA	20q13.11	20	43305980	intergenic	PPIAP21 - RNU6-743P	ENSG00000226038	ENSG00000201021		74720	99493	rs6017006-A	rs6017006	0	6017006	intergenic_variant	1	0.04	2E-8	7.698970004336019		5.0	[2.8-9.0]	Illumina [4873589] (imputed)	N	coronary aneurysm	http://purl.obolibrary.org/obo/MONDO_0006714	GCST90013538	Genome-wide genotyping array
2021-04-06	33772158	Hoggart C	2021-03-26	Eur J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/33772158	Identification of novel locus associated with coronary artery aneurysms and validation of loci for susceptibility to Kawasaki disease.	Coronary artery aneurysm in Kawasaki disease	200 European ancestry cases, 276 European ancestry controls	NA	9q34.3	9	137096078	MAN1B1	MAN1B1			ENSG00000177239			rs7871579-C	rs7871579	0	7871579	intron_variant	0	0.15	5E-7	6.301029995663981		2.8	[1.8-4.2]	Illumina [4873589] (imputed)	N	coronary aneurysm	http://purl.obolibrary.org/obo/MONDO_0006714	GCST90013538	Genome-wide genotyping array
