chr3	129478636	129578636	Rod	RHO	chr3	129470000	129480000	27	31	353	115	122	38	298	74	2378	1364
chr3	129478636	129578636	Rod	RHO	chr3	129500000	129510000	161	98	232	358	312	81	1348	277	3142	10000
chr3	129478636	129578636	Rod	RHO	chr3	129520000	129530000	347	267	1614	688	866	398	3978	325	59800	10000
chr3	129478636	129578636	Rod	RHO	chr3	129550000	129560000	91	204	159	149	123	86	1290	108	2109	10000
chr3	129478636	129578636	Rod	RHO	chr3	129570000	129580000	112	49	189	222	215	151	519	67	2018	8636
chr3	129478636	129578636	Rod	RHO	chr3	129480000	129490000	67	179	465	309	186	159	940	98	5096	10000
chr3	129478636	129578636	Rod	RHO	chr3	129510000	129520000	144	88	385	297	194	71	1210	123	7690	10000
chr3	129478636	129578636	Rod	RHO	chr3	129530000	129540000	602	381	2296	1031	1216	601	5535	475	85119	10000
chr3	129478636	129578636	Rod	RHO	chr3	129540000	129550000	77	58	255	188	138	63	583	89	5409	10000
chr3	129478636	129578636	Rod	RHO	chr3	129560000	129570000	178	93	160	203	142	90	1197	102	1897	10000
chr3	129478636	129578636	Rod	RHO	chr3	129490000	129500000	268	199	897	504	545	219	2940	269	18427	10000
chr14	24065025	24165025	Rod	NRL	chr14	24070000	24080000	681	115	730	1766	1468	191	1660	606	19469	10000
chr14	24065025	24165025	Rod	NRL	chr14	24090000	24100000	483	196	962	1122	1320	314	3187	578	25925	10000
chr14	24065025	24165025	Rod	NRL	chr14	24120000	24130000	101	18	188	135	118	34	371	73	1920	10000
chr14	24065025	24165025	Rod	NRL	chr14	24140000	24150000	967	727	4926	2750	2658	807	10251	1264	52528	10000
chr14	24065025	24165025	Rod	NRL	chr14	24060000	24070000	78	57	195	292	311	44	431	172	2265	4975
chr14	24065025	24165025	Rod	NRL	chr14	24080000	24090000	584	316	3032	1641	1596	492	4691	743	68054	10000
chr14	24065025	24165025	Rod	NRL	chr14	24100000	24110000	72	47	275	253	277	69	596	130	4253	10000
chr14	24065025	24165025	Rod	NRL	chr14	24130000	24140000	640	219	2262	1067	1351	352	3936	518	27517	10000
chr14	24065025	24165025	Rod	NRL	chr14	24150000	24160000	52	29	219	190	168	46	367	93	2261	10000
chr14	24065025	24165025	Rod	NRL	chr14	24160000	24170000	229	192	1068	711	731	202	2399	364	11686	5025
chr14	24065025	24165025	Rod	NRL	chr14	24110000	24120000	744	572	3424	2275	1952	657	7955	939	41196	10000
chr3	50141585	50241585	Rod	GNAT1	chr3	50140000	50150000	161	139	1501	416	462	180	2309	198	26689	8415
chr3	50141585	50241585	Rod	GNAT1	chr3	50170000	50180000	112	62	474	220	279	97	1768	129	6584	10000
chr3	50141585	50241585	Rod	GNAT1	chr3	50190000	50200000	429	411	3398	1034	1187	579	6698	540	80576	10000
chr3	50141585	50241585	Rod	GNAT1	chr3	50220000	50230000	549	527	3544	1553	1430	569	7994	766	47023	10000
chr3	50141585	50241585	Rod	GNAT1	chr3	50150000	50160000	326	374	3080	755	1398	390	6295	481	40691	10000
chr3	50141585	50241585	Rod	GNAT1	chr3	50160000	50170000	166	169	849	285	865	191	3329	218	13980	10000
chr3	50141585	50241585	Rod	GNAT1	chr3	50180000	50190000	136	109	899	365	421	112	1932	207	15679	10000
chr3	50141585	50241585	Rod	GNAT1	chr3	50210000	50220000	248	325	3117	546	548	270	5013	268	32627	10000
chr3	50141585	50241585	Rod	GNAT1	chr3	50230000	50240000	336	393	1712	1107	995	482	5624	628	14966	10000
chr3	50141585	50241585	Rod	GNAT1	chr3	50240000	50250000	189	136	919	627	435	269	2343	345	10019	1585
chr3	50141585	50241585	Rod	GNAT1	chr3	50200000	50210000	585	532	6265	1245	1344	675	9311	572	85624	10000
chr4	575558	675558	Rod	PDE6B	chr4	590000	600000	21	20	113	135	63	19	201	84	2892	10000
chr4	575558	675558	Rod	PDE6B	chr4	610000	620000	53	22	272	197	100	40	347	99	4862	10000
chr4	575558	675558	Rod	PDE6B	chr4	640000	650000	149	112	1454	405	431	143	1502	163	23603	10000
chr4	575558	675558	Rod	PDE6B	chr4	660000	670000	306	265	2088	732	745	343	3603	394	45237	10000
chr4	575558	675558	Rod	PDE6B	chr4	570000	580000	373	18	217	1122	619	53	344	753	2545	4442
chr4	575558	675558	Rod	PDE6B	chr4	580000	590000	62	6	57	181	153	16	94	118	1131	10000
chr4	575558	675558	Rod	PDE6B	chr4	600000	610000	112	68	834	333	235	113	874	175	13514	10000
chr4	575558	675558	Rod	PDE6B	chr4	620000	630000	286	259	3213	721	800	319	3265	390	49142	10000
chr4	575558	675558	Rod	PDE6B	chr4	630000	640000	240	150	1432	740	542	222	2379	262	30171	10000
chr4	575558	675558	Rod	PDE6B	chr4	670000	680000	610	499	3372	1597	1623	682	6810	722	57916	5558
chr4	575558	675558	Rod	PDE6B	chr4	650000	660000	290	229	1597	879	778	252	3148	317	44541	10000
chr4	47967300	48067300	Rod	CNGA1	chr4	47960000	47970000	30	21	145	63	65	36	324	34	5555	2700
chr4	47967300	48067300	Rod	CNGA1	chr4	47990000	48000000	12	9	78	48	45	13	174	20	2512	10000
chr4	47967300	48067300	Rod	CNGA1	chr4	48010000	48020000	115	121	595	248	308	147	2099	202	15757	10000
chr4	47967300	48067300	Rod	CNGA1	chr4	48040000	48050000	4	8	55	28	100	17	140	17	396	10000
chr4	47967300	48067300	Rod	CNGA1	chr4	48060000	48070000	6	4	32	26	23	6	43	18	246	7300
chr4	47967300	48067300	Rod	CNGA1	chr4	47980000	47990000	118	99	798	282	288	179	1638	148	26734	10000
chr4	47967300	48067300	Rod	CNGA1	chr4	48000000	48010000	20	11	98	37	48	20	173	27	1977	10000
