TraesCSU03G0016400	16.54	10.71	50.42	9.64	26.99	22.96	10.09	49.55	1792.48	11.52	False	True	False	False	Epidermis	ORTHO905GF016065	1	660				TraesCSU03G0016400	TraesCS2D03G0321900
TraesCSU03G0019900	0.43	2.94	5.24	1.53	3.83	0.0	1.52	131.5	3.53	194.52	False	True	False	False	Root cap	ORTHO905GF000638	1	1724				TraesCSU03G0019900	
TraesCSU03G0020100	1.19	2.42	3.96	1.91	4.01	3.62	2.68	30.49	2.83	347.98	True	True	True	False	Xylem	ORTHO905GF000638	3	58	AtDIR6			TraesCSU03G0020100	TraesCSU03G0019900
TraesCSU03G0047200	18.81	10.88	129.34	4.39	8.01	78.54	7.86	124.83	34.4	17.27	False	True	True	False	Epidermis	ORTHO905GF000093	2	324				TraesCSU03G0047200	
TraesCSU03G0047200	18.81	10.88	129.34	4.39	8.01	78.54	7.86	124.83	34.4	17.27	False	True	False	False	Root cap	ORTHO905GF000093	1	2074				TraesCSU03G0047200	
TraesCSU03G0188600	22.7	13.47	187.53	16.22	24.9	45.91	8.84	82.9	139.26	63.59	False	True	False	False	Epidermis	ORTHO905GF014276	1	2130				TraesCSU03G0188600	
TraesCSU03G0330800	18.27	16.76	135.77	4.2	9.93	107.54	15.53	271.58	23.33	44.81	False	True	False	False	Root cap	ORTHO905GF021237	1	1238				TraesCSU03G0330800	
TraesCSU03G0511900	7.03	13.13	123.43	8.97	8.18	12.08	4.46	2.86	116.4	14.27	False	True	False	False	Epidermis	ORTHO905GF002631	1	1829				TraesCSU03G0511900	
TraesCS7A03G0197800	53.19	40.94	40.84	28.05	72.27	45.91	21.34	199.16	26.16	56.83	False	True	False	True	Root cap	ORTHO905GF000177	2	191				TraesCS7A03G0197800	TraesCS7D03G0180100
TraesCS7A03G0214300	100.21	117.29	50.57	85.67	94.21	38.66	86.25	369.73	51.37	133.18	False	True	False	False	Root cap	ORTHO905GF000528	1	2229				TraesCS7A03G0214300	
TraesCS7A03G0268700	29.94	76.35	18.48	22.04	86.72	20.54	52.68	66.7	28.04	76.1	True	True	False	False	Endodermis	ORTHO905GF000043	2	148	AT2G27360			TraesCS7A03G0268700	TraesCS7D03G0245800
TraesCS7A03G0268700	29.94	76.35	18.48	22.04	86.72	20.54	52.68	66.7	28.04	76.1	False	True	False	False	Phloem	ORTHO905GF000043	1	2972				TraesCS7A03G0268700	TraesCS7D03G0245800
TraesCS7A03G0410900	490.9	392.29	344.17	298.03	376.49	287.57	201.24	1104.41	390.68	475.15	False	True	False	False	Root cap	ORTHO905GF000136	1	1403				TraesCS7A03G0410900	
TraesCS7A03G0413900	7.68	334.42	12.87	11.16	15.32	10.87	9.11	48.6	20.26	266.36	True	True	True	True	Xylem	ORTHO905GF000313	4	19	AT1G72230	unstable	unspecific	TraesCS7A03G0413900	TraesCS7D03G0401600
TraesCS7A03G0446200	2.92	3.63	3.89	2.39	4.18	1.21	4.11	87.67	8.72	257.85	True	True	True	True	Xylem	ORTHO905GF000303	4	9	ROP8	stable	unspecific	TraesCS7A03G0446200	TraesCS7D03G0430200
TraesCS7A03G0475200	7.89	12.26	5.31	17.46	13.23	14.5	80.09	27.63	6.83	12.52	False	True	False	False	Endodermis	ORTHO905GF008766	1	1217				TraesCS7A03G0475200	TraesCS7B03G0287400, TraesCS7D03G0459400
TraesCS7A03G0475200	7.89	12.26	5.31	17.46	13.23	14.5	80.09	27.63	6.83	12.52	False	True	False	False	Phloem	ORTHO905GF008766	1	2625				TraesCS7A03G0475200	TraesCS7B03G0287400, TraesCS7D03G0459400
TraesCS7A03G0475600	24.22	213.51	26.85	31.58	29.08	66.45	27.23	42.88	29.45	27.04	True	True	False	True	Endodermis	ORTHO905GF003037	3	42	PXG4	unstable	unspecific	TraesCS7A03G0475600	
TraesCS7A03G0475600	24.22	213.51	26.85	31.58	29.08	66.45	27.23	42.88	29.45	27.04	True	True	False	False	Phloem	ORTHO905GF003037	2	426	PXG4	unstable	unspecific	TraesCS7A03G0475600	
TraesCS7A03G0476000	3.57	2.42	43.16	2.29	7.84	6.04	2.95	25.73	160.94	13.77	False	True	True	False	Epidermis	ORTHO905GF003037	2	383		unstable	unspecific	TraesCS7A03G0476000	TraesCS7D03G0460400
TraesCS7A03G0529100	3.89	5.35	24.24	2.0	4.88	3.62	1.52	13.34	379.37	3.25	False	True	True	False	Epidermis	ORTHO905GF014733	2	356		stable	specific	TraesCS7A03G0529100	
TraesCS7A03G0589700	44.11	46.64	98.59	51.23	40.75	33.83	109.99	34.3	262.97	41.31	False	True	True	False	Epidermis	ORTHO905GF005528	2	181		unstable	unspecific	TraesCS7A03G0589700	
TraesCS7A03G0607400	59.78	75.66	54.23	29.86	62.52	30.21	66.16	37.16	199.11	74.35	True	True	True	False	Epidermis	ORTHO905GF000537	3	26	PRX35	stable	specific	TraesCS7A03G0607400	
TraesCS7A03G0757500	4.11	3.8	3.89	15.65	667.83	733.42	14.28	2.86	15.08	2.75	False	True	False	False	Pericycle	ORTHO905GF002797	1	666		stable	unspecific	TraesCS7A03G0757500	TraesCS7D03G0728800, TraesCS7B03G0588000
TraesCS7A03G0821400	33.3	151.84	34.04	36.06	47.37	25.37	54.1	201.06	27.33	263.36	False	True	False	False	Xylem	ORTHO905GF000576	1	1567				TraesCS7A03G0821400	TraesCS7B03G0680100, TraesCS7D03G0805700
TraesCS7A03G0821400	33.3	151.84	34.04	36.06	47.37	25.37	54.1	201.06	27.33	263.36	False	True	False	False	Root cap	ORTHO905GF000576	1	1658				TraesCS7A03G0821400	TraesCS7B03G0680100, TraesCS7D03G0805700
TraesCS7A03G0853800	0.0	0.0	0.15	0.0	0.0	311.73	0.09	0.0	0.71	0.75	True	True	False	False	Phloem	ORTHO905GF000256	2	190	TBL40	stable	specific	TraesCS7A03G0853800	
TraesCS7A03G0884400	79.35	223.35	36.21	80.23	154.81	73.7	223.74	46.69	32.52	185.0	True	True	False	False	Phloem	ORTHO905GF004075	2	332	MCO3			TraesCS7A03G0884400	TraesCS7B03G0728600
TraesCS7A03G0884400	79.35	223.35	36.21	80.23	154.81	73.7	223.74	46.69	32.52	185.0	False	True	False	False	Endodermis	ORTHO905GF004075	1	1367				TraesCS7A03G0884400	TraesCS7B03G0728600
TraesCS7A03G0992800	6.92	16.41	21.69	14.02	15.15	10.87	40.27	58.13	23.09	131.18	True	True	True	False	Xylem	ORTHO905GF005173	3	47	ACLB-2	unstable	unspecific	TraesCS7A03G0992800	
TraesCS7A03G1218100	79.89	203.66	6.58	26.62	12.36	1.21	4.46	3.81	6.83	8.76	False	True	False	False	Endodermis	ORTHO905GF063146	1	1472				TraesCS7A03G1218100	
TraesCS6B03G0004100	17.84	11.4	272.74	8.3	8.53	27.79	4.29	67.66	73.99	21.78	False	True	False	False	Epidermis	ORTHO905GF016059	1	1530				TraesCS6B03G0004100	
TraesCS6B03G0063600	60.43	44.05	16.83	11.35	18.46	280.32	33.93	25.73	8.48	73.35	False	True	False	False	Phloem	ORTHO905GF001469	1	3378				TraesCS6B03G0063600	
TraesCS6B03G0167500	0.0	0.17	0.0	0.1	0.0	0.0	0.0	121.97	0.24	0.0	False	True	False	False	Root cap	ORTHO905GF029510	1	940				TraesCS6B03G0167500	TraesCS6A03G0118600
TraesCS6B03G0242600	4.54	7.26	72.63	10.02	2.79	7.25	2.41	9.53	4.95	12.77	False	True	False	False	Epidermis	ORTHO905GF063284	1	2653				TraesCS6B03G0242600	
TraesCS6B03G0359800	126.7	150.8	93.5	108.38	174.31	130.49	78.66	405.94	90.96	137.19	False	True	False	False	Root cap	ORTHO905GF002451	1	1302				TraesCS6B03G0359800	TraesCS6D03G0223900
TraesCS6B03G0419400	0.43	1.55	0.97	1.62	6.62	666.96	7.68	0.95	3.53	40.81	False	True	False	False	Phloem	ORTHO905GF005993	1	1177				TraesCS6B03G0419400	TraesCS6D03G0279900, TraesCS6A03G0325300, TraesCS6D03G0280000, TraesCS6A03G0324800
TraesCS6B03G0419800	4.0	6.39	3.96	25.76	456.42	79.75	12.41	0.0	16.49	3.25	False	True	False	False	Pericycle	ORTHO905GF005993	1	729		unstable	unspecific	TraesCS6B03G0419800	TraesCS6D03G0280000, TraesCS6A03G0325300
TraesCS6B03G0482100	0.22	0.17	0.3	0.1	1.57	209.03	0.27	0.0	0.24	0.5	True	True	False	False	Phloem	ORTHO905GF003223	2	309	AT2G26600			TraesCS6B03G0482100	TraesCS6D03G0332400
TraesCS6B03G0749500	38.7	23.67	27.9	19.56	26.82	13.29	9.55	107.68	35.11	18.53	True	True	False	False	Root cap	ORTHO905GF001696	2	414	ATAMT1;3	stable	specific	TraesCS6B03G0749500	
TraesCS6B03G0808900	12.11	63.91	11.0	16.22	17.94	39.87	23.12	115.3	15.55	155.21	False	True	False	True	Xylem	ORTHO905GF000465	2	169				TraesCS6B03G0808900	TraesCS6D03G0557600
TraesCS6B03G0808900	12.11	63.91	11.0	16.22	17.94	39.87	23.12	115.3	15.55	155.21	False	True	False	False	Root cap	ORTHO905GF000465	1	1855				TraesCS6B03G0808900	
TraesCS6B03G0945500	34.05	74.11	42.41	75.18	279.32	113.58	290.79	213.45	50.9	121.42	False	True	False	True	Phloem	ORTHO905GF000291	2	196				TraesCS6B03G0945500	
TraesCS6B03G1029600	23.03	33.17	52.29	16.5	28.73	20.54	33.84	66.7	170.36	96.63	False	True	False	False	Epidermis	ORTHO905GF009932	1	2251				TraesCS6B03G1029600	
TraesCS6B03G1069000	2.92	4.15	20.05	2.1	7.14	3.62	1.52	11.43	304.91	1.0	False	True	False	False	Epidermis	ORTHO905GF019061	1	920				TraesCS6B03G1069000	TraesCS6D03G0765000, TraesCS6A03G0890300
TraesCS6B03G1181300	299.45	427.53	63.06	70.22	55.2	68.87	24.11	76.23	66.45	48.32	True	True	False	False	Endodermis	ORTHO905GF000545	2	407	PDGLP1			TraesCS6B03G1181300	TraesCS6A03G0966200
TraesCS6B03G1184300	68.11	28.67	260.69	24.71	27.51	67.66	16.61	114.35	299.49	69.85	False	True	True	True	Epidermis	ORTHO905GF000545	3	56				TraesCS6B03G1184300	TraesCS6D03G0848200, TraesCS6B03G1184200, TraesCS6A03G0967400, TraesCS6A03G0967600
TraesCS5D03G0116800	1.84	0.35	10.4	0.86	1.92	1.21	0.45	1.91	96.85	0.75	True	True	False	False	Epidermis	ORTHO905GF002177	2	365	AtSWEET17			TraesCS5D03G0116800	
TraesCS5D03G0143700	0.11	0.0	0.07	0.1	0.0	356.44	0.18	0.0	0.0	1.75	False	True	False	False	Phloem	ORTHO905GF015925	1	1452				TraesCS5D03G0143700	TraesCS5B03G0133000, TraesCS5A03G0120900
TraesCS5D03G0245800	80.65	60.11	142.88	19.27	65.48	41.08	29.82	51.46	288.65	45.31	False	True	True	False	Epidermis	ORTHO905GF000318	2	508		stable	specific	TraesCS5D03G0245800	
TraesCS5D03G0341700	2.7	2.94	4.86	4.39	6.62	4.83	7.32	63.84	3.53	128.18	True	True	False	True	Xylem	ORTHO905GF000596	3	51	AT1G08340			TraesCS5D03G0341700	TraesCS4A03G0528300, TraesCS4B03G0269000, TraesCS4D03G0229600, TraesCS5A03G0357200
TraesCS5D03G0377000	30.7	9.5	28.87	54.19	22.46	7.25	20.62	465.97	48.54	2557.75	True	True	True	True	Xylem	ORTHO905GF003247	4	3	XCP1			TraesCS5D03G0377000	TraesCS5A03G0388600, TraesCS5B03G0387000, TraesCS1D03G0049400, TraesCS1A03G0062800, TraesCS1B03G0066500
