AV	600725.0002	chr7:155811825
URL	https://genome.ucsc.edu/cgi-bin/hgc?db=hg38&g=omimAvSnp&i=600725.0002&c=chr7&l=155811822&r=155812122&o=155811824&t=155811825
SNIP_AA	function showWidget() { turnstile.render('#myWidget', { sitekey: '0x4AAAAAABgxfUUSzYakb-Pd', theme: 'light', callback: function (token) { const parser = new URL(window.location); parser.searchParams.set('token', token); window.location = parser.href; }, }); } body, h1, h2, h3, h4, h5, h6 { font-family: Helvetica, Arial, sans-serif; } The Genome Browser is protecting itself from bots. This will just take a few seconds. To make programmatic queries, see our FAQ: https://genome.ucsc.edu/FAQ/FAQdownloads.html#CAPTCHA.
HEAD	function showWidget() { turnstile.render('#myWidget', { sitekey: '0x4AAAAAABgxfUUSzYakb-Pd', theme: 'light', callback: function (token) { const parser = new URL(window.location); parser.searchParams.set('token', token); window.location = parser.href; }, }); } body, h1, h2, h3, h4, h5, h6 { font-family: Helvetica, Arial, sans-serif; } The Genome Browser is protecting itself from bots. This will just take a few seconds. To make programmatic queries, see our FAQ: https://genome.ucsc.edu/FAQ/FAQdownloads.html#CAPTCHA.

AV	600725.0015	chr7:155811860
URL	https://genome.ucsc.edu/cgi-bin/hgc?db=hg38&g=omimAvSnp&i=600725.0015&c=chr7&l=155811822&r=155812122&o=155811859&t=155811860
SNIP_AA	function showWidget() { turnstile.render('#myWidget', { sitekey: '0x4AAAAAABgxfUUSzYakb-Pd', theme: 'light', callback: function (token) { const parser = new URL(window.location); parser.searchParams.set('token', token); window.location = parser.href; }, }); } body, h1, h2, h3, h4, h5, h6 { font-family: Helvetica, Arial, sans-serif; } The Genome Browser is protecting itself from bots. This will just take a few seconds. To make programmatic queries, see our FAQ: https://genome.ucsc.edu/FAQ/FAQdownloads.html#CAPTCHA.
HEAD	function showWidget() { turnstile.render('#myWidget', { sitekey: '0x4AAAAAABgxfUUSzYakb-Pd', theme: 'light', callback: function (token) { const parser = new URL(window.location); parser.searchParams.set('token', token); window.location = parser.href; }, }); } body, h1, h2, h3, h4, h5, h6 { font-family: Helvetica, Arial, sans-serif; } The Genome Browser is protecting itself from bots. This will just take a few seconds. To make programmatic queries, see our FAQ: https://genome.ucsc.edu/FAQ/FAQdownloads.html#CAPTCHA.

AV	600725.0001	chr7:155812032
URL	https://genome.ucsc.edu/cgi-bin/hgc?db=hg38&g=omimAvSnp&i=600725.0001&c=chr7&l=155811822&r=155812122&o=155812031&t=155812032
SNIP_AA	function showWidget() { turnstile.render('#myWidget', { sitekey: '0x4AAAAAABgxfUUSzYakb-Pd', theme: 'light', callback: function (token) { const parser = new URL(window.location); parser.searchParams.set('token', token); window.location = parser.href; }, }); } body, h1, h2, h3, h4, h5, h6 { font-family: Helvetica, Arial, sans-serif; } The Genome Browser is protecting itself from bots. This will just take a few seconds. To make programmatic queries, see our FAQ: https://genome.ucsc.edu/FAQ/FAQdownloads.html#CAPTCHA.
HEAD	function showWidget() { turnstile.render('#myWidget', { sitekey: '0x4AAAAAABgxfUUSzYakb-Pd', theme: 'light', callback: function (token) { const parser = new URL(window.location); parser.searchParams.set('token', token); window.location = parser.href; }, }); } body, h1, h2, h3, h4, h5, h6 { font-family: Helvetica, Arial, sans-serif; } The Genome Browser is protecting itself from bots. This will just take a few seconds. To make programmatic queries, see our FAQ: https://genome.ucsc.edu/FAQ/FAQdownloads.html#CAPTCHA.

