7	ensembl_havana	gene	40884012	40893295	.	+	.	gene_id "ENSDARG00000068567"; gene_version "8"; gene_name "shha"; gene_source "ensembl_havana"; gene_biotype "protein_coding";
7	ensembl_havana	transcript	40884012	40893295	.	+	.	gene_id "ENSDARG00000068567"; gene_version "8"; transcript_id "ENSDART00000149395"; transcript_version "3"; gene_name "shha"; gene_source "ensembl_havana"; gene_biotype "protein_coding"; transcript_name "shha-201"; transcript_source "ensembl_havana"; transcript_biotype "protein_coding"; tag "Ensembl_canonical";
7	ensembl_havana	exon	40884012	40884630	.	+	.	gene_id "ENSDARG00000068567"; gene_version "8"; transcript_id "ENSDART00000149395"; transcript_version "3"; exon_number "1"; gene_name "shha"; gene_source "ensembl_havana"; gene_biotype "protein_coding"; transcript_name "shha-201"; transcript_source "ensembl_havana"; transcript_biotype "protein_coding"; exon_id "ENSDARE00000427807"; exon_version "2"; tag "Ensembl_canonical";
7	ensembl_havana	CDS	40884331	40884630	.	+	0	gene_id "ENSDARG00000068567"; gene_version "8"; transcript_id "ENSDART00000149395"; transcript_version "3"; exon_number "1"; gene_name "shha"; gene_source "ensembl_havana"; gene_biotype "protein_coding"; transcript_name "shha-201"; transcript_source "ensembl_havana"; transcript_biotype "protein_coding"; protein_id "ENSDARP00000125090"; protein_version "1"; tag "Ensembl_canonical";
7	ensembl_havana	start_codon	40884331	40884333	.	+	0	gene_id "ENSDARG00000068567"; gene_version "8"; transcript_id "ENSDART00000149395"; transcript_version "3"; exon_number "1"; gene_name "shha"; gene_source "ensembl_havana"; gene_biotype "protein_coding"; transcript_name "shha-201"; transcript_source "ensembl_havana"; transcript_biotype "protein_coding"; tag "Ensembl_canonical";
7	ensembl_havana	exon	40887943	40888204	.	+	.	gene_id "ENSDARG00000068567"; gene_version "8"; transcript_id "ENSDART00000149395"; transcript_version "3"; exon_number "2"; gene_name "shha"; gene_source "ensembl_havana"; gene_biotype "protein_coding"; transcript_name "shha-201"; transcript_source "ensembl_havana"; transcript_biotype "protein_coding"; exon_id "ENSDARE00000800838"; exon_version "1"; tag "Ensembl_canonical";
7	ensembl_havana	CDS	40887943	40888204	.	+	0	gene_id "ENSDARG00000068567"; gene_version "8"; transcript_id "ENSDART00000149395"; transcript_version "3"; exon_number "2"; gene_name "shha"; gene_source "ensembl_havana"; gene_biotype "protein_coding"; transcript_name "shha-201"; transcript_source "ensembl_havana"; transcript_biotype "protein_coding"; protein_id "ENSDARP00000125090"; protein_version "1"; tag "Ensembl_canonical";
7	ensembl_havana	exon	40889626	40893295	.	+	.	gene_id "ENSDARG00000068567"; gene_version "8"; transcript_id "ENSDART00000149395"; transcript_version "3"; exon_number "3"; gene_name "shha"; gene_source "ensembl_havana"; gene_biotype "protein_coding"; transcript_name "shha-201"; transcript_source "ensembl_havana"; transcript_biotype "protein_coding"; exon_id "ENSDARE00001053632"; exon_version "2"; tag "Ensembl_canonical";
7	ensembl_havana	CDS	40889626	40890317	.	+	2	gene_id "ENSDARG00000068567"; gene_version "8"; transcript_id "ENSDART00000149395"; transcript_version "3"; exon_number "3"; gene_name "shha"; gene_source "ensembl_havana"; gene_biotype "protein_coding"; transcript_name "shha-201"; transcript_source "ensembl_havana"; transcript_biotype "protein_coding"; protein_id "ENSDARP00000125090"; protein_version "1"; tag "Ensembl_canonical";
7	ensembl_havana	stop_codon	40890318	40890320	.	+	0	gene_id "ENSDARG00000068567"; gene_version "8"; transcript_id "ENSDART00000149395"; transcript_version "3"; exon_number "3"; gene_name "shha"; gene_source "ensembl_havana"; gene_biotype "protein_coding"; transcript_name "shha-201"; transcript_source "ensembl_havana"; transcript_biotype "protein_coding"; tag "Ensembl_canonical";
7	ensembl_havana	five_prime_utr	40884012	40884330	.	+	.	gene_id "ENSDARG00000068567"; gene_version "8"; transcript_id "ENSDART00000149395"; transcript_version "3"; gene_name "shha"; gene_source "ensembl_havana"; gene_biotype "protein_coding"; transcript_name "shha-201"; transcript_source "ensembl_havana"; transcript_biotype "protein_coding"; tag "Ensembl_canonical";
7	ensembl_havana	three_prime_utr	40890321	40893295	.	+	.	gene_id "ENSDARG00000068567"; gene_version "8"; transcript_id "ENSDART00000149395"; transcript_version "3"; gene_name "shha"; gene_source "ensembl_havana"; gene_biotype "protein_coding"; transcript_name "shha-201"; transcript_source "ensembl_havana"; transcript_biotype "protein_coding"; tag "Ensembl_canonical";
