XM_001147185 NM_000193 0.02913
XM_001106515 NM_000193 0.05178
XM_001106515 XM_001147185 0.02265
XM_034965340 NM_000193 0.02913
XM_034965340 XM_001147185 0
XM_034965340 XM_001106515 0.02265
XM_034650041 NM_000193 0.08
XM_034650041 XM_001147185 0.1068
XM_034650041 XM_001106515 0.1036
XM_034650041 XM_034965340 0.1068
XM_022576607 NM_000193 0.1165
XM_022576607 XM_001147185 0.09061
XM_022576607 XM_001106515 0.08738
XM_022576607 XM_034965340 0.09061
XM_022576607 XM_034650041 0.09709
17145-17445(+) NM_000193 0.06667
17145-17445(+) XM_001147185 0.09385
17145-17445(+) XM_001106515 0.1003
17145-17445(+) XM_034965340 0.09385
17145-17445(+) XM_034650041 0.08
17145-17445(+) XM_022576607 0.1036
30207-30507(-) NM_000193 0.01667
30207-30507(-) XM_001147185 0.04531
30207-30507(-) XM_001106515 0.0356
30207-30507(-) XM_034965340 0.04531
30207-30507(-) XM_034650041 0.07
30207-30507(-) XM_022576607 0.1068
30207-30507(-) 17145-17445(+) 0.06667
