chr3	93979834	93980612	Peak_17	1000	.	24.70899	1701.09143	1695.08008	220
chr4	165327124	165328153	Peak_18	1000	.	18.61436	1656.18823	1650.20569	393
chr4	140523650	140524698	Peak_22	1000	.	25.42827	1560.04614	1554.11926	419
chr5	146203040	146204059	Peak_23	1000	.	24.48751	1499.03748	1493.15002	472
chr6	80003829	80005032	Peak_25	1000	.	25.99072	1464.89111	1459.02490	719
chr8	109333420	109334868	Peak_26	1000	.	16.61827	1450.05542	1444.19873	845
chr8	25458169	25459461	Peak_27	1000	.	16.69907	1407.99109	1402.16248	400
chr11	106076823	106078149	Peak_28	1000	.	15.95569	1395.66809	1389.84851	598
chr2	162343696	162344803	Peak_29	1000	.	20.24227	1376.42371	1370.62158	340
chr10	28302598	28303411	Peak_30	1000	.	24.86341	1370.89648	1365.09851	587
chr13	106535021	106536211	Peak_31	1000	.	18.14240	1358.32361	1352.53394	733
chr4	51842575	51843684	Peak_33	1000	.	15.97770	1332.13843	1326.37354	387
chr7	124929484	124930324	Peak_34	1000	.	23.22311	1329.79138	1324.02893	476
chr11	106021748	106022811	Peak_35	1000	.	18.91621	1314.96948	1309.22339	711
chr4	165112138	165113494	Peak_36	1000	.	18.67079	1308.48438	1302.74451	794
chr1	85276082	85277113	Peak_37	1000	.	18.19158	1304.89038	1299.15393	579
chr13	60163459	60164526	Peak_38	1000	.	24.26794	1296.55420	1290.82715	560
chr6	62285541	62286795	Peak_39	1000	.	28.92308	1287.48755	1281.76978	722
chr4	148442048	148443161	Peak_40	1000	.	18.09015	1286.09595	1280.37939	576
chr3	131381065	131382265	Peak_41	1000	.	22.69049	1277.61633	1271.90906	587
chr4	20699955	20700935	Peak_42	1000	.	24.70577	1272.45886	1266.75708	403
chr11	106021748	106022811	Peak_43	1000	.	18.45287	1269.45349	1263.75488	621
chr5	108748357	108749711	Peak_44	1000	.	17.16961	1265.83655	1260.14282	533
chr8	91069585	91070806	Peak_45	1000	.	21.64488	1261.87524	1256.18604	696
chr1	236794861	236796178	Peak_46	1000	.	19.58799	1252.45569	1246.77808	366
chr8	73008563	73009370	Peak_47	1000	.	22.89251	1251.49255	1245.81592	235
chr10	25016058	25017487	Peak_48	1000	.	20.60487	1240.95630	1235.29443	486
chr1	65419605	65421069	Peak_50	1000	.	15.46100	1227.46252	1221.81860	766
chr11	6234255	6235469	Peak_51	1000	.	16.88046	1226.47949	1220.83704	610
chr16	53502593	53503968	Peak_52	1000	.	17.98996	1204.87903	1199.26672	914
chr10	37976096	37977134	Peak_53	1000	.	18.88241	1200.54688	1194.94043	447
chr13	72726824	72728229	Peak_54	1000	.	17.12118	1199.72864	1194.12354	852
chr4	122732127	122733174	Peak_55	1000	.	20.68966	1199.08643	1193.48230	406
chr9	101398140	101399310	Peak_57	1000	.	19.65674	1191.06274	1185.47314	562
chr1	244652599	244653614	Peak_58	1000	.	17.48295	1183.91187	1178.33301	233
chr11	85628021	85629038	Peak_59	1000	.	22.14172	1177.15173	1171.58423	446
chr6	80106129	80107245	Peak_60	1000	.	20.31860	1174.75488	1169.19177	487
chr5	163437134	163438150	Peak_61	1000	.	17.52054	1174.32422	1168.76160	310
chr8	109539263	109540706	Peak_62	1000	.	15.31110	1169.03064	1163.47546	334
chr2	213284103	213284900	Peak_63	1000	.	21.58915	1168.38416	1162.83081	225
chr2	207166027	207167380	Peak_64	1000	.	17.49842	1163.58813	1158.04236	219
chr1	70410554	70411659	Peak_65	1000	.	19.19199	1162.83313	1157.28882	592
chr3	88058310	88059640	Peak_66	1000	.	15.60752	1161.09180	1155.54968	724
chr5	87411965	87413374	Peak_67	1000	.	21.58423	1159.06238	1153.52441	1029
chr1	170074216	170075113	Peak_68	1000	.	20.84225	1157.87451	1152.33936	421
chr10	38355942	38356904	Peak_69	1000	.	22.63976	1155.10120	1149.57129	372
chr10	16817005	16818001	Peak_70	1000	.	19.20573	1154.51038	1148.98169	532
chr9	62801963	62802901	Peak_71	1000	.	22.37711	1151.89636	1146.37329	730
chr18	74291453	74292541	Peak_72	1000	.	22.14577	1149.32715	1143.80896	643
chr18	14131966	14132770	Peak_74	1000	.	27.36084	1135.09998	1129.60889	575
chr5	115169371	115170717	Peak_75	1000	.	20.81188	1126.32751	1120.85278	620
chr13	100673747	100675531	Peak_76	1000	.	16.99330	1123.76172	1118.29199	1248
chr5	62403348	62404188	Peak_77	1000	.	20.14203	1122.74023	1117.27222	600
chr5	129094118	129095475	Peak_78	1000	.	15.98124	1121.18848	1115.72363	505
chr3	167734406	167735980	Peak_79	1000	.	12.75238	1120.84167	1115.37744	738
chr5	168579053	168580025	Peak_80	1000	.	15.49303	1119.81030	1114.34851	722
chr6	122399115	122400340	Peak_81	1000	.	20.13477	1115.42078	1109.96692	397
chr12	88035318	88036252	Peak_82	1000	.	23.57665	1107.13831	1101.69934	181
chr5	83076892	83078104	Peak_83	1000	.	19.89226	1106.45483	1101.01733	548
chr3	98901043	98902159	Peak_84	1000	.	21.05816	1106.04907	1100.61230	757
chr13	73058488	73059803	Peak_85	1000	.	19.33591	1104.86621	1099.43164	401
chr7	112205788	112207009	Peak_86	1000	.	16.09168	1102.77136	1097.34094	802
chr7	121530212	121531182	Peak_87	1000	.	21.72237	1102.44531	1097.01538	383
chr7	143620178	143621571	Peak_88	1000	.	13.61834	1100.65051	1095.22363	576
chr16	77190255	77191573	Peak_89	1000	.	17.23620	1100.30054	1094.87463	590
chr4	155376291	155377262	Peak_90	1000	.	18.90308	1098.20105	1092.77832	621
chr7	120950398	120951427	Peak_91	1000	.	17.42678	1093.00879	1087.59583	242
chr4	121869799	121870858	Peak_92	1000	.	21.93561	1090.64709	1085.23840	709
chr13	95676533	95677771	Peak_94	1000	.	16.79147	1089.27734	1083.87109	534
chr11	43680277	43681405	Peak_95	1000	.	19.07981	1089.18896	1083.78284	312
chr6	100880779	100881901	Peak_96	1000	.	18.23407	1088.63513	1083.22998	607
chr5	115209035	115209758	Peak_97	1000	.	23.87932	1085.45032	1080.05078	435
chr4	147616967	147618166	Peak_98	1000	.	21.93414	1085.05383	1079.65540	386
chr6	152982623	152983882	Peak_99	1000	.	13.43176	1084.28967	1078.89270	582
chr13	72726824	72728229	Peak_100	1000	.	16.00047	1083.62000	1078.22510	1030
chr13	67229979	67231293	Peak_101	1000	.	21.12295	1076.62952	1071.24768	456
chr1	241518856	241520182	Peak_102	1000	.	18.58136	1076.30652	1070.92529	949
chr9	79571298	79572276	Peak_103	1000	.	11.99786	1074.57446	1069.19629	454
chr5	41903763	41904682	Peak_104	1000	.	20.42047	1073.41724	1068.04175	346
chr2	165953302	165954497	Peak_107	1000	.	18.84438	1066.32385	1060.96094	556
chr10	56360992	56362025	Peak_108	1000	.	21.48745	1063.95764	1058.59924	367
chr4	129093090	129094024	Peak_109	1000	.	15.65553	1062.83545	1057.47925	549
chr2	214809006	214810312	Peak_110	1000	.	13.09741	1061.96960	1056.61523	1076
chr5	123422837	123424049	Peak_111	1000	.	19.51140	1058.65796	1053.31055	610
chr7	33128947	33129993	Peak_112	1000	.	23.63754	1058.58936	1053.24219	581
chr2	18559789	18561006	Peak_113	1000	.	15.53398	1056.97290	1051.62976	934
chr3	27368804	27369699	Peak_114	1000	.	28.28680	1054.81555	1049.47644	693
chr11	87037230	87038248	Peak_115	1000	.	21.20312	1052.94336	1047.60791	666
chr12	21500963	21502420	Peak_116	1000	.	20.48746	1052.58728	1047.25281	725
chr8	103414555	103415723	Peak_117	1000	.	16.39449	1049.55151	1044.22290	611
