SECTION	MOTIF_SUMMARY
index	filename	usable_chr22_cuts	plus_fraction	invalid_sequence	median_base_profile_distance	median_6mer_JS_distance	A_at_-6	C_at_-6	G_at_-6	T_at_-6	A_at_-5	C_at_-5	G_at_-5	T_at_-5	A_at_-4	C_at_-4	G_at_-4	T_at_-4	A_at_-3	C_at_-3	G_at_-3	T_at_-3	A_at_-2	C_at_-2	G_at_-2	T_at_-2	A_at_-1	C_at_-1	G_at_-1	T_at_-1	A_at_+0	C_at_+0	G_at_+0	T_at_+0	A_at_+1	C_at_+1	G_at_+1	T_at_+1	A_at_+2	C_at_+2	G_at_+2	T_at_+2	A_at_+3	C_at_+3	G_at_+3	T_at_+3	A_at_+4	C_at_+4	G_at_+4	T_at_+4	A_at_+5	C_at_+5	G_at_+5	T_at_+5	A_at_+6	C_at_+6	G_at_+6	T_at_+6
1	1.tagAlign.gz	134277	0.49868555	0	0.30778768	0.25275868	0.25370689	0.23690580	0.25883807	0.25054924	0.22291234	0.24023474	0.28411418	0.25273874	0.20462924	0.25337176	0.28917834	0.25282066	0.25912852	0.22308363	0.24045071	0.27733715	0.23314492	0.30538365	0.19121666	0.27025477	0.19761389	0.30912964	0.19768091	0.29557556	0.20235781	0.22145267	0.24653515	0.32965437	0.24017516	0.24573084	0.30326862	0.21082538	0.29684905	0.25127163	0.27009838	0.18178095	0.27408268	0.24048050	0.24588723	0.23954959	0.26650878	0.21889825	0.27739672	0.23719624	0.26128823	0.23473119	0.26912278	0.23485779	0.25029603	0.25548679	0.25763161	0.23658557
2	2.tagAlign.gz	171533	0.49912845	0	0.15909357	0.17715546	0.22104202	0.26763363	0.28804953	0.22327482	0.19759463	0.27265891	0.30908921	0.22065725	0.19853323	0.26851393	0.30968968	0.22326316	0.26245679	0.22028997	0.27447197	0.24278127	0.19727982	0.31583427	0.25097212	0.23591379	0.17063772	0.35186232	0.21964287	0.25785709	0.20252080	0.28556021	0.22695341	0.28496558	0.19894131	0.32064384	0.28952446	0.19089038	0.24655897	0.32077210	0.26285904	0.16980989	0.24483336	0.29118012	0.24520063	0.21878589	0.24042604	0.25697096	0.28444672	0.21815627	0.23323792	0.26410079	0.29196714	0.21069415	0.22585159	0.28488979	0.27789405	0.21136458
3	3.tagAlign.gz	233796	0.50043200	0	0.15772790	0.18074277	0.22057264	0.26745967	0.29639943	0.21556827	0.19376722	0.27213896	0.32067700	0.21341682	0.18229140	0.28548393	0.32667368	0.20555099	0.23284402	0.25166812	0.27490205	0.24058581	0.21444336	0.30485124	0.24404181	0.23666359	0.18801006	0.32228952	0.25866140	0.23103903	0.18058478	0.28905542	0.29704956	0.23331024	0.17613646	0.32444952	0.33769183	0.16172219	0.20839535	0.32828192	0.28501771	0.17830502	0.22336139	0.31240055	0.23802802	0.22621003	0.22894746	0.28345224	0.26304984	0.22455046	0.21650926	0.28668583	0.27820835	0.21859655	0.21169310	0.29543705	0.28597153	0.20689832
4	4.tagAlign.gz	207015	0.50044683	0	0.34697581	0.27346484	0.19526121	0.28830278	0.28027921	0.23615680	0.20455523	0.26716905	0.32270608	0.20556964	0.20744391	0.29941792	0.32761394	0.16552424	0.22194527	0.30282830	0.28591648	0.18930995	0.21073835	0.34383982	0.25836292	0.18705891	0.25013646	0.30143226	0.23686206	0.21156921	0.24488081	0.22265536	0.36051494	0.17194889	0.15945221	0.29811849	0.36436490	0.17806439	0.16670290	0.32816463	0.24245586	0.26267662	0.15129338	0.37989035	0.21095573	0.25786054	0.21654953	0.30890032	0.19234838	0.28220177	0.28469918	0.19360916	0.30862015	0.21307152	0.26243992	0.20549236	0.38389006	0.14817767
5	5.tagAlign.gz	127790	0.50131466	0	0.21070847	0.21175083	0.23597308	0.25575554	0.27067063	0.23760075	0.20381877	0.26130370	0.29694029	0.23793724	0.20014086	0.25826747	0.30077471	0.24081697	0.27003678	0.21056421	0.25672588	0.26267314	0.21031380	0.31545504	0.22072932	0.25350184	0.17154707	0.34591909	0.19615776	0.28637609	0.19555521	0.27683700	0.20277017	0.32483762	0.21000078	0.31097895	0.26809610	0.21092417	0.27148447	0.30109555	0.25319665	0.17422334	0.25865091	0.27874638	0.23163784	0.23096486	0.25099773	0.24235073	0.27500587	0.23164567	0.24672510	0.24875186	0.27649268	0.22803036	0.24214727	0.27060803	0.26305658	0.22418812
6	6.tagAlign.gz	190205	0.49955574	0	0.18935726	0.18684666	0.20887464	0.27866250	0.29635919	0.21610368	0.18206146	0.28161195	0.32713651	0.20919008	0.18359665	0.27769512	0.33161063	0.20709761	0.25116059	0.22962067	0.28659078	0.23262795	0.18678794	0.33456534	0.25430982	0.22433690	0.15682553	0.36819221	0.22152940	0.25345285	0.18737152	0.28251098	0.25386819	0.27624931	0.16635735	0.31813570	0.34433900	0.17116795	0.20595147	0.34379222	0.29594385	0.15431245	0.22404248	0.31916616	0.23861097	0.21818038	0.23267527	0.27152283	0.28435109	0.21145080	0.22202886	0.27032412	0.30103835	0.20660866	0.21428985	0.28893562	0.29694277	0.19983176
7	7.tagAlign.gz	193979	0.50155945	0	0.16151784	0.17567312	0.21482222	0.27381830	0.29761469	0.21374479	0.18785539	0.27649900	0.32408663	0.21155898	0.18365906	0.27822599	0.32657143	0.21154352	0.24876920	0.23230865	0.27965398	0.23926817	0.19190737	0.32952021	0.24898056	0.22959186	0.16467246	0.35837384	0.22362730	0.25332639	0.19059795	0.27833425	0.25833724	0.27273055	0.16755937	0.31910155	0.34262987	0.17070920	0.20035158	0.34368669	0.29273787	0.16322385	0.22723078	0.32547338	0.22388506	0.22341078	0.24026312	0.28041695	0.25818774	0.22113218	0.22642142	0.27509163	0.28475763	0.21372932	0.21734311	0.28951588	0.29072219	0.20241882
8	8.tagAlign.gz	131682	0.50113911	0	0.18064102	0.17315469	0.23178567	0.26460716	0.26543491	0.23817226	0.21504078	0.27218602	0.27937000	0.23340320	0.21191962	0.27242144	0.28466305	0.23099588	0.26501724	0.24369314	0.25543354	0.23585608	0.21434972	0.30709588	0.24931274	0.22924166	0.19058793	0.32062089	0.23691924	0.25187193	0.21624823	0.26537416	0.28009903	0.23827858	0.18849197	0.31029298	0.34050212	0.16071293	0.20894276	0.33095639	0.27894473	0.18115612	0.22761653	0.30733130	0.22413086	0.24092131	0.25016327	0.27286189	0.23499795	0.24197688	0.24606248	0.26049878	0.25795477	0.23548397	0.23434486	0.26907246	0.26215428	0.23442840
9	9.tagAlign.gz	105417	0.49441741	0	0.18935726	0.18990560	0.23282772	0.26045135	0.26748058	0.23924035	0.21324834	0.26693987	0.28227895	0.23753285	0.21333371	0.27019361	0.28489712	0.23157555	0.26675014	0.24158343	0.25746322	0.23420321	0.21337166	0.30513105	0.24840396	0.23309333	0.18922944	0.32090650	0.23400400	0.25586006	0.22131155	0.28083706	0.26906476	0.22878663	0.18759783	0.34640523	0.31866777	0.14732918	0.19056699	0.35041786	0.27123709	0.18777806	0.22176689	0.30068205	0.23922138	0.23832968	0.25462686	0.26900785	0.24335733	0.23300796	0.25556599	0.25972092	0.25104110	0.23367199	0.23978106	0.27037385	0.25822211	0.23162298
10	10.tagAlign.gz	210483	0.49616834	0	0.31304347	0.27647031	0.20855841	0.29559632	0.29668429	0.19916098	0.20250091	0.29297378	0.30774932	0.19677599	0.19649093	0.30347819	0.30446639	0.19556449	0.20362690	0.31170213	0.28841284	0.19625813	0.16486367	0.37341733	0.28867890	0.17304010	0.15116660	0.36293192	0.29829963	0.18760185	0.17463643	0.28142415	0.37307051	0.17086891	0.16903978	0.29860844	0.41222807	0.12012372	0.15419298	0.33755695	0.31900439	0.18924569	0.15915775	0.34418457	0.26008276	0.23657493	0.20369341	0.32397866	0.26248201	0.20984593	0.22112950	0.29355815	0.27730981	0.20800255	0.21545208	0.28919200	0.29512122	0.20023470
SECTION	BASE_PROFILE_DISTANCE
index	1	2	3	4	5	6	7	8	9	10	median_to_others
1	0.00000000	0.23472694	0.31553456	0.48539097	0.16081647	0.31943897	0.30778768	0.25566531	0.27971135	0.50226819	0.30778768
2	0.23472694	0.00000000	0.15772790	0.39781902	0.11498175	0.12356758	0.12278652	0.15909357	0.16205479	0.35773982	0.15909357
3	0.31553456	0.15772790	0.00000000	0.32674494	0.24520791	0.12493299	0.10340000	0.13992903	0.15154806	0.24537871	0.15772790
4	0.48539097	0.39781902	0.32674494	0.00000000	0.45477933	0.36342126	0.34697581	0.32815250	0.34154015	0.31980840	0.34697581
5	0.16081647	0.11498175	0.24520791	0.45477933	0.00000000	0.21925548	0.21070847	0.20404995	0.21026192	0.45036806	0.21070847
6	0.31943897	0.12356758	0.12493299	0.36342126	0.21925548	0.00000000	0.04868244	0.18064102	0.18935726	0.27952780	0.18935726
7	0.30778768	0.12278652	0.10340000	0.34697581	0.21070847	0.04868244	0.00000000	0.14978771	0.16151784	0.27666084	0.16151784
8	0.25566531	0.15909357	0.13992903	0.32815250	0.20404995	0.18064102	0.14978771	0.00000000	0.06403106	0.30067631	0.18064102
9	0.27971135	0.16205479	0.15154806	0.34154015	0.21026192	0.18935726	0.16151784	0.06403106	0.00000000	0.31304347	0.18935726
10	0.50226819	0.35773982	0.24537871	0.31980840	0.45036806	0.27952780	0.27666084	0.30067631	0.31304347	0.00000000	0.31304347
SECTION	SIXMER_JS_DISTANCE
index	1	2	3	4	5	6	7	8	9	10	median_to_others
1	0.00000000	0.21604037	0.24288673	0.35637927	0.17295423	0.25408896	0.24138242	0.25275868	0.27735516	0.39999544	0.25275868
2	0.21604037	0.00000000	0.17715546	0.29419986	0.13485408	0.13776295	0.13232642	0.16713904	0.18541399	0.31697250	0.17715546
3	0.24288673	0.17715546	0.00000000	0.24991289	0.21791272	0.15127361	0.13393515	0.16882387	0.18074277	0.26759966	0.18074277
4	0.35637927	0.29419986	0.24991289	0.00000000	0.34119000	0.28638546	0.27346484	0.24076643	0.24856390	0.26906441	0.27346484
5	0.17295423	0.13485408	0.21791272	0.34119000	0.00000000	0.18684666	0.18093262	0.21175083	0.23006217	0.36816199	0.21175083
6	0.25408896	0.13776295	0.15127361	0.28638546	0.18684666	0.00000000	0.09159590	0.17315469	0.18990560	0.28277179	0.18684666
7	0.24138242	0.13232642	0.13393515	0.27346484	0.18093262	0.09159590	0.00000000	0.15890524	0.17567312	0.27647031	0.17567312
8	0.25275868	0.16713904	0.16882387	0.24076643	0.21175083	0.17315469	0.15890524	0.00000000	0.13191713	0.24155854	0.17315469
9	0.27735516	0.18541399	0.18074277	0.24856390	0.23006217	0.18990560	0.17567312	0.13191713	0.00000000	0.25778471	0.18990560
10	0.39999544	0.31697250	0.26759966	0.26906441	0.36816199	0.28277179	0.27647031	0.24155854	0.25778471	0.00000000	0.27647031
