1	rs1365786770	0	59941
1	rs12184307	0	98974
1	rs201422725	0	102264
1	rs796221635	0	111371
1	rs1851943	0	121009
1	rs1403114046	0	181706
1	rs1337132727	0	182686
1	rs1223852833	0	199425
1	rs6422503	0	266225
1	rs201702841	0	269731
1	rs1163609338	0	270235
1	rs143434963	0	270684
1	rs78968278	0	275273
1	rs879732627	0	285339
1	rs141844601	0	502653
1	rs879386694	0	589657
1	rs536226227	0	598941
1	rs773974007	0	739602
1	rs373734443	0	789921
1	rs4298675	0	802571
1	rs80183632	0	805887
1	rs112573343	0	807433
1	rs2519043	0	813498
1	rs3115859	0	819123
1	rs755160762	0	827587
1	rs12565032	0	844849
1	rs77016203	0	847148
1	rs2519065	0	851771
1	rs111818025	0	855811
1	rs3131935	0	860034
1	rs6681049	0	864627
1	rs4246499	0	878260
1	rs200893860	0	883741
1	rs9697725	0	896732
1	rs13302934	0	896798
1	rs9697294	0	896979
1	rs4553118	0	897018
1	rs28594623	0	898261
1	rs144685080	0	902949
1	rs4970383	0	903175
1	rs4970382	0	905373
1	rs28546248	0	911761
1	rs58171102	0	914948
1	rs114889920	0	915148
1	rs28409649	0	921797
1	rs2879816	0	926250
1	rs3892970	0	927486
1	rs28626846	0	928131
1	rs564213052	0	928216
1	rs28569249	0	928261
1	rs2340589	0	929375
1	rs866847103	0	937404
1	rs568340123	0	939398
1	rs6143080	0	939779
1	rs6605066	0	942335
1	rs79037098	0	942402
1	rs4970452	0	950309
1	rs34767445	0	950806
1	rs113034360	0	960684
1	rs6696971	0	962358
1	rs28695703	0	968975
1	rs28430926	0	972540
1	rs3892467	0	973693
1	rs28536514	0	975029
1	rs6662128	0	986190
1	rs2799059	0	995512
1	rs57683598	0	1005954
1	rs3121567	0	1008088
1	rs2465140	0	1008307
1	rs3128117	0	1009184
1	rs3135457	0	1009716
1	rs3038313	0	1014733
1	rs2710889	0	1023573
1	rs4970392	0	1025029
1	rs2465127	0	1028341
1	rs2465129	0	1037997
1	rs2799067	0	1050069
1	rs9442366	0	1073854
1	rs12401605	0	1079456
1	rs3766191	0	1082207
1	rs10907178	0	1086203
1	rs11260589	0	1087930
1	rs6689308	0	1094425
1	rs9651271	0	1096597
1	rs6698368	0	1098614
1	rs77977351	0	1098820
1	rs6687681	0	1105414
1	rs12733365	0	1107103
1	rs12729537	0	1107147
1	rs12093451	0	1114143
1	rs66868065	0	1120968
1	rs71578303	0	1126311
1	rs7545801	0	1127664
1	rs368873060	0	1131430
1	rs9442360	0	1137118
1	rs111341881	0	1147418
1	rs6690067	0	1151393
1	rs199863110	0	1154789
1	rs74045142	0	1156691
1	rs1539634	0	1161720
