#column	count	min	max	sum	mean	Q1	med	Q3	IQR	lW	rW	outliers	A_Count	C_Count	G_Count	T_Count	N_Count	other_bases	other_base_count
1	332123	40	40	13284920	40.000000	40.000000	40.000000	40.000000	0.000000	40	40		87665	78327	78345	87785	1		
2	332123	40	40	13284920	40.000000	40.000000	40.000000	40.000000	0.000000	40	40		86965	78358	78886	87914	0		
3	332123	40	40	13284920	40.000000	40.000000	40.000000	40.000000	0.000000	40	40		87796	78620	78542	87165	0		
4	332123	40	40	13284920	40.000000	40.000000	40.000000	40.000000	0.000000	40	40		87615	78530	78614	87364	0		
5	332123	40	40	13284920	40.000000	40.000000	40.000000	40.000000	0.000000	40	40		87884	78407	78737	87095	0		
6	332123	40	40	13284920	40.000000	40.000000	40.000000	40.000000	0.000000	40	40		87367	78865	78373	87518	0		
7	332123	40	40	13284920	40.000000	40.000000	40.000000	40.000000	0.000000	40	40		87299	78676	78459	87689	0		
8	332123	40	40	13284920	40.000000	40.000000	40.000000	40.000000	0.000000	40	40		87796	79078	78182	87067	0		
9	332123	40	40	13284920	40.000000	40.000000	40.000000	40.000000	0.000000	40	40		87639	77960	78623	87901	0		
10	332123	40	40	13284920	40.000000	40.000000	40.000000	40.000000	0.000000	40	40		87353	78406	79035	87329	0		
11	332123	40	40	13284920	40.000000	40.000000	40.000000	40.000000	0.000000	40	40		87173	78458	79304	87188	0		
12	332123	40	40	13284920	40.000000	40.000000	40.000000	40.000000	0.000000	40	40		87564	78416	78947	87196	0		
13	332123	40	40	13284920	40.000000	40.000000	40.000000	40.000000	0.000000	40	40		87242	78517	78952	87412	0		
14	332123	40	40	13284920	40.000000	40.000000	40.000000	40.000000	0.000000	40	40		87372	78550	78739	87462	0		
15	332123	40	40	13284920	40.000000	40.000000	40.000000	40.000000	0.000000	40	40		87631	78271	78721	87500	0		
16	332123	40	40	13284920	40.000000	40.000000	40.000000	40.000000	0.000000	40	40		87117	78740	78850	87416	0		
17	332123	40	40	13284920	40.000000	40.000000	40.000000	40.000000	0.000000	40	40		87150	78571	78918	87484	0		
18	332123	40	40	13284920	40.000000	40.000000	40.000000	40.000000	0.000000	40	40		87280	78659	78422	87762	0		
19	332123	40	40	13284920	40.000000	40.000000	40.000000	40.000000	0.000000	40	40		87711	78630	78978	86804	0		
20	332123	40	40	13284920	40.000000	40.000000	40.000000	40.000000	0.000000	40	40		87382	78397	78425	87919	0		
21	332123	40	40	13284920	40.000000	40.000000	40.000000	40.000000	0.000000	40	40		87624	78253	78467	87779	0		
22	332123	40	40	13284920	40.000000	40.000000	40.000000	40.000000	0.000000	40	40		87590	78520	78759	87254	0		
23	332123	40	40	13284920	40.000000	40.000000	40.000000	40.000000	0.000000	40	40		87761	78299	78368	87695	0		
24	332123	40	40	13284920	40.000000	40.000000	40.000000	40.000000	0.000000	40	40		87739	78477	78562	87345	0		
25	332123	40	40	13284920	40.000000	40.000000	40.000000	40.000000	0.000000	40	40		87100	78784	78508	87731	0		
26	332123	40	40	13284920	40.000000	40.000000	40.000000	40.000000	0.000000	40	40		87625	78351	78762	87385	0		
27	332123	40	40	13284920	40.000000	40.000000	40.000000	40.000000	0.000000	40	40		87313	78521	78746	87543	0		
28	332123	40	40	13284920	40.000000	40.000000	40.000000	40.000000	0.000000	40	40		87734	78320	78609	87460	0		
