chr22	10586509	10586659	chr22	32945325	32945475	READ_239226	1	+	-	22358966
chr22	16617525	16617675	chr22	38387759	38387909	READ_4434	1	-	-	21770384
chr22	16636582	16636732	chr22	38363017	38363167	READ_284041	7	+	+	21726585
chr22	16638517	16638667	chr22	38361104	38361253	READ_324157	0	+	+	21722736
chr22	11333170	11333320	chr22	32296040	32296190	READ_289622	1	+	-	20963020
chr22	11141308	11141458	chr22	28693352	28693502	READ_316449	1	+	+	17552194
chr22	11145587	11145737	chr22	28689462	28689612	READ_301380	1	+	+	17544025
chr22	16503491	16503641	chr22	28693387	28693537	READ_125822	1	+	+	12190046
chr22	16517780	16517931	chr22	28682064	28682214	READ_316030	0	+	+	12164434
chr22	32280753	32280903	chr22	44224229	44224379	READ_289272	0	+	-	11943626
chr22	32289662	32289812	chr22	44232407	44232557	READ_286874	0	-	+	11942895
chr22	32303205	32303355	chr22	44241077	44241229	READ_143794	0	+	-	11938024
chr22	32309500	32309650	chr22	44246865	44247015	READ_67109	3	+	-	11937515
chr22	32315783	32315933	chr22	44253074	44253223	READ_242052	0	+	-	11937440
chr22	32310662	32310812	chr22	44247187	44247337	READ_284977	2	-	+	11936675
chr22	32322865	32323015	chr22	44259339	44259489	READ_251006	0	-	+	11936624
chr22	32337668	32337818	chr22	44273624	44273774	READ_98394	3	+	-	11936106
chr22	32331818	32331968	chr22	44266805	44266955	READ_116961	2	-	+	11935137
chr22	24194026	24194176	chr22	36090380	36090530	READ_117775	1	+	-	11896504
chr22	10645960	10646110	chr22	22275203	22275353	READ_91644	1	-	-	11629393
chr22	10650117	10650267	chr22	22271117	22271267	READ_157634	1	-	-	11621150
chr22	18342840	18342990	chr22	24626138	24626288	READ_313885	1	+	-	6283448
chr22	18354882	18355032	chr22	24637728	24637878	READ_177866	1	-	+	6282996
chr22	18351383	18351533	chr22	24633953	24634103	READ_306973	1	-	+	6282720
chr22	18341906	18342056	chr22	24624445	24624595	READ_29434	1	-	+	6282689
chr22	10670381	10670531	chr22	16889600	16889750	READ_83427	1	+	-	6219369
chr22	10684186	10684328	chr22	16902330	16902480	READ_171716	2	-	+	6218294
chr22	18507391	18507541	chr22	24637727	24637877	READ_142472	1	+	+	6130486
chr22	10635112	10635262	chr22	16530551	16530701	READ_205614	1	+	-	5895589
chr22	18767429	18767579	chr22	24634710	24634860	READ_117569	1	+	+	5867431
chr22	18777150	18777300	chr22	24625774	24625924	READ_16781	1	-	-	5848774
chr22	18783038	18783188	chr22	24619910	24620060	READ_85129	1	-	-	5837022
chr22	18783086	18783236	chr22	24619872	24620022	READ_234803	1	-	-	5836936
chr22	18784950	18785100	chr22	24617176	24617326	READ_312570	1	+	+	5832376
chr22	18788061	18788211	chr22	24613978	24614128	READ_306274	1	+	+	5826067
chr22	18791345	18791495	chr22	24611172	24611322	READ_216008	1	-	-	5819977
chr22	18791867	18792017	chr22	24609814	24609964	READ_39257	1	+	+	5818097
chr22	18792403	18792553	chr22	24609362	24609512	READ_131810	1	+	+	5817109
chr22	18793246	18793396	chr22	24608515	24608665	READ_253822	1	+	+	5815419
chr22	18847292	18847442	chr22	24658682	24658832	READ_34464	1	-	-	5811540
chr22	18847526	18847676	chr22	24657633	24657783	READ_166781	1	+	+	5810257
chr22	18853873	18854023	chr22	24652009	24652159	READ_247599	1	-	-	5798286
chr22	18858957	18859107	chr22	24646159	24646309	READ_274456	1	+	+	5787352
chr22	16528975	16529125	chr22	22292342	22292492	READ_308244	2	+	+	5763517
chr22	16531069	16531219	chr22	22290230	22290380	READ_233666	1	+	+	5759311
chr22	16536257	16536407	chr22	22283189	22283339	READ_170449	1	+	+	5747082
chr22	16544509	16544668	chr22	22268893	22269043	READ_198002	2	+	+	5724534
chr22	16544913	16545063	chr22	22268489	22268639	READ_78676	6	+	+	5723726
chr22	16545823	16545973	chr22	22268326	22268476	READ_140121	1	-	-	5722653
chr22	16545841	16545991	chr22	22267548	22267698	READ_259786	1	+	+	5721857
chr22	16554770	16554920	chr22	22259161	22259311	READ_281599	6	+	+	5704541
chr22	16557275	16557425	chr22	22257396	22257546	READ_224063	1	-	-	5700271
chr22	18626050	18626200	chr22	24180336	24180486	READ_321955	0	+	+	5554436
chr22	18773028	18773178	chr22	24246976	24247126	READ_160121	0	-	+	5474098
chr22	17984838	17984988	chr22	23415657	23415807	READ_176457	1	-	+	5430969
chr22	17989918	17990068	chr22	23419306	23419456	READ_270860	1	+	-	5429538
chr22	17993770	17993920	chr22	23422700	23422850	READ_251577	1	-	+	5429080
chr22	18852135	18852285	chr22	24257708	24257858	READ_85469	1	+	-	5405723
chr22	18859774	18859924	chr22	24265304	24265454	READ_35795	1	+	-	5405680
chr22	18851330	18851480	chr22	24256835	24256985	READ_175987	1	+	-	5405655
chr22	18851787	18851937	chr22	24256463	24256613	READ_202802	1	-	+	5404826
chr22	19009766	19009913	chr22	24387527	24387677	READ_41835	0	-	+	5377911
chr22	11139783	11139933	chr22	16502463	16502613	READ_259043	1	+	-	5362830
chr22	11133150	11133300	chr22	16495802	16495952	READ_68677	1	+	-	5362802
chr22	11123807	11123957	chr22	16486444	16486594	READ_124011	1	+	-	5362787
chr22	11121183	11121333	chr22	16483804	16483954	READ_261585	1	+	-	5362771
chr22	11143354	11143504	chr22	16505972	16506122	READ_94463	1	+	-	5362768
chr22	11132238	11132388	chr22	16494855	16495005	READ_160230	1	+	-	5362767
chr22	11122790	11122940	chr22	16485405	16485555	READ_1255	1	+	-	5362765
chr22	11121983	11122133	chr22	16484587	16484737	READ_327184	1	+	-	5362754
chr22	11143097	11143247	chr22	16505697	16505847	READ_24252	1	+	-	5362750
chr22	11141405	11141555	chr22	16504003	16504153	READ_184089	1	+	-	5362748
chr22	11129390	11129540	chr22	16491987	16492137	READ_105732	1	+	-	5362747
chr22	11120055	11120205	chr22	16482651	16482801	READ_116376	1	+	-	5362746
chr22	11142979	11143129	chr22	16505575	16505725	READ_161725	1	+	-	5362746
chr22	11136029	11136179	chr22	16498623	16498773	READ_147873	1	+	-	5362744
chr22	11133597	11133747	chr22	16496186	16496336	READ_71363	1	+	-	5362739
chr22	11135211	11135361	chr22	16497798	16497948	READ_310491	1	+	-	5362737
chr22	11134772	11134922	chr22	16497347	16497497	READ_27627	1	+	-	5362725
chr22	11123434	11123584	chr22	16486007	16486157	READ_63581	1	+	-	5362723
chr22	11122733	11122883	chr22	16485299	16485449	READ_156078	1	+	-	5362716
chr22	11138418	11138568	chr22	16500984	16501134	READ_299249	6	+	-	5362716
chr22	11129086	11129236	chr22	16491651	16491801	READ_270690	1	+	-	5362715
chr22	11132761	11132911	chr22	16495321	16495471	READ_171491	1	+	-	5362710
chr22	11136350	11136500	chr22	16498910	16499060	READ_216859	1	+	-	5362710
chr22	11121512	11121662	chr22	16484071	16484221	READ_257175	1	+	-	5362709
chr22	11135699	11135849	chr22	16498256	16498406	READ_150083	1	+	-	5362707
chr22	11120543	11120693	chr22	16483098	16483248	READ_126590	1	+	-	5362705
chr22	11136860	11137010	chr22	16499415	16499565	READ_226724	1	+	-	5362705
chr22	11126296	11126446	chr22	16488850	16489000	READ_115215	1	+	-	5362704
chr22	11132064	11132214	chr22	16494615	16494765	READ_78246	1	+	-	5362701
chr22	11122356	11122506	chr22	16484906	16485056	READ_218788	1	+	-	5362700
chr22	11123185	11123335	chr22	16485730	16485880	READ_5156	1	+	-	5362695
chr22	11137152	11137302	chr22	16499696	16499846	READ_180381	1	+	-	5362694
chr22	11120252	11120402	chr22	16482793	16482943	READ_163050	1	+	-	5362691
chr22	11124765	11124915	chr22	16487306	16487456	READ_213900	1	+	-	5362691
chr22	11137310	11137460	chr22	16499850	16500000	READ_91258	1	+	-	5362690
chr22	11137307	11137457	chr22	16499846	16499996	READ_283678	1	+	-	5362689
chr22	11151542	11151692	chr22	16513805	16513955	READ_259820	1	+	-	5362413
chr22	11149102	11149252	chr22	16511359	16511509	READ_258542	1	+	-	5362407
