#column	count	min	max	sum	mean	Q1	med	Q3	IQR	lW	rW	outliers	A_Count	C_Count	G_Count	T_Count	N_Count	other_bases	other_base_count
1	777	2	34	25435	32.734878	33.000000	34.000000	34.000000	1.000000	32	34	2,18,25,27,28,30,31	123	259	264	131	0		
2	777	18	34	25627	32.981982	33.000000	34.000000	34.000000	1.000000	32	34	18,25,27,28,30,31	134	243	262	138	0		
3	777	18	34	25451	32.755470	33.000000	34.000000	34.000000	1.000000	32	34	18,25,27,28,30,31	131	274	239	133	0		
4	777	15	34	25601	32.948520	33.000000	34.000000	34.000000	1.000000	32	34	15,25,27,28,30,31	149	253	244	131	0		
5	777	15	34	25496	32.813385	33.000000	34.000000	34.000000	1.000000	32	34	15,25,27,28,30,31	138	254	253	132	0		
6	777	14	38	28296	36.416988	37.000000	38.000000	38.000000	1.000000	36	38	14,15,16,26,28,29,30,31,33,34,35	123	249	256	149	0		
7	777	14	38	28254	36.362934	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,26,27,28,29,30,31,33,34,35,36,37	129	254	245	149	0		
8	777	14	38	28686	36.918919	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,26,27,28,29,30,31,33,34,35,36,37	137	248	269	123	0		
9	777	14	38	28466	36.635779	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,26,27,28,29,30,31,33,34,35,36,37	131	264	256	126	0		
10	777	14	38	28869	37.154440	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,26,28,29,30,31,32,33,34,35,36,37	122	262	263	130	0		
11	777	14	38	28538	36.728443	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,26,28,29,31,33,34,35,36,37	142	241	232	162	0		
12	777	14	38	28641	36.861004	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,26,28,29,31,32,33,34,35,36,37	129	256	256	136	0		
13	777	14	38	28467	36.637066	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,26,27,28,29,30,31,32,33,34,35,36,37	123	238	278	138	0		
14	777	14	38	28735	36.981982	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,25,26,27,28,29,31,32,33,34,35,36,37	134	251	265	127	0		
15	777	14	38	28654	36.877735	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,26,28,29,31,32,33,34,35,36,37	132	266	244	135	0		
16	777	14	38	28633	36.850708	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,24,26,28,29,31,32,33,34,35,36,37	139	259	262	117	0		
17	777	14	38	28438	36.599743	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,24,26,27,28,29,31,32,33,34,35,36,37	113	251	276	137	0		
18	777	14	38	28543	36.734878	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,24,25,26,27,28,29,31,32,33,34,35,36,37	118	261	261	137	0		
