metric	value
valid_fragment_weight	9995290
barcode_count	1000
malformed_rows	0
min_fragments	9066
q01_fragments	9335.83
q10_fragments	9623.7
median_fragments	10005.0
q90_fragments	10343.3
q95_fragments	10438.0
q99_fragments	10569.4
max_fragments	10992
chrom_weight:chr1	951774
chrom_weight:chr10	454959
chrom_weight:chr11	542317
chrom_weight:chr12	473295
chrom_weight:chr13	253990
chrom_weight:chr14	323380
chrom_weight:chr15	326755
chrom_weight:chr16	371114
chrom_weight:chr17	472385
chrom_weight:chr18	208332
chrom_weight:chr19	434887
chrom_weight:chr2	770744
chrom_weight:chr20	271197
chrom_weight:chr21	105969
chrom_weight:chr22	215850
chrom_weight:chr3	616072
chrom_weight:chr4	475814
chrom_weight:chr5	540361
chrom_weight:chr6	572818
chrom_weight:chr7	524817
chrom_weight:chr8	428244
chrom_weight:chr9	430292
chrom_weight:chrX	218914
chrom_weight:chrY	11010
length_bucket_50bp:0	1404258
length_bucket_50bp:1	1557906
length_bucket_50bp:2	586106
length_bucket_50bp:3	836021
length_bucket_50bp:4	1127833
length_bucket_50bp:5	587462
length_bucket_50bp:6	402932
length_bucket_50bp:7	501381
length_bucket_50bp:8	511066
length_bucket_50bp:9	344291
length_bucket_50bp:10	283155
length_bucket_50bp:11	311929
length_bucket_50bp:12	287611
length_bucket_50bp:13	213530
length_bucket_50bp:14	185128
length_bucket_50bp:15	180850
length_bucket_50bp:16	151654
length_bucket_50bp:17	116272
length_bucket_50bp:18	98324
length_bucket_50bp:19	85323
length_bucket_50bp:20	222258
