chr4	101574600	101575135	ENSMUSG00000057722.18	ENSMUST00000037552.10	+
chr4	101574600	101575135	ENSMUSG00000057722.18	ENSMUST00000102777.10	+
chr4	101574600	101575135	ENSMUSG00000057722.18	ENSMUST00000106921.9	+
chr4	101574603	101574700	ENSMUSG00000057722.18	ENSMUST00000145024.2	+
chr4	101585206	101585266	ENSMUSG00000057722.18	ENSMUST00000037552.10	+
chr4	101585206	101585266	ENSMUSG00000057722.18	ENSMUST00000102777.10	+
chr4	101585206	101585266	ENSMUSG00000057722.18	ENSMUST00000106921.9	+
chr4	101585206	101585266	ENSMUSG00000057722.18	ENSMUST00000145024.2	+
chr4	101590463	101590514	ENSMUSG00000057722.18	ENSMUST00000145024.2	+
chr4	101590463	101590793	ENSMUSG00000057722.18	ENSMUST00000037552.10	+
chr4	101590463	101590793	ENSMUSG00000057722.18	ENSMUST00000102777.10	+
chr4	101590463	101590793	ENSMUSG00000057722.18	ENSMUST00000106921.9	+
chr4	101592756	101592880	ENSMUSG00000057722.18	ENSMUST00000037552.10	+
chr4	101592756	101592880	ENSMUSG00000057722.18	ENSMUST00000102777.10	+
chr4	101592756	101592880	ENSMUSG00000057722.18	ENSMUST00000106921.9	+
chr4	101602707	101602913	ENSMUSG00000057722.18	ENSMUST00000037552.10	+
chr4	101602707	101602913	ENSMUSG00000057722.18	ENSMUST00000102777.10	+
chr4	101602707	101602913	ENSMUSG00000057722.18	ENSMUST00000106921.9	+
chr4	101607483	101607626	ENSMUSG00000057722.18	ENSMUST00000037552.10	+
chr4	101607483	101607626	ENSMUSG00000057722.18	ENSMUST00000102777.10	+
chr4	101607483	101607626	ENSMUSG00000057722.18	ENSMUST00000106921.9	+
chr4	101609257	101609402	ENSMUSG00000057722.18	ENSMUST00000037552.10	+
chr4	101609257	101609402	ENSMUSG00000057722.18	ENSMUST00000102777.10	+
chr4	101609257	101609402	ENSMUSG00000057722.18	ENSMUST00000106921.9	+
chr4	101622057	101622348	ENSMUSG00000057722.18	ENSMUST00000037552.10	+
chr4	101622057	101622348	ENSMUSG00000057722.18	ENSMUST00000102777.10	+
chr4	101622057	101622348	ENSMUSG00000057722.18	ENSMUST00000106921.9	+
chr4	101622500	101622618	ENSMUSG00000057722.18	ENSMUST00000037552.10	+
chr4	101622500	101622618	ENSMUSG00000057722.18	ENSMUST00000102777.10	+
chr4	101622500	101622618	ENSMUSG00000057722.18	ENSMUST00000106921.9	+
chr4	101625243	101625443	ENSMUSG00000057722.18	ENSMUST00000037552.10	+
chr4	101625243	101625443	ENSMUSG00000057722.18	ENSMUST00000102777.10	+
chr4	101625243	101625443	ENSMUSG00000057722.18	ENSMUST00000106921.9	+
chr4	101625243	101625443	ENSMUSG00000057722.18	ENSMUST00000128948.8	+
chr4	101628493	101628642	ENSMUSG00000057722.18	ENSMUST00000037552.10	+
chr4	101628493	101628642	ENSMUSG00000057722.18	ENSMUST00000102777.10	+
chr4	101628493	101628642	ENSMUSG00000057722.18	ENSMUST00000106921.9	+
chr4	101628493	101628642	ENSMUSG00000057722.18	ENSMUST00000128948.8	+
chr4	101628564	101628642	ENSMUSG00000057722.18	ENSMUST00000156402.2	+
chr4	101630032	101630192	ENSMUSG00000057722.18	ENSMUST00000037552.10	+
chr4	101630032	101630192	ENSMUSG00000057722.18	ENSMUST00000102777.10	+
