BLAG01000002	BLAG01000003	BLAG01000004	BLAG01000006	BLAG01000007
0.44374490525380655	92.29894029279177	0.0	58.57432749350246	0.8874898105076131
0.0	92.44143372966057	0.0	14.790629396745691	0.0
0.0	26.19056808720632	1.3784509519582275	22.05521523133164	0.0
0.9704359910124688	6.5773994946400665	1.509567097130507	19.786111594532002	5.822615946074812
1.1383259550839344	31.873126742350166	1.1383259550839344	1.1383259550839344	0.0
0.0	83.44032994690471	1.702863876467443	1.702863876467443	1.702863876467443
0.6115502891562655	34.858366481907126	0.30577514457813276	8.255928903609584	0.30577514457813276
0.0	5.579423087652737	0.0	39.05596161356916	0.0
0.0	53.42451116572283	0.0	0.0	0.0
0.0	51.695573107962865	0.0	2.9182984819011297	0.0
0.0	42.00063000945014	0.0	5.250078751181268	0.0
0.0	22.471910112359552	0.9363295880149812	38.38951310861423	2.808988764044944
0.363000275704458	0.471937584457048	0.363000275704458	0.370211260543201	0.363000275704458
0.364910224145113	0.501696952907288	0.364576966080447	0.398286032497427	0.367341681078949
0.364406308475813	0.52018089225092	0.364406308475813	0.373354791900776	0.364406308475813
0.370667954535234	0.385270043114697	0.373907577199967	0.426033273463823	0.375075833917672
0.378926095199858	0.372749080050573	0.381850543526623	0.388877547440751	0.386832152796161
0.37445031495928	0.399705588187684	0.367521539090461	0.389479220239515	0.364956327566927
0.368730389005345	0.399226616781265	0.375556845868575	0.354337089199703	0.365048326909437
0.364756652703428	0.509421542466095	0.370042787549862	0.355758061856321	0.370042787549862
0.36626003860014	0.418895031947191	0.367894541864003	0.36691753919714	0.365495789306758
0.370500986363577	0.359517351699989	0.370500986363577	0.390332484547183	0.370500986363577
0.36846192891611	0.443405544459042	0.36846192891611	0.356689074599444	0.36846192891611
0.363947996347671	0.443598970702248	0.363947996347671	0.358815271767593	0.363947996347671
0.363683232757374	0.417358464558259	0.363683232757374	0.365248782149871	0.363683232757374
0.36265463186737	0.394593933421381	0.365304129373219	0.385929886737912	0.36265463186737
.	.	.	.	.
.	.	.	.	.
.	.	.	.	.
