Group1	29893408	566	0
Group10	12965953	339	0
Group11	14726556	253	0
Group12	11902654	238	0
Group13	10288499	247	0
Group14	10253655	235	0
Group15	10167229	218	0
Group16	7207165	167	0
Group2	15549267	283	0
Group3	13234341	254	0
Group4	12718334	293	0
Group5	14363272	388	0
Group6	18472937	268	0
Group7	13219345	285	0
Group8	13546544	374	0
Group9	11120453	192	0
chrM	16343	0	0
GL630349	620839	5	0
GL630350	616377	10	0
GL630351	487925	4	0
GL630352	322939	0	0
GL630353	410194	4	0
GL630354	292217	7	0
GL630355	131567	0	0
GL630356	192656	6	0
GL630357	203319	0	0
GL630358	138704	2	0
GL630359	107975	2	0
GL630360	120761	0	0
GL630361	80737	0	0
GL630362	167993	2	0
GL630363	118432	4	0
GL630364	123842	7	0
GL630365	84271	0	0
GL630366	114118	6	0
GL630367	212119	0	0
GL630368	216806	0	0
GL630369	71399	0	0
GL630370	167943	0	0
GL630371	136411	1	0
GL630372	165879	0	0
GL630373	96760	0	0
GL630374	142336	2	0
GL630375	104149	0	0
GL630376	134332	3	0
GL630377	169087	21	0
GL630378	156077	4	0
GL630379	108506	0	0
GL630380	81058	8	0
GL630381	161718	2	0
GL630382	137298	0	0
GL630383	109628	0	0
GL630384	113884	0	0
GL630385	160857	2	0
GL630386	88114	0	0
GL630387	108734	0	0
GL630388	125198	2	0
GL630389	111965	1	0
GL630390	104455	2	0
GL630391	133468	0	0
GL630392	128530	7	0
GL630393	71067	0	0
GL630394	119563	4	0
GL630395	218804	4	0
GL630396	145638	4	0
GL630397	112212	0	0
GL630398	113043	1	0
GL630399	166747	8	0
GL630400	106030	6	0
GL630401	68041	6	0
GL630402	229234	0	0
GL630403	92582	0	0
GL630404	104559	1	0
GL630405	103642	0	0
GL630406	64172	0	0
GL630407	103794	2	0
GL630408	111809	3	0
GL630409	111530	0	0
GL630410	118342	0	0
GL630411	86386	2	0
GL630412	109790	5	0
GL630413	89507	0	0
GL630414	55934	0	0
GL630415	71836	0	0
GL630416	138575	1	0
GL630417	54901	0	0
GL630418	90550	0	0
GL630419	81352	0	0
GL630420	79325	0	0
GL630421	56657	1	0
GL630422	152530	1	0
GL630423	68945	0	0
GL630424	81039	0	0
GL630425	62781	0	0
GL630426	53908	0	0
GL630427	81405	0	0
GL630428	104315	0	0
GL630429	51668	0	0
GL630430	50625	2	0
GL630431	44753	0	0
GL630432	55070	0	0
GL630433	89335	2	0
GL630434	136025	3	0
GL630435	78258	5	0
GL630436	91442	0	0
GL630437	63548	0	0
GL630438	81664	0	0
GL630439	64076	0	0
GL630440	64041	0	0
GL630441	63537	0	0
GL630442	147519	5	0
GL630443	45400	0	0
GL630444	64260	4	0
GL630445	60895	0	0
GL630446	53040	0	0
GL630447	38671	0	0
GL630448	53522	0	0
GL630449	86567	0	0
GL630450	106863	6	0
GL630451	57576	0	0
GL630452	95389	1	0
GL630453	71541	0	0
GL630454	54791	0	0
GL630455	69169	0	0
GL630456	25221	0	0
GL630457	51224	0	0
GL630458	70126	2	0
GL630459	44049	0	0
GL630460	53066	2	0
GL630461	126934	0	0
GL630462	39884	0	0
GL630463	67892	0	0
GL630464	95031	0	0
GL630465	43436	0	0
GL630466	25081	0	0
GL630467	105000	1	0
GL630468	78062	0	0
GL630469	95548	0	0
GL630470	33319	0	0
GL630471	47354	0	0
GL630472	26995	0	0
GL630473	56753	0	0
GL630474	81333	0	0
GL630475	29099	0	0
GL630476	58812	0	0
GL630477	69208	0	0
GL630478	52165	6	0
GL630479	78628	0	0
GL630480	46001	2	0
GL630481	30097	0	0
GL630482	33234	0	0
GL630483	34907	0	0
