#column	count	min	max	sum	mean	Q1	med	Q3	IQR	lW	rW	outliers	A_Count	C_Count	G_Count	T_Count	N_Count	other_bases	other_base_count
1	395	18	34	12970	32.835443	33.000000	34.000000	34.000000	1.000000	32	34	18,25,27,28,30,31	98	115	101	81	0		
2	395	18	34	12900	32.658228	33.000000	34.000000	34.000000	1.000000	32	34	18,25,27,28,30,31	81	117	120	77	0		
3	395	18	34	12957	32.802532	33.000000	34.000000	34.000000	1.000000	32	34	18,25,27,28,30,31	94	118	110	73	0		
4	395	15	34	13036	33.002532	33.000000	34.000000	34.000000	1.000000	32	34	15,25,27,28,30,31	103	106	121	65	0		
5	395	15	34	13040	33.012658	33.000000	34.000000	34.000000	1.000000	32	34	15,25,27,28,30,31	86	88	115	106	0		
6	395	14	38	14292	36.182278	37.000000	38.000000	38.000000	1.000000	36	38	14,15,16,26,28,29,30,31,33,34,35	81	122	108	84	0		
7	395	14	38	14444	36.567089	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,26,28,29,30,31,32,33,34,35,36,37	93	112	114	76	0		
8	395	14	38	14503	36.716456	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,24,26,29,31,33,34,35,36,37	80	109	121	85	0		
9	395	14	38	14408	36.475949	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,26,27,28,29,30,31,33,34,35,36,37	100	112	115	68	0		
10	395	14	38	14396	36.445570	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,26,28,29,31,33,34,35,36,37	88	112	115	80	0		
11	395	14	38	14541	36.812658	38.000000	38.000000	38.000000	0.000000	38	38	14,16,26,28,29,30,31,32,33,34,35,36,37	101	100	102	92	0		
12	395	14	38	14435	36.544304	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,26,27,28,29,31,33,34,35,36,37	89	93	121	92	0		
13	395	14	38	14626	37.027848	38.000000	38.000000	38.000000	0.000000	38	38	14,16,26,27,29,31,33,34,35,36,37	97	116	101	81	0		
14	395	14	38	14625	37.025316	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,27,28,29,30,31,32,33,34,35,36,37	85	109	112	89	0		
15	395	15	38	14535	36.797468	38.000000	38.000000	38.000000	0.000000	38	38	15,16,25,26,27,28,29,31,32,33,34,35,36,37	71	113	116	95	0		
16	395	14	38	14484	36.668354	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,26,28,29,31,33,34,35,36,37	84	116	110	85	0		
17	395	14	38	14608	36.982278	38.000000	38.000000	38.000000	0.000000	38	38	14,16,26,27,28,29,31,33,34,35,36,37	88	123	119	65	0		
18	395	14	38	14544	36.820253	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,24,26,28,29,31,32,34,35,36,37	95	101	108	91	0		
19	395	14	38	14354	36.339241	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,27,29,30,31,33,34,35,36,37	73	99	124	99	0		
20	395	14	38	14519	36.756962	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,25,26,27,28,29,31,33,34,35,36,37	91	96	122	86	0		
21	395	14	38	14447	36.574684	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,25,26,27,29,31,34,35,36,37	86	103	112	94	0		
22	395	14	38	14424	36.516456	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,25,26,27,28,29,31,33,34,35,36,37	82	118	114	81	0		
23	395	14	38	14440	36.556962	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,24,25,26,27,28,29,31,32,33,34,35,36,37	74	117	101	103	0		
24	395	14	38	14402	36.460759	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,27,28,29,31,33,34,35,36,37	85	109	105	96	0		
25	395	14	38	14544	36.820253	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,25,27,29,31,32,33,34,35,36,37	81	114	117	83	0		
26	395	14	38	14184	35.908861	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,24,25,27,29,30,31,33,34,35,36,37	85	108	111	91	0		
27	395	14	38	14583	36.918987	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,25,29,31,33,34,35,36,37	73	111	118	93	0		
28	395	14	38	14633	37.045570	38.000000	38.000000	38.000000	0.000000	38	38	14,16,25,27,28,29,30,33,34,35,36,37	88	119	108	80	0		
29	395	14	38	14519	36.756962	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,25,27,28,29,30,31,33,34,35,36,37	90	109	119	77	0		
30	395	14	38	14412	36.486076	38.000000	38.000000	38.000000	0.000000	38	38	14,16,24,25,27,29,31,32,33,34,35,36,37	90	104	110	91	0		
31	395	16	38	14684	37.174684	38.000000	38.000000	38.000000	0.000000	38	38	16,24,25,27,28,29,31,33,34,35,36,37	75	115	118	87	0		
32	395	14	38	14386	36.420253	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,24,25,27,28,29,31,33,34,35,36,37	77	109	120	89	0		
33	395	14	38	14488	36.678481	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,25,27,28,29,31,33,34,35,36,37	81	107	119	88	0		
34	395	14	38	14546	36.825316	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,24,25,27,28,29,31,33,34,35,36,37	84	109	115	87	0		
35	395	14	38	14398	36.450633	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,24,25,27,28,29,32,33,34,35,36,37	91	110	120	74	0		
36	395	14	38	14513	36.741772	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,25,27,28,29,31,33,34,35,36,37	82	109	112	92	0		
37	395	14	38	14489	36.681013	38.000000	38.000000	38.000000	0.000000	38	38	14,16,24,25,28,29,31,32,33,34,35,36,37	91	104	118	82	0		
38	395	14	38	14453	36.589873	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,25,28,29,30,31,33,34,35,36,37	80	109	118	88	0		
39	395	14	38	14529	36.782278	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,27,28,29,31,33,34,35,36,37	73	119	116	87	0		
40	395	14	38	14415	36.493671	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,25,27,28,29,31,32,33,34,35,36,37	98	109	97	91	0		
41	395	14	38	14490	36.683544	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,25,27,28,29,32,33,34,35,36,37	88	104	122	81	0		
42	395	14	38	14495	36.696203	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,24,27,28,31,32,33,34,35,36,37	85	111	132	67	0		
43	395	14	38	14533	36.792405	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,24,25,28,29,31,33,34,35,36,37	78	126	103	88	0		
44	395	14	38	14515	36.746835	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,24,27,28,29,30,31,33,34,35,36,37	83	114	113	85	0		
45	395	14	38	14332	36.283544	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,24,25,27,28,29,30,31,33,34,35,36,37	79	109	131	76	0		
46	395	14	38	14582	36.916456	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,25,27,28,29,31,32,33,34,35,36,37	94	134	96	71	0		
47	395	14	38	14556	36.850633	38.000000	38.000000	38.000000	0.000000	38	38	14,16,25,27,28,29,31,32,33,34,35,36,37	78	117	106	94	0		
48	395	14	38	14373	36.387342	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,24,25,27,28,29,31,33,34,35,36,37	93	114	111	77	0		
49	395	14	38	14378	36.400000	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,25,27,29,31,32,33,34,35,36,37	95	114	114	72	0		
