#column	count	min	max	sum	mean	Q1	med	Q3	IQR	lW	rW	outliers	A_Count	C_Count	G_Count	T_Count	N_Count	other_bases	other_base_count
1	592	18	34	19475	32.896959	33.000000	34.000000	34.000000	1.000000	32	34	18,25,27,28,30,31	134	164	167	127	0		
2	592	18	34	19367	32.714527	33.000000	34.000000	34.000000	1.000000	32	34	18,25,27,28,30,31	133	174	166	119	0		
3	592	18	34	19450	32.854730	33.000000	34.000000	34.000000	1.000000	32	34	18,25,27,28,30,31	136	167	169	120	0		
4	592	15	34	19459	32.869932	33.000000	34.000000	34.000000	1.000000	32	34	15,25,27,28,30,31	160	153	177	102	0		
5	592	15	34	19502	32.942568	33.000000	34.000000	34.000000	1.000000	32	34	15,25,27,28,30,31	137	152	166	137	0		
6	592	14	38	21371	36.099662	37.000000	38.000000	38.000000	1.000000	36	38	14,15,16,26,28,29,30,31,33,34,35	130	191	153	118	0		
7	592	14	38	21745	36.731419	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,26,28,29,30,31,32,33,34,35,36,37	140	160	173	119	0		
8	592	14	38	21706	36.665541	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,24,26,28,29,31,33,34,35,36,37	129	164	173	126	0		
9	592	14	38	21768	36.770270	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,26,27,28,29,30,31,33,34,35,36,37	136	169	172	115	0		
10	592	14	38	21699	36.653716	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,26,28,29,30,31,32,33,34,35,36,37	130	162	174	126	0		
11	592	14	38	21777	36.785473	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,26,28,29,30,31,32,33,34,35,36,37	149	163	155	125	0		
12	592	14	38	21692	36.641892	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,26,27,28,29,31,32,33,34,35,36,37	129	148	177	138	0		
13	592	14	38	21862	36.929054	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,26,27,28,29,31,33,34,35,36,37	137	159	168	128	0		
14	592	14	38	21752	36.743243	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,26,27,28,29,30,31,32,33,34,35,36,37	137	160	164	131	0		
15	592	15	38	21831	36.876689	38.000000	38.000000	38.000000	0.000000	38	38	15,16,25,26,27,28,29,31,32,33,34,35,36,37	105	168	182	137	0		
16	592	14	38	21746	36.733108	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,24,26,27,28,29,31,33,34,35,36,37	126	175	170	121	0		
17	592	14	38	21716	36.682432	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,26,27,28,29,31,33,34,35,36,37	127	175	182	108	0		
18	592	14	38	21778	36.787162	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,24,26,28,29,30,31,32,33,34,35,36,37	139	145	178	130	0		
19	592	14	38	21667	36.599662	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,25,27,29,30,31,33,34,35,36,37	118	155	183	136	0		
20	592	14	38	21723	36.694257	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,25,26,27,28,29,31,32,33,34,35,36,37	139	149	174	130	0		
21	592	14	38	21660	36.587838	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,25,26,27,28,29,31,33,34,35,36,37	127	165	172	128	0		
22	592	14	38	21778	36.787162	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,25,26,27,28,29,31,33,34,35,36,37	117	181	173	121	0		
23	592	14	38	21817	36.853041	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,24,25,26,27,28,29,31,32,33,34,35,36,37	115	174	165	138	0		
24	592	14	38	21661	36.589527	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,24,27,28,29,31,33,34,35,36,37	112	172	172	136	0		
25	592	14	38	21754	36.746622	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,25,27,28,29,31,32,33,34,35,36,37	118	183	172	119	0		
26	592	14	38	21380	36.114865	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,24,25,27,29,30,31,33,34,35,36,37	125	166	169	132	0		
27	592	14	38	21896	36.986486	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,25,27,29,31,33,34,35,36,37	110	163	165	154	0		
28	592	14	38	21806	36.834459	38.000000	38.000000	38.000000	0.000000	38	38	14,16,24,25,27,28,29,30,33,34,35,36,37	124	170	167	131	0		
29	592	14	38	21828	36.871622	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,25,27,28,29,30,31,33,34,35,36,37	131	175	162	124	0		
30	592	14	38	21595	36.478041	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,24,25,27,29,31,32,33,34,35,36,37	135	159	160	138	0		
31	592	2	38	21954	37.084459	38.000000	38.000000	38.000000	0.000000	38	38	2,16,24,25,27,28,29,31,33,34,35,36,37	125	162	181	124	0		
32	592	14	38	21596	36.479730	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,24,25,27,28,29,31,33,34,35,36,37	124	161	173	134	0		
33	592	14	38	21744	36.729730	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,25,27,28,29,31,32,33,34,35,36,37	132	151	181	128	0		
34	592	14	38	21835	36.883446	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,24,25,27,28,29,30,31,33,34,35,36,37	127	159	170	136	0		
35	592	14	38	21608	36.500000	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,24,25,27,28,29,31,32,33,34,35,36,37	141	165	175	111	0		
36	592	14	38	21761	36.758446	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,25,27,28,29,31,33,34,35,36,37	139	159	162	132	0		
37	592	14	38	21738	36.719595	38.000000	38.000000	38.000000	0.000000	38	38	14,16,24,25,27,28,29,31,32,33,34,35,36,37	141	161	173	117	0		
38	592	14	38	21731	36.707770	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,25,27,28,29,30,31,33,34,35,36,37	120	166	167	139	0		
39	592	14	38	21838	36.888514	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,24,25,27,28,29,31,32,33,34,35,36,37	117	180	172	123	0		
40	592	14	38	21688	36.635135	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,24,25,27,28,29,31,32,33,34,35,36,37	149	148	156	139	0		
41	592	14	38	21608	36.500000	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,25,27,28,29,31,32,33,34,35,36,37	126	149	189	128	0		
42	592	14	38	21652	36.574324	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,24,27,28,29,31,32,33,34,35,36,37	136	160	189	107	0		
43	592	14	38	21650	36.570946	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,24,25,27,28,29,30,31,33,34,35,36,37	125	186	153	128	0		
44	592	14	38	21665	36.596284	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,24,25,27,28,29,30,31,33,34,35,36,37	128	172	170	122	0		
45	592	14	38	21558	36.415541	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,24,25,27,28,29,30,31,33,34,35,36,37	120	167	186	119	0		
46	592	14	38	21749	36.738176	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,24,25,27,28,29,31,32,33,34,35,36,37	136	190	159	107	0		
47	592	14	38	21508	36.331081	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,25,27,28,29,31,32,33,34,35,36,37	129	167	165	131	0		
48	592	14	38	21573	36.440878	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,24,25,27,28,29,30,31,33,34,35,36,37	149	157	163	123	0		
49	592	14	38	21574	36.442568	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,24,25,27,28,29,31,32,33,34,35,36,37	135	172	174	111	0		
50	592	14	38	21719	36.687500	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,24,25,27,28,29,30,31,33,34,35,36,37	122	158	192	120	0		
