chr_donorA	brkpt_donorA	strand_donorA	chr_acceptorB	brkpt_acceptorB	strand_acceptorB	junction_type	repeat_left_lenA	repeat_right_lenB	read_name	start_alnA	cigar_alnA	start_alnB	cigar_alnB	num_chim_aln	max_poss_aln_score	non_chim_aln_score	this_chim_aln_score	bestall_chim_aln_score	PEmerged_bool	readgrp
chr13	99984945	-	chr12	53406754	-	2	1	2	READ_124597	99984946	42S65M	53406712	42M65S	1	107	65	104	104	0
chr12	53409361	-	chr13	99985110	-	2	1	2	READ_125374	53409362	63S44M	99985047	63M44S	1	107	62	105	105	0
chr13	99984945	-	chr12	53406754	-	2	1	2	READ_127391	99984946	47S60M	53406707	47M60S	1	107	61	105	105	0
chr13	99984945	-	chr12	53406754	-	2	1	2	READ_128776	99984946	25S82M	53406729	25M82S	2	107	82	104	104	0
chr13	99985110	+	chr12	53409361	+	1	2	1	READ_129719	99985067	43M64S	53409362	43S64M	1	107	65	104	104	0
chr1	116714512	-	chr12	6537099	+	0	0	17	READ_130701	116714513	93S14M	6537100	14S93M	2	107	93	101	101	0
chr12	53409562	+	chr1	26202488	+	1	3	2	READ_132956	53409508	54M53S	26202489	54S53M	1	107	55	105	105	0
chr12	108562681	-	chr1	7293857	-	0	0	0	READ_135918	108562682	19S55M1542N33M	7293843	5S14M88S	5	107	85	97	98	0
chr1	8866503	+	chr12	75028690	-	0	0	0	READ_136242	8866410	93M14S	75028676	14M93S	8	107	89	101	101	0
chr12	53406754	+	chr13	99984945	+	1	2	1	READ_138280	53406682	72M35S	99984946	72S35M	1	107	73	104	104	0
chr12	31615125	+	chr1	65226816	-	0	0	10	READ_139464	31615098	27M80S	65226736	80M27S	4	107	85	99	99	0
chr12	15898019	+	chr1	213825512	+	0	0	0	READ_141262	15897926	93M14S	213825513	93S14M	10	107	91	103	103	0
chr12	15898019	+	chr1	63966023	-	0	0	0	READ_141262	15897926	93M14S	63966009	14M93S	10	107	91	103	103	0
chr12	53409562	+	chr1	26202488	+	1	3	2	READ_141467	53409503	59M48S	26202489	59S48M	1	107	60	105	105	0
chr12	53406754	+	chr13	99984945	+	1	2	1	READ_141543	53406696	58M49S	99984946	58S49M	1	107	60	105	105	0
chr1	26202488	-	chr12	53409562	-	2	2	3	READ_141732	26202489	70S37M	53409492	70M37S	1	107	70	104	104	0
chr1	247190931	+	chr12	21637069	+	0	0	1	READ_141854	247190913	18M89S	21637070	18S89M	6	107	95	99	102	0
chr1	200275805	+	chr12	21637066	+	0	0	0	READ_141854	200275790	15M92S	21637067	15S92M	6	107	95	99	102	0
chr1	94518514	+	chr12	55282675	-	0	0	0	READ_142606	94518435	79M28S	55282647	28M79S	4	107	75	91	91	0
chr13	50910072	+	chr8	65841568	+	0	0	1	READ_142896	50909987	85M22S	65841569	85S22M	4	107	79	91	93	0
chr13	46148350	-	chr12	89212517	-	0	0	0	READ_142944	46148351	20S87M	89212502	5S15M87S	10	107	85	98	99	0
chr13	46148350	-	chr12	47018140	-	0	0	0	READ_142944	46148351	20S87M	47018120	20M87S	10	107	85	99	99	0
chr12	53406754	+	chr13	99984945	+	1	2	1	READ_143722	53406717	37M70S	99984946	37S70M	1	107	70	104	104	0
chr12	53409562	+	chr1	26202488	+	1	3	2	READ_144407	53409505	57M50S	26202489	57S50M	1	107	58	105	105	0
chr13	99984945	-	chr12	53406754	-	2	1	2	READ_147142	99984946	77S30M	53406677	77M30S	1	107	78	104	104	0
chr1	26202488	-	chr12	53409562	-	2	2	3	READ_148597	26202489	82S25M	53409480	82M25S	1	107	80	102	102	0
chr12	53409361	-	chr13	99985110	-	2	1	2	READ_148701	53409362	90S17M	99985020	90M17S	1	107	89	104	104	0
chr1	26202488	-	chr12	53409562	-	2	2	3	READ_150733	26202489	30S77M	53409532	30M77S	1	107	78	104	104	0
chr12	53406754	+	chr13	99984945	+	1	2	1	READ_152601	53406688	66M41S	99984946	66S41M	1	107	67	104	104	0
chr13	99984945	-	chr12	53406754	-	2	1	2	READ_152643	99984946	76S31M	53406678	76M31S	1	107	77	104	104	0
chr13	99985110	+	chr12	53409361	+	1	2	1	READ_153471	99985035	75M32S	53409362	75S32M	1	107	74	104	104	0
chr12	53406754	+	chr13	99984945	+	1	2	1	READ_157789	53406723	31M76S	99984946	31S76M	2	107	76	104	104	0
chr1	26202488	-	chr12	53409562	-	2	2	3	READ_158082	26202489	79S28M	53409483	79M28S	1	107	79	104	104	0
chr13	57878276	+	chr12	29321932	-	0	0	1	READ_158937	57878263	13M94S	29321838	94M13S	6	107	88	97	100	0
chr13	95760147	+	chr12	29321928	-	0	0	0	READ_158937	95760133	3S14M90S	29321838	90M17S	6	107	88	100	100	0
chr13	99985110	+	chr12	53409361	+	1	2	1	READ_159190	99985084	26M81S	53409362	26S81M	1	107	82	104	104	0
chr12	6537887	-	chr13	45124058	+	0	0	7	READ_159964	6537888	75S32M	45124059	32S70M5S	10	107	66	92	96	0
chr12	53409361	-	chr13	99985110	-	2	1	2	READ_160880	53409362	68S39M	99985042	68M39S	1	107	67	104	104	0
chr12	112406833	+	chr1	45781672	-	1	1	1	READ_161001	112406801	2S32M73S	45781599	73M34S	6	107	97	98	101	0
chr12	9239982	+	chr13	81690435	-	0	0	7	READ_162170	9239927	55M52S	81690383	52M55S	4	107	92	96	96	0
chr13	99984945	-	chr12	53406754	-	2	1	2	READ_163261	99984946	21S86M	53406733	21M86S	4	107	86	104	104	0
chr1	154702909	+	chr12	93854172	-	0	0	0	READ_165302	154702819	1S90M16S	93854158	2S14M91S	4	107	84	96	96	0
chr1	26202488	-	chr12	53409562	-	2	2	3	READ_166077	26202489	65S42M	53409497	65M42S	1	107	65	104	104	0
chr13	81690967	-	chr12	12112065	-	0	0	5	READ_167016	81690968	75S32M	12111990	75M32S	7	107	95	99	99	0
chr12	124346853	+	chr1	115877833	-	0	0	0	READ_167376	124346768	85M22S	115877818	7S15M85S	6	107	83	96	96	0
chr12	53409562	+	chr1	26202488	+	1	3	2	READ_167601	53409492	70M37S	26202489	70S37M	1	107	70	104	104	0
chr1	53583208	-	chr12	110534849	-	0	0	0	READ_169202	53583209	87S16M4S	110534762	87M20S	2	107	83	97	97	0
chr1	31919118	+	chr12	133033428	-	0	0	8	READ_169326	31919042	39M1I37M30S	133033398	30M77S	1	107	96	98	98	0
chr1	155260454	+	chr12	111474281	-	0	0	0	READ_169454	155260367	87M20S	111474264	3S17M87S	6	107	85	98	100	0
chr12	53409562	+	chr1	26202488	+	1	3	2	READ_169507	53409525	37M70S	26202489	37S70M	1	107	71	104	104	0
chr13	99985110	+	chr12	53409361	+	1	2	1	READ_169528	99985080	30M77S	53409362	30S77M	1	107	78	104	104	0
chr13	99985110	+	chr12	53409361	+	1	2	1	READ_169674	99985058	52M55S	53409362	52S55M	1	107	56	105	105	0
chr12	53406754	+	chr13	99984945	+	1	2	1	READ_171007	53406684	70M37S	99984946	70S37M	1	107	71	104	104	0
chr13	64844147	+	chr12	6955486	-	0	0	0	READ_171181	64844133	14M93S	6955393	93M14S	8	107	91	103	103	0
chr12	56113840	+	chr1	221146519	-	0	0	0	READ_173012	56113756	3S84M20S	221146505	6S14M87S	5	107	80	92	93	0
chr12	109493333	-	chr13	45341157	-	0	0	3	READ_173945	109493334	92S15M	45341065	92M15S	3	107	90	103	103	0
chr12	105993384	+	chr13	45341157	-	0	0	3	READ_173945	105993369	15M92S	45341065	92M15S	3	107	90	103	103	0
chr1	51250734	-	chr12	120097306	+	0	0	3	READ_174524	51250735	66S41M	120097307	41S66M	7	107	62	101	101	0
chr12	110170145	-	chr13	46763453	-	0	0	2	READ_174698	110170146	45S62M	46763408	45M62S	4	107	74	94	94	0
chr12	46359081	-	chr1	223550614	-	0	0	1	READ_175123	46359082	20S87M	223550598	4S16M87S	4	107	79	91	93	0
chr1	43170755	-	chr12	95117068	+	0	0	0	READ_175612	43170756	14S93M	95117069	93S14M	4	107	85	97	97	0
chr1	26202488	-	chr12	53409562	-	2	2	3	READ_175952	26202489	31S76M	53409531	31M76S	1	107	77	104	104	0
chr1	148392470	+	chr12	120199308	+	0	0	0	READ_177175	148392453	17M90S	120199309	17S90M	3	107	97	99	101	0
