TRINITY_DN319_c0_g1_i1	ENST00000518899.5	ENSG00000188782.9	OTTHUMG00000003383.4	OTTHUMT00000381674.1	CATSPER4-203	CATSPER4	1831	nonsense_mediated_decay		100.000	473	0	0	924	1396	1350	1822	0.0	874	1396	1831	N/A	plus	34
TRINITY_DN319_c0_g1_i1	ENST00000456354.7	ENSG00000188782.9	OTTHUMG00000003383.4	OTTHUMT00000019849.2	CATSPER4-202	CATSPER4	1867	protein_coding		100.000	473	0	0	924	1396	1390	1862	0.0	874	1396	1867	N/A	plus	34
TRINITY_DN319_c0_g1_i1	ENST00000520751.1	ENSG00000136997.22	OTTHUMG00000128475.10	OTTHUMT00000380692.2	MYC-204	MYC	577	protein_coding_CDS_not_defined		100.000	393	0	0	1	393	2	394	0.0	726	1396	577	N/A	plus	28
TRINITY_DN319_c0_g1_i1	ENST00000621592.8	ENSG00000136997.22	OTTHUMG00000128475.10	OTTHUMT00000250277.8	MYC-206	MYC	3721	protein_coding		100.000	392	0	0	1	392	2	393	0.0	725	1396	3721	N/A	plus	28
TRINITY_DN319_c0_g1_i1	ENST00000524013.2	ENSG00000136997.22	OTTHUMG00000128475.10	OTTHUMT00000380691.2	MYC-205	MYC	2150	protein_coding		100.000	392	0	0	1	392	13	404	0.0	725	1396	2150	N/A	plus	28
TRINITY_DN319_c0_g1_i1	ENST00000377970.6	ENSG00000136997.22	OTTHUMG00000128475.10	OTTHUMT00000476371.1	MYC-202	MYC	2351	protein_coding		100.000	392	0	0	1	392	149	540	0.0	725	1396	2351	N/A	plus	28
TRINITY_DN319_c0_g1_i1	ENST00000259523.10	ENSG00000136997.22	OTTHUMG00000128475.10	OTTHUMT00000250278.1	MYC-201	MYC	2042	protein_coding		100.000	392	0	0	1	392	799	1190	0.0	725	1396	2042	N/A	plus	28
TRINITY_DN319_c0_g1_i1	ENST00000641036.1	ENSG00000136997.22	OTTHUMG00000128475.10	OTTHUMT00000493534.1	MYC-207	MYC	567	protein_coding		100.000	381	0	0	1	381	187	567	0.0	704	1396	567	N/A	plus	27
TRINITY_DN319_c0_g1_i1	ENST00000426431.2	ENSG00000185591.11	OTTHUMG00000170047.5	OTTHUMT00000407045.2	SP1-202	SP1	7603	protein_coding		100.000	206	0	0	722	927	1880	2085	1.79e-103	381	1396	7603	N/A	plus	15
TRINITY_DN319_c0_g1_i1	ENST00000854917.1	ENSG00000185591.11	OTTHUMG00000170047.5	-	SP1-205	SP1	1334	protein_coding		100.000	206	0	0	722	927	535	740	1.79e-103	381	1396	1334	N/A	plus	15
TRINITY_DN319_c0_g1_i1	ENST00000327443.9	ENSG00000185591.11	OTTHUMG00000170047.5	OTTHUMT00000407044.2	SP1-201	SP1	7680	protein_coding		100.000	206	0	0	722	927	1957	2162	1.79e-103	381	1396	7680	N/A	plus	15
TRINITY_DN319_c0_g1_i1	ENST00000517291.2	ENSG00000136997.22	OTTHUMG00000128475.10	OTTHUMT00000380690.2	MYC-203	MYC	1023	protein_coding		100.000	184	0	0	209	392	318	501	3.04e-91	340	1396	1023	N/A	plus	13
TRINITY_DN319_c0_g1_i1	ENST00000477213.1	ENSG00000043355.12	OTTHUMG00000017279.5	OTTHUMT00000045622.1	ZIC2-203	ZIC2	473	protein_coding_CDS_not_defined		100.000	167	0	0	560	726	156	322	8.56e-82	309	1396	473	N/A	plus	12
TRINITY_DN319_c0_g1_i1	ENST00000490085.5	ENSG00000043355.12	OTTHUMG00000017279.5	OTTHUMT00000045619.1	ZIC2-205	ZIC2	455	protein_coding_CDS_not_defined		98.844	173	2	0	554	726	114	286	8.56e-82	309	1396	455	N/A	plus	12
TRINITY_DN319_c0_g1_i1	ENST00000376335.8	ENSG00000043355.12	OTTHUMG00000017279.5	OTTHUMT00000045618.4	ZIC2-201	ZIC2	2963	protein_coding		100.000	167	0	0	560	726	1355	1521	8.56e-82	309	1396	2963	N/A	plus	12
TRINITY_DN319_c0_g1_i1	ENST00000468291.1	ENSG00000043355.12	OTTHUMG00000017279.5	OTTHUMT00000045621.1	ZIC2-202	ZIC2	383	protein_coding_CDS_not_defined		98.844	173	1	1	554	726	43	214	3.08e-81	307	1396	383	N/A	plus	12
TRINITY_DN319_c0_g1_i1	ENST00000282928.5	ENSG00000152977.10	OTTHUMG00000159456.2	OTTHUMT00000355497.2	ZIC1-201	ZIC1	5260	protein_coding		89.820	167	17	0	560	726	1729	1895	1.92e-53	215	1396	5260	N/A	plus	12
TRINITY_DN319_c0_g1_i1	ENST00000488404.5	ENSG00000152977.10	OTTHUMG00000159456.2	OTTHUMT00000355498.1	ZIC1-205	ZIC1	539	protein_coding		89.820	167	17	0	560	726	47	213	1.92e-53	215	1396	539	N/A	plus	12
