chr_donorA	brkpt_donorA	strand_donorA	chr_acceptorB	brkpt_acceptorB	strand_acceptorB	junction_type	repeat_left_lenA	repeat_right_lenB	read_name	start_alnA	cigar_alnA	start_alnB	cigar_alnB	num_chim_aln	max_poss_aln_score	non_chim_aln_score	this_chim_aln_score	bestall_chim_aln_score	PEmerged_bool	readgrp
chr13	99984945	-	chr12	53406754	-	2	1	2	READ_124597	99984946	42S65M	53406712	42M65S	1	107	65	104	104	0
chr12	74540961	+	chr8	28100673	+	0	0	1	READ_129386	74540880	3S81M23S	28100674	84S21M2S	3	107	80	94	97	0
chr12	53406584	-	chr8	127736624	-	2	2	3	READ_129514	53406585	54S53M	127736570	54M53S	1	107	57	105	105	0
chr12	53406584	-	chr8	127736624	-	2	2	3	READ_130718	53406585	60S47M	127736564	60M47S	1	107	63	105	105	0
chr12	108562681	-	chr8	7159289	-	0	0	0	READ_135918	108562682	19S55M1542N33M	7159275	5S14M88S	5	107	85	97	98	0
chr8	127736624	+	chr12	53406584	+	1	3	2	READ_136281	127736579	45M62S	53406585	45S62M	1	107	63	105	105	0
chr12	53406584	-	chr8	127736624	-	2	2	3	READ_147381	53406585	43S64M	127736581	43M64S	1	107	65	104	104	0
chr8	127736624	+	chr12	53406584	+	1	3	2	READ_157004	127736572	52M55S	53406585	52S55M	1	107	57	105	105	0
chr12	76050532	-	chr8	31991422	-	0	0	3	READ_157348	76050533	21S86M	31991401	21M86S	9	107	89	99	100	0
chr12	53406584	-	chr8	127736624	-	2	2	3	READ_164588	53406585	50S57M	127736574	50M57S	1	107	59	105	105	0
chr8	47591580	-	chr12	93409612	-	0	0	2	READ_165137	47591581	76S31M	93409536	76M31S	2	107	77	103	103	0
chr12	53406584	-	chr8	127736624	-	2	2	3	READ_165158	53406585	62S45M	127736562	62M45S	1	107	65	105	105	0
chr12	53406584	-	chr8	127736624	-	2	2	3	READ_168249	53406585	32S75M	127736592	32M75S	1	107	76	104	104	0
chr8	79892996	-	chr12	6955486	-	0	0	0	READ_171181	79892997	93S14M	6955393	93M14S	8	107	91	103	103	0
chr8	127736624	+	chr12	53406584	+	1	3	2	READ_174360	127736568	56M51S	53406585	56S51M	1	107	59	105	105	0
chr8	8952569	+	chr12	120199308	+	0	0	0	READ_177175	8952552	17M90S	120199309	17S90M	3	107	97	99	101	0
chr8	67343296	+	chr12	122505385	-	0	0	0	READ_181974	67343279	6S17M84S	122505301	84M23S	5	107	82	93	94	0
chr8	47977298	+	chr12	72004126	-	0	0	0	READ_183072	47977205	93M14S	72004112	14M93S	7	107	85	97	97	0
chr8	137127075	+	chr12	6583376	-	1	0	1	READ_183683	137127056	11S19M77S	6583299	77M30S	3	107	77	91	92	0
chr8	127736624	+	chr12	53406584	+	1	3	2	READ_187179	127736563	61M46S	53406585	61S46M	1	107	64	105	105	0
