READ_77005	gi|2023428929|gb|CP071563.1|	100.000	75	5.03e-29	139	CP071563.1	Sus scrofa scrofa breed NS chromosome 12	415978	N/A
READ_77005	gi|2504581149|emb|OX596404.1|	93.651	63	1.10e-15	95.3	OX596404.1	Stenella coeruleoalba genome assembly, chromosome: 19	9737	N/A
READ_77005	gi|2499297175|emb|OX465345.1|	93.651	63	1.10e-15	95.3	OX465345.1	Delphinus delphis genome assembly, chromosome: 19	9728	N/A
READ_77005	gi|2499294726|emb|OX465370.1|	93.651	63	1.10e-15	95.3	OX465370.1	Balaenoptera acutorostrata genome assembly, chromosome: 20	9767	N/A
READ_77005	gi|2472127494|emb|OX459092.1|	93.651	63	1.10e-15	95.3	OX459092.1	Lagenorhynchus albirostris genome assembly, chromosome: 20	27610	N/A
READ_77005	gi|2472109661|emb|OX457074.1|	93.651	63	1.10e-15	95.3	OX457074.1	Hyperoodon ampullatus genome assembly, chromosome: 19	48744	N/A
READ_77005	gi|2233304508|emb|OW443379.1|	93.651	63	1.10e-15	95.3	OW443379.1	Orcinus orca genome assembly, chromosome: 19	9733	N/A
READ_106400	gi|18653555|gb|AC091401.2|	100.000	75	5.03e-29	139	AC091401.2	Sus scrofa clone RP44-198J22, complete sequence	9823	N/A
READ_108752	gi|1191814439|ref|XM_021064488.1|	100.000	75	5.03e-29	139	XM_021064488.1	PREDICTED: Sus scrofa NIMA related kinase 7 (NEK7), transcript variant X3, mRNA	9823	N/A
READ_108752	gi|2023428927|gb|CP071561.1|	100.000	75	5.03e-29	139	CP071561.1	Sus scrofa scrofa breed NS chromosome 10	415978	N/A
READ_108752	gi|371911390|dbj|AK396719.1|	100.000	75	5.03e-29	139	AK396719.1	Sus scrofa mRNA, clone: PST010080E08, expressed in prostate	9823	N/A
READ_108752	gi|288777795|dbj|AK347620.1|	100.000	75	5.03e-29	139	AK347620.1	Sus scrofa mRNA, clone:OVR010067C07, expressed in ovary	9823	N/A
READ_108752	gi|115551262|dbj|AK232696.1|	100.000	75	5.03e-29	139	AK232696.1	Sus scrofa mRNA, clone:LVRM10007G12, expressed in liver	9823	N/A
READ_108752	gi|115550184|dbj|AK235663.1|	100.000	75	5.03e-29	139	AK235663.1	Sus scrofa mRNA, clone:OVRM10102C05, expressed in ovary	9823	N/A
READ_113447	gi|2023428935|gb|CP071569.1|	100.000	75	5.03e-29	139	CP071569.1	Sus scrofa scrofa breed NS chromosome 18	415978	N/A
READ_122149	gi|2023428934|gb|CP071568.1|	100.000	75	5.03e-29	139	CP071568.1	Sus scrofa scrofa breed NS chromosome 17	415978	N/A
READ_122149	gi|371916033|dbj|AK389968.1|	100.000	75	5.03e-29	139	AK389968.1	Sus scrofa mRNA, clone: BFLT10012D08, expressed in brain (frontal lobe)	9823	N/A
READ_122149	gi|288784436|dbj|AK345852.1|	100.000	75	5.03e-29	139	AK345852.1	Sus scrofa mRNA, clone:LVR010034C08, expressed in liver	9823	N/A
READ_122149	gi|288781951|dbj|AK350622.1|	100.000	75	5.03e-29	139	AK350622.1	Sus scrofa mRNA, clone:SPL010105C02, expressed in spleen	9823	N/A
READ_122149	gi|115549398|dbj|AK235420.1|	98.667	75	2.34e-27	134	AK235420.1	Sus scrofa mRNA, clone:OVRM10079G03, expressed in ovary	9823	N/A
READ_145438	gi|2023428934|gb|CP071568.1|	100.000	75	5.03e-29	139	CP071568.1	Sus scrofa scrofa breed NS chromosome 17	415978	N/A
READ_158007	gi|2023428934|gb|CP071568.1|	100.000	75	5.03e-29	139	CP071568.1	Sus scrofa scrofa breed NS chromosome 17	415978	N/A
READ_158007	gi|2023428934|gb|CP071568.1|	100.000	75	5.03e-29	139	CP071568.1	Sus scrofa scrofa breed NS chromosome 17	415978	N/A
READ_158007	gi|1191801759|ref|XM_021081892.1|	100.000	55	6.59e-18	102	XM_021081892.1	PREDICTED: Sus scrofa basic salivary proline-rich protein 2-like (LOC110258600), mRNA	9823	N/A
READ_158007	gi|1191800590|ref|XM_021081402.1|	100.000	55	6.59e-18	102	XM_021081402.1	PREDICTED: Sus scrofa basic salivary proline-rich protein 4-like (LOC110258214), mRNA	9823	N/A
READ_158007	gi|1191801757|ref|XM_021081891.1|	100.000	54	2.37e-17	100	XM_021081891.1	PREDICTED: Sus scrofa collagen alpha-1(I) chain-like (LOC102158401), mRNA	9823	N/A
READ_159501	gi|115546912|dbj|AK240558.1|	100.000	75	5.03e-29	139	AK240558.1	Sus scrofa mRNA, clone:UTR010098B11, expressed in uterus	9823	N/A
READ_167656	gi|84794430|emb|CT009664.17|	100.000	75	5.03e-29	139	CT009664.17	Pig DNA sequence from clone CH242-113D8 on chromosome 7, complete sequence	9823	N/A
READ_181007	gi|161936479|emb|CU302418.5|	100.000	75	5.03e-29	139	CU302418.5	Pig DNA sequence from clone CH242-240P19 on chromosome 7, complete sequence	9823	N/A
READ_197941	gi|304854785|emb|CU019573.8|	100.000	75	5.03e-29	139	CU019573.8	Pig DNA sequence from clone CH242-21M5 on chromosome 6, complete sequence	9823	N/A
READ_197941	gi|336478165|emb|CU928841.9|	91.525	59	3.09e-11	80.5	CU928841.9	Pig DNA sequence from clone CH242-129J12 on chromosome X, complete sequence	9823	N/A
READ_206557	gi|1191801759|ref|XM_021081892.1|	100.000	75	5.03e-29	139	XM_021081892.1	PREDICTED: Sus scrofa basic salivary proline-rich protein 2-like (LOC110258600), mRNA	9823	N/A
READ_206557	gi|1191800590|ref|XM_021081402.1|	100.000	75	5.03e-29	139	XM_021081402.1	PREDICTED: Sus scrofa basic salivary proline-rich protein 4-like (LOC110258214), mRNA	9823	N/A
READ_206557	gi|2023428934|gb|CP071568.1|	100.000	75	5.03e-29	139	CP071568.1	Sus scrofa scrofa breed NS chromosome 17	415978	N/A
READ_206557	gi|2023428934|gb|CP071568.1|	100.000	75	5.03e-29	139	CP071568.1	Sus scrofa scrofa breed NS chromosome 17	415978	N/A
READ_206557	gi|374532828|ref|NR_046261.1|	100.000	69	1.09e-25	128	NR_046261.1	Sus scrofa 18S ribosomal RNA (RN18S), ribosomal RNA	9823	N/A
READ_206557	gi|37956930|gb|AY265350.1|	100.000	69	1.09e-25	128	AY265350.1	Sus scrofa 18S ribosomal RNA gene, complete sequence	9823	N/A
READ_212378	gi|2023428928|gb|CP071562.1|	100.000	75	5.03e-29	139	CP071562.1	Sus scrofa scrofa breed NS chromosome 11	415978	N/A
