#column	count	min	max	sum	mean	Q1	med	Q3	IQR	lW	rW	outliers	A_Count	C_Count	G_Count	T_Count	N_Count	other_bases	other_base_count
1	691	18	34	22750	32.923300	33.000000	34.000000	34.000000	1.000000	32	34	18,25,27,28,30,31	157	188	193	153	0		
2	691	18	34	22648	32.775687	33.000000	34.000000	34.000000	1.000000	32	34	18,25,27,28,30,31	148	205	196	142	0		
3	691	18	34	22712	32.868307	33.000000	34.000000	34.000000	1.000000	32	34	18,25,27,28,30,31	156	196	190	149	0		
4	691	15	34	22721	32.881331	33.000000	34.000000	34.000000	1.000000	32	34	15,25,27,28,30,31	177	180	206	128	0		
5	691	15	34	22708	32.862518	33.000000	34.000000	34.000000	1.000000	32	34	15,25,27,28,30,31	157	186	191	157	0		
6	691	14	38	24966	36.130246	37.000000	38.000000	38.000000	1.000000	36	38	14,15,16,26,27,28,29,30,31,33,34,35	147	223	180	141	0		
7	691	14	38	25445	36.823444	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,26,28,29,30,31,32,33,34,35,36,37	162	186	204	139	0		
8	691	14	38	25407	36.768452	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,24,26,28,29,30,31,33,34,35,36,37	153	190	204	144	0		
9	691	14	38	25402	36.761216	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,26,27,28,29,30,31,33,34,35,36,37	158	189	197	147	0		
10	691	14	38	25359	36.698987	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,26,28,29,30,31,32,33,34,35,36,37	149	189	210	143	0		
11	691	14	38	25398	36.755427	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,26,28,29,30,31,32,33,34,35,36,37	170	188	177	156	0		
12	691	14	38	25352	36.688857	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,26,27,28,29,31,32,33,34,35,36,37	156	176	200	159	0		
13	691	14	38	25584	37.024602	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,26,27,28,29,31,33,34,35,36,37	164	189	190	148	0		
14	691	14	38	25432	36.804631	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,26,27,28,29,30,31,32,33,34,35,36,37	160	187	194	150	0		
15	691	15	38	25465	36.852388	38.000000	38.000000	38.000000	0.000000	38	38	15,16,25,26,27,28,29,31,32,33,34,35,36,37	125	192	213	161	0		
16	691	14	38	25419	36.785818	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,24,26,27,28,29,31,33,34,35,36,37	153	193	195	150	0		
17	691	14	38	25367	36.710564	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,26,27,28,29,31,33,34,35,36,37	152	199	209	131	0		
18	691	14	38	25417	36.782923	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,24,26,28,29,30,31,32,33,34,35,36,37	160	172	205	154	0		
19	691	14	38	25241	36.528220	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,25,27,29,30,31,33,34,35,36,37	137	178	221	155	0		
