#column	count	min	max	sum	mean	Q1	med	Q3	IQR	lW	rW	outliers	A_Count	C_Count	G_Count	T_Count	N_Count	other_bases	other_base_count
1	215581	2	37	6821343	31.641671	31.000000	31.000000	34.000000	3.000000	27	37	2,10,11,16,19,22,23,25,26	25200	85346	65003	40032	0		
2	215581	2	37	6846972	31.760554	31.000000	31.000000	34.000000	3.000000	27	37	2,10,11,16,19,22,23,25,26	43367	54825	50487	66902	0		
3	215581	2	37	6764764	31.379222	31.000000	31.000000	34.000000	3.000000	27	37	2,10,11,16,19,22,23,25,26	50483	53223	60774	51101	0		
4	215581	2	37	7583826	35.178545	35.000000	37.000000	37.000000	2.000000	32	37	2,10,11,16,19,22,25,26,27,28,29,30,31	62612	50395	62650	39924	0		
5	215581	2	37	7600404	35.255445	35.000000	37.000000	37.000000	2.000000	32	37	2,10,11,16,19,22,25,26,27,28,29,30,31	65045	43443	62147	44946	0		
6	215581	2	37	7622455	35.357731	35.000000	37.000000	37.000000	2.000000	32	37	2,8,10,11,15,16,17,18,19,21,22,23,24,25,26,27,28,29,30,31	72646	47995	49303	45637	0		
7	215581	2	37	7625797	35.373233	35.000000	37.000000	37.000000	2.000000	32	37	2,6,8,10,11,12,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31	35739	50274	42658	86910	0		
8	215581	2	37	7627673	35.381935	35.000000	37.000000	37.000000	2.000000	32	37	2,5,8,10,11,12,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31	46417	63628	48023	57513	0		
9	215581	2	39	7838278	36.358854	37.000000	39.000000	39.000000	2.000000	34	39	2,5,6,7,8,10,11,12,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33	46112	57912	49727	61830	0		
10	215581	2	39	7874043	36.524754	37.000000	39.000000	39.000000	2.000000	34	39	2,5,6,7,8,10,11,12,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33	75189	42135	50785	47472	0		
11	215581	2	39	7937845	36.820708	37.000000	39.000000	39.000000	2.000000	34	39	2,5,6,7,8,9,10,11,12,13,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33	52418	61130	60237	41796	0		
12	215581	2	39	7941626	36.838246	37.000000	39.000000	39.000000	2.000000	34	39	2,5,6,8,9,10,11,12,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33	47683	57520	52164	58214	0		
13	215581	2	39	7946013	36.858596	37.000000	39.000000	39.000000	2.000000	34	39	2,5,6,7,8,9,10,11,12,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33	54140	50241	49867	61333	0		
14	215581	2	41	8201183	38.042235	37.000000	40.000000	41.000000	4.000000	31	41	2,5,7,8,9,10,11,12,13,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30	54443	51423	51556	58159	0		
15	215581	2	41	8186999	37.976440	37.000000	40.000000	41.000000	4.000000	31	41	2,6,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30	53931	52733	52121	56796	0		
16	215581	2	41	8153715	37.822048	37.000000	40.000000	41.000000	4.000000	31	41	2,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30	53578	53027	52654	56322	0		
17	215581	2	41	8164948	37.874154	37.000000	40.000000	41.000000	4.000000	31	41	2,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30	54572	52524	53013	55472	0		
18	215581	2	41	8149085	37.800571	37.000000	40.000000	41.000000	4.000000	31	41	2,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30	55295	52176	52269	55841	0		
19	215581	2	41	8156761	37.836178	37.000000	40.000000	41.000000	4.000000	31	41	2,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30	54503	52681	52962	55435	0		
20	215581	2	41	8175099	37.921241	37.000000	40.000000	41.000000	4.000000	31	41	2,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30	54698	52879	52955	55049	0		
21	215581	2	41	8173066	37.911810	37.000000	40.000000	41.000000	4.000000	31	41	2,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30	54916	52529	52220	55916	0		
22	215581	2	41	8151467	37.811621	37.000000	40.000000	41.000000	4.000000	31	41	2,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30	54740	52635	53072	55134	0		
23	215581	2	41	8138010	37.749199	37.000000	40.000000	41.000000	4.000000	31	41	2,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30	55610	52200	53018	54753	0		
