Gene	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	Unnamed: 7
Clca3a1	1.49930256032809e-218	2.24436563375528	0.708	0.014	3.16157930896385e-214	Coch+	adj p value <= 0.05
Tinagl1	1.35357316790135e-203	1.61145444409991	0.672	0.02	2.85427973915357e-199	Coch+	
Igfbp7	7.28600665836464e-203	1.41040709777548	0.986	0.91	1.53640022404935e-198	Coch+	
B2m	4.55870167832138e-190	1.14466791228522	0.997	0.979	9.61293422907629e-186	Coch+	
Ly6e	6.36369313395269e-187	1.45070969270508	0.944	0.705	1.3419119711566e-182	Coch+	
Ifitm3	1.08739425253156e-184	0.80090042856309	0.994	0.977	2.29298826031329e-180	Coch+	
H2-D1	4.28801574393076e-181	1.07392257629608	0.993	0.952	9.0421387992268e-177	Coch+	
Lhfp	1.83556886988794e-170	1.23353598920129	0.928	0.709	3.8706640759327e-166	Coch+	
Emilin1	9.21150718714381e-162	1.29895317776121	0.842	0.421	1.94243052055301e-157	Coch+	
Coch	1.45901801386218e-161	3.99420507482302	0.586	0.026	3.07663128583118e-157	Coch+	
Slc40a1	3.26012403145717e-159	1.61527308601661	0.628	0.06	6.87462354513373e-155	Coch+	
Plvap	2.13874490048752e-158	2.21638907276853	0.691	0.145	4.50997137165804e-154	Coch+	
Ifit3	8.86003422355191e-156	1.59144794784236	0.65	0.115	1.86831541672039e-151	Coch+	
Sept4	2.92442053879708e-153	1.19801039543144	0.824	0.305	6.1667255901614e-149	Coch+	
Gdpd2	1.13517487511649e-150	2.20050563828983	0.604	0.053	2.39374325915813e-146	Coch+	
Tcf21	1.20106194634534e-149	1.65879668804414	0.819	0.373	2.53267932625842e-145	Coch+	
Rtp4	8.7381167770092e-146	1.21101949047711	0.696	0.167	1.84260668476793e-141	Coch+	
Ifitm1	5.01242182272702e-143	1.44492415286425	0.827	0.301	1.05696938975845e-138	Coch+	
Iigp1	5.12460390526429e-142	1.43615832714462	0.775	0.242	1.08062522550308e-137	Coch+	
Frzb	1.76000223745604e-139	1.25014341361338	0.627	0.112	3.71131671812355e-135	Coch+	
Ets1	2.09279768284515e-135	1.08150533041638	0.631	0.154	4.41308247381557e-131	Coch+	
Slc9a3r2	5.46007795127883e-135	1.22743646055424	0.706	0.221	1.15136663758617e-130	Coch+	
Hs6st2	3.38264628981826e-134	1.46341272256026	0.502	0.017	7.13298623133976e-130	Coch+	
P2ry14	4.09591238422891e-133	1.31798695340796	0.614	0.09	8.63705044462351e-129	Coch+	
Agtr1a	1.19806264740961e-132	1.28358396146558	0.623	0.15	2.52635470459264e-128	Coch+	
Itga1	6.77626875409899e-132	1.15970547225678	0.616	0.115	1.42891179217685e-127	Coch+	
H2-K1	1.69360230711574e-129	0.848255110869963	0.985	0.852	3.57129918501497e-125	Coch+	
Ifi27l2a	4.19475381854243e-127	1.27858288875349	0.902	0.64	8.84547737716042e-123	Coch+	
Kazald1	3.40458713082865e-126	2.3766625116597	0.645	0.181	7.17925288277838e-122	Coch+	
Tlx1	2.44610359433027e-125	1.24214902398545	0.445	0.004	5.15809864936425e-121	Coch+	
Tmem176a	3.85729641393273e-124	0.955375043957409	0.937	0.451	8.13388094805994e-120	Coch+	
Ifitm2	1.76948842903701e-122	0.674265371097518	0.98	0.954	3.73132025031035e-118	Coch+	
Arvcf	6.54537473015994e-122	1.03228969210242	0.528	0.069	1.38022316934883e-117	Coch+	
Nkd1	6.66019561850196e-120	1.11292359310604	0.562	0.085	1.40443545007351e-115	Coch+	
Rasgrp2	3.96832930334038e-118	1.06852748726348	0.617	0.115	8.36801600195386e-114	Coch+	
Cxcl12	7.5074088806305e-117	0.821775746703595	0.953	0.642	1.58308731065855e-112	Coch+	
Clic5	1.03755698925188e-116	1.19683292703276	0.438	0.011	2.18789642323544e-112	Coch+	
Bambi	9.85608840783256e-116	1.11308584617816	0.667	0.2	2.07835336255965e-111	Coch+	
Eng	5.74451035578038e-114	1.15106746720714	0.715	0.305	1.21134489872341e-109	Coch+	
Bok	5.52850568355149e-112	1.05153871386241	0.646	0.208	1.1657959934905e-107	Coch+	
Stbd1	1.61456105927265e-111	1.24043814569053	0.614	0.137	3.40462490568823e-107	Coch+	
Des	3.06826811827292e-111	0.961230880437635	0.754	0.208	6.4700569810021e-107	Coch+	
Isg15	2.20789152442968e-106	1.36948607945384	0.644	0.214	4.65578085756487e-102	Coch+	
Gdf6	2.46929502260508e-104	1.11005641556622	0.425	0.027	5.20700241416733e-100	Coch+	
Ifit3b	1.10114930442385e-103	1.05689606637756	0.44	0.035	2.32199353823856e-99	Coch+	
G0s2	1.00830018451321e-102	0.780502819214769	0.828	0.46	2.12620259908301e-98	Coch+	
Nr2f2	4.33375347715226e-102	1.00452233192505	0.711	0.255	9.13858595727097e-98	Coch+	
H2-Q4	2.53763111036668e-101	0.952292552857259	0.769	0.332	5.35110272243022e-97	Coch+	
Fermt2	1.78261330800548e-100	0.919836345150363	0.835	0.588	3.75899668259116e-96	Coch+	
Rdh10	8.01591144597302e-100	1.27885715352195	0.528	0.129	1.69031524661233e-95	Coch+	
Npnt	3.48504203583964e-99	1.30307263303089	0.512	0.069	7.34890814097506e-95	Coch+	
Tnfaip8	3.66294760589861e-99	0.971348137422354	0.533	0.118	7.72405761655841e-95	Coch+	
Eva1b	6.73679244648427e-99	0.882660589346034	0.826	0.542	1.42058742319014e-94	Coch+	
H2-Q7	2.62324995498511e-98	0.93616082388074	0.69	0.205	5.53164718007711e-94	Coch+	
Csrp1	3.445912803489e-98	0.929641744322207	0.835	0.45	7.26639632871726e-94	Coch+	
Cd36	4.92116109460221e-98	1.1782124294545	0.433	0.046	1.03772524001877e-93	Coch+	
Cald1	1.32466729093941e-96	0.816088035355385	0.916	0.772	2.79332591640393e-92	Coch+	
Mylk3	3.64922540966076e-94	0.917843629764501	0.373	0.005	7.69512162135164e-90	Coch+	
Cd82	1.12099424338176e-93	0.783507930844742	0.622	0.196	2.36384056101911e-89	Coch+	
Gm4951	6.86358348947013e-93	0.922403971101205	0.541	0.112	1.44732385042457e-88	Coch+	
Isyna1	1.58706943532694e-92	1.15729807507723	0.579	0.163	3.34665331827391e-88	Coch+	
Bst2	1.63110909660477e-92	0.756576513989901	0.844	0.564	3.43951975201049e-88	Coch+	
Tns3	5.9817300921094e-92	1.0864515229541	0.692	0.215	1.26136742452311e-87	Coch+	
Actn4	2.16734043234904e-91	0.902229478625402	0.701	0.398	4.57027076969442e-87	Coch+	
Sorbs2	2.8942196224885e-91	1.02939940854895	0.425	0.028	6.10304091794151e-87	Coch+	
Sectm1a	2.98373399102953e-91	1.17363931512907	0.348	0.005	6.29179986688397e-87	Coch+	
Rnaset2a	5.64738901273926e-90	0.874480929114594	0.635	0.261	1.19086492111633e-85	Coch+	
Tmem176b	8.83207202586492e-90	0.732356997475699	0.951	0.518	1.86241902809414e-85	Coch+	
Dll1	1.06142336067052e-86	0.985029198788548	0.362	0.017	2.23822344064593e-82	Coch+	
Olfml3	1.21360169065573e-86	0.836382517869199	0.861	0.591	2.55912188508574e-82	Coch+	
Kcnj8	3.40521357329655e-85	0.898531973046114	0.534	0.135	7.18057386201044e-81	Coch+	
Ifi47	1.77439935354387e-84	0.916129473927961	0.543	0.144	3.74167591681795e-80	Coch+	
Stat1	4.05443431459187e-84	0.853940387293903	0.56	0.193	8.54958563917987e-80	Coch+	
Hsd11b1	4.11570669948793e-84	0.913123239763922	0.755	0.406	8.67879071721021e-80	Coch+	
Tagln	3.99199944857986e-81	0.989479930372892	0.573	0.184	8.41792923722034e-77	Coch+	
Tmbim6	6.31241898851233e-81	0.601420523926157	0.899	0.751	1.3310997921076e-76	Coch+	
Nkx2-5	6.48620773924738e-81	0.796395190588579	0.319	0.005	1.3677466259751e-76	Coch+	
Cadm4	2.49562307602692e-79	0.939480844508963	0.344	0.009	5.26252038041796e-75	Coch+	
Synpo2	2.54667576694985e-79	0.85737808402101	0.397	0.076	5.37017518976716e-75	Coch+	
Xaf1	3.45887275475817e-79	0.783359607090196	0.559	0.204	7.29372497795856e-75	Coch+	
Pdlim1	1.03750944729051e-78	0.854092828117013	0.676	0.349	2.18779617150149e-74	Coch+	
Lmcd1	2.69834571259334e-78	1.03448782663386	0.385	0.033	5.69000160414558e-74	Coch+	
Cd151	5.9241850106706e-77	0.71276717009275	0.729	0.44	1.24923289320011e-72	Coch+	
Il34	2.46455016673735e-76	0.777887201642234	0.517	0.118	5.19699693659905e-72	Coch+	
Phf11d	1.69688676164338e-75	0.722934195704737	0.497	0.178	3.5782251142774e-71	Coch+	
Bgn	6.99393399824414e-75	0.611865578859579	0.982	0.851	1.47481086220974e-70	Coch+	
Vcam1	8.99665543728676e-75	0.804059846593939	0.838	0.505	1.89712473206066e-70	Coch+	
Dapk2	1.48746929660355e-74	0.729897813293791	0.438	0.084	3.1366265057479e-70	Coch+	
Edn3	1.63797146836568e-74	0.867008518495326	0.314	0.009	3.45399043534272e-70	Coch+	
Ifit1	1.75241465610051e-74	1.07972397434639	0.454	0.108	3.69531678531914e-70	Coch+	
Irf7	3.58722445660716e-74	0.831447152331404	0.535	0.166	7.56438021164752e-70	Coch+	
Tmem204	3.57456719675847e-73	0.74896667993996	0.549	0.186	7.53768984780459e-69	Coch+	
Serinc3	6.43098302301125e-73	0.749925939905566	0.819	0.627	1.35610139006238e-68	Coch+	
Psmb10	9.22988235022461e-73	0.734444175565414	0.707	0.404	1.94630529119186e-68	Coch+	
Tshz2	2.29370087080516e-72	0.687512140135234	0.776	0.491	4.83672702626685e-68	Coch+	
F2r	4.46861648892235e-71	0.773410938431064	0.607	0.227	9.42297159019055e-67	Coch+	
Rnaset2b	3.58886701420364e-70	0.887177260363557	0.604	0.229	7.56784387285121e-66	Coch+	
Scarb2	4.81685090961542e-69	0.645924963592009	0.688	0.409	1.0157293513106e-64	Coch+	
Lbh	9.68697037348465e-69	0.724031476408481	0.645	0.257	2.04269144265671e-64	Coch+	
