metric	value
rows_read	100000
weighted_fragments	139845
weighted_mean_length	140.869
unweighted_q0.01	32.000
unweighted_q0.05	39.000
unweighted_q0.25	63.000
unweighted_q0.50	107.000
unweighted_q0.75	198.000
unweighted_q0.95	348.000
unweighted_q0.99	482.000
min_start	10
max_end	248945217

chromosome	rows
chr1	9788
chr2	7603
chrM	6710
chr3	5982
chr6	5310
chr5	5074
chr7	4982
chr11	4917
chr12	4612
chr4	4593
chr17	4444
chr10	4186
chr8	3881
chr9	3816
chr19	3657
chr16	3413
chr15	3062
chr14	2852
chr13	2324
chr20	2272

length	weighted_count
27	106
28	111
29	143
30	247
31	406
32	655
33	737
34	662
35	597
36	777
37	960
38	1156
39	1126
40	1286
41	1345
42	1299
43	999
44	903
45	770
46	846
47	965
48	1075
49	1220
50	1263
51	1299
52	1296
53	1153
54	1106
55	1062
56	1105
57	1063
58	1099
59	1379
60	1381
61	1376
62	1263
63	1139
64	1209
65	1080
66	995

length_bin_10bp	weighted_count
20	360
30	7323
40	10708
50	11825
60	11674
70	9529
80	7811
90	6572
100	4995
110	4035
120	3426
130	3304
140	3253
150	3228
160	4979
170	4957
180	4318
190	4223
200	4160
210	3927
220	3323
230	2911
240	2366
250	1944
260	1429
270	1211
280	1113
290	989
300	894
310	883
320	827
330	746
340	760
350	744
360	625
370	622
380	581
390	495
400	397
410	297
420	294
430	179
440	167
450	118
460	107
470	87
480	84
490	62
500	47
510	58
520	50
530	54
540	44
550	54
560	40
570	38
580	22
590	44
600	28
610	22
620	29
630	20
640	30
650	20
660	17
670	15
680	20
690	17
700	22
710	10
720	22
730	10
740	19
750	12
760	15
770	15
780	4
790	9
800	8
810	8
820	10
830	7
840	7
850	1
860	1
870	3
880	4
890	5
900	2
910	3
920	2
930	2
940	2
950	1
960	3
990	1
1000	2
1010	1
1020	2
1030	1
1040	1
1050	2
1060	2
1070	3
1080	4
1100	4
1110	1
1120	1
1160	2
1170	3
1180	2
1190	3
1200	2
1210	1
1230	1
1240	8
1250	2
1260	1
1290	1
1300	1
1310	1
1330	1
1340	3
1350	3
1390	1
1410	2
1420	3
1430	4
1440	3
1450	2
1460	2
1520	1
1530	1
1540	3
1550	4
1570	1
1590	2
1610	1
1680	2
1700	1
1720	3
1740	2
1800	1
1860	1
1870	3
1880	1
1930	1
1960	1
1990	1

start_mod_10	weighted_count
0	14079
1	13942
2	14091
3	14215
4	13866
5	13909
6	14185
7	13880
8	13984
9	13694

end_mod_10	weighted_count
0	13898
1	13908
2	14035
3	13873
4	14120
5	14215
6	13981
7	13968
8	13677
9	14170
