source_url	https://ftp.ebi.ac.uk/pub/databases/gencode/Gencode_mouse/release_M31/gencode.vM31.annotation.gtf.gz
gene_name	Lepr
gene_ids	ENSMUSG00000057722.18
raw_exon_rows	73
merged_interval_count	22
merged_interval	chr4	+	101574601	101575135	535
merged_interval	chr4	+	101585207	101585266	60
merged_interval	chr4	+	101590464	101590793	330
merged_interval	chr4	+	101592757	101592880	124
merged_interval	chr4	+	101602708	101602913	206
merged_interval	chr4	+	101607484	101607626	143
merged_interval	chr4	+	101609258	101609402	145
merged_interval	chr4	+	101622058	101622348	291
merged_interval	chr4	+	101622501	101622618	118
merged_interval	chr4	+	101625244	101625443	200
merged_interval	chr4	+	101628494	101628642	149
merged_interval	chr4	+	101630033	101630192	160
merged_interval	chr4	+	101631398	101631480	83
merged_interval	chr4	+	101636596	101636790	195
merged_interval	chr4	+	101637102	101637318	217
merged_interval	chr4	+	101639742	101640092	351
merged_interval	chr4	+	101646111	101646161	51
merged_interval	chr4	+	101646460	101646555	96
merged_interval	chr4	+	101647998	101648103	106
merged_interval	chr4	+	101649192	101649455	264
merged_interval	chr4	+	101668545	101670864	2320
merged_interval	chr4	+	101671645	101672549	905
