#column	count	min	max	sum	mean	Q1	med	Q3	IQR	lW	rW	outliers	A_Count	C_Count	G_Count	T_Count	N_Count	other_bases	other_base_count
1	1965	2	34	64373	32.759796	33.000000	34.000000	34.000000	1.000000	32	34	2,18,25,27,28,30,31	389	583	591	402	0		
2	1965	18	34	64507	32.827990	33.000000	34.000000	34.000000	1.000000	32	34	18,25,27,28,30,31	379	608	589	389	0		
3	1965	18	34	64627	32.889059	33.000000	34.000000	34.000000	1.000000	32	34	18,25,27,28,30,31	409	607	552	397	0		
4	1965	15	34	64517	32.833079	33.000000	34.000000	34.000000	1.000000	32	34	15,25,27,28,30,31	430	585	561	389	0		
5	1965	15	34	64374	32.760305	33.000000	34.000000	34.000000	1.000000	32	34	15,25,27,28,30,31	410	596	555	404	0		
6	1965	14	38	71289	36.279389	37.000000	38.000000	38.000000	1.000000	36	38	14,15,16,26,27,28,29,30,31,32,33,34,35	374	605	568	418	0		
7	1965	14	38	71893	36.586768	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,26,27,28,29,30,31,32,33,34,35,36,37	416	554	590	405	0		
8	1965	14	38	72228	36.757252	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,24,26,27,28,29,30,31,33,34,35,36,37	391	573	579	422	0		
9	1965	14	38	72077	36.680407	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,26,27,28,29,30,31,33,34,35,36,37	402	596	566	401	0		
10	1965	14	38	72531	36.911450	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,26,27,28,29,30,31,32,33,34,35,36,37	376	583	590	416	0		
11	1965	14	38	72253	36.769975	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,26,28,29,30,31,32,33,34,35,36,37	445	547	541	432	0		
12	1965	14	38	72365	36.826972	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,26,27,28,29,30,31,32,33,34,35,36,37	414	570	569	412	0		
13	1965	14	38	72260	36.773537	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,26,27,28,29,30,31,32,33,34,35,36,37	407	565	592	401	0		
14	1965	14	38	72449	36.869720	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,25,26,27,28,29,30,31,32,33,34,35,36,37	416	563	595	391	0		
15	1965	14	38	72526	36.908906	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,24,25,26,27,28,29,30,31,32,33,34,35,36,37	364	597	585	419	0		
16	1965	14	38	72266	36.776590	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,24,26,27,28,29,31,32,33,34,35,36,37	390	594	587	394	0		
17	1965	14	38	72178	36.731807	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,24,25,26,27,28,29,31,32,33,34,35,36,37	391	591	607	376	0		
18	1965	14	38	72185	36.735369	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,24,25,26,27,28,29,30,31,32,33,34,35,36,37	415	572	579	399	0		
19	1965	14	38	72185	36.735369	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,24,25,26,27,28,29,30,31,32,33,34,35,36,37	380	557	628	400	0		
20	1965	14	38	72179	36.732316	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,25,26,27,28,29,31,32,33,34,35,36,37	407	573	587	398	0		
21	1965	14	38	72026	36.654453	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,24,25,26,27,28,29,31,33,34,35,36,37	381	585	591	408	0		
22	1965	14	38	72356	36.822392	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,24,25,26,27,28,29,31,33,34,35,36,37	373	592	611	389	0		
23	1965	14	38	71999	36.640712	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,24,25,26,27,28,29,31,32,33,34,35,36,37	373	630	565	397	0		
24	1965	14	38	72170	36.727735	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,24,25,26,27,28,29,31,32,33,34,35,36,37	375	602	579	409	0		
25	1965	14	38	72131	36.707888	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,24,25,27,28,29,31,32,33,34,35,36,37	380	607	564	414	0		
26	1965	14	38	71892	36.586260	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,24,25,27,28,29,30,31,33,34,35,36,37	401	599	573	392	0		
27	1965	14	38	72190	36.737913	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,24,25,27,28,29,30,31,32,33,34,35,36,37	391	598	578	398	0		
28	1965	14	38	72416	36.852926	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,24,25,27,28,29,30,31,32,33,34,35,36,37	404	594	571	396	0		
29	1965	14	38	72043	36.663104	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,24,25,27,28,29,30,31,32,33,34,35,36,37	409	589	571	396	0		
30	1965	14	38	72029	36.655980	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,24,25,27,28,29,30,31,32,33,34,35,36,37	438	580	570	377	0		
31	1965	2	38	72236	36.761323	38.000000	38.000000	38.000000	0.000000	38	38	2,14,15,16,24,25,27,28,29,30,31,33,34,35,36,37	382	593	581	409	0		
32	1965	14	38	72186	36.735878	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,24,25,27,28,29,31,32,33,34,35,36,37	407	579	558	421	0		
33	1965	14	38	72269	36.778117	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,24,25,27,28,29,31,32,33,34,35,36,37	413	570	595	387	0		
34	1965	14	38	72088	36.686005	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,24,25,27,28,29,30,31,32,33,34,35,36,37	382	544	618	421	0		
35	1965	14	38	72057	36.670229	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,24,25,27,28,29,30,31,32,33,34,35,36,37	415	597	577	376	0		
36	1965	14	38	72152	36.718575	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,24,25,27,28,29,30,31,32,33,34,35,36,37	410	566	585	404	0		
37	1965	14	38	72022	36.652417	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,24,25,27,28,29,31,32,33,34,35,36,37	440	559	575	391	0		
38	1965	14	38	72048	36.665649	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,24,25,27,28,29,30,31,32,33,34,35,36,37	410	562	585	408	0		
39	1965	14	38	71943	36.612214	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,24,25,27,28,29,30,31,32,33,34,35,36,37	399	579	591	396	0		
40	1965	14	38	72098	36.691094	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,24,25,27,28,29,31,32,33,34,35,36,37	421	570	585	389	0		
41	1965	14	38	71945	36.613232	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,24,25,27,28,29,30,31,32,33,34,35,36,37	385	583	597	400	0		
42	1965	14	38	71865	36.572519	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,24,25,27,28,29,30,31,32,33,34,35,36,37	412	576	620	357	0		
43	1965	14	38	71728	36.502799	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,24,25,27,28,29,30,31,33,34,35,36,37	374	610	592	389	0		
44	1965	14	38	71935	36.608142	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,24,25,27,28,29,30,31,32,33,34,35,36,37	401	594	584	386	0		
45	1965	14	38	71791	36.534860	38.000000	38.000000	38.000000	0.000000	38	38	14,15,16,24,25,27,28,29,30,31,32,33,34,35,36,37	414	545	608	398	0		
