chr1	1000039	1000139
chr1	999988	1000088
chr1	1000011	1000111
chr1	999956	1000056
chr1	999967	1000067
chr1	1000057	1000157
chr1	1000040	1000140
chr1	1000090	1000190
chr1	1000085	1000185
chr1	1000070	1000170
chr1	1000083	1000183
chr1	1000097	1000197
chr1	999954	1000054
chr1	999960	1000060
chr1	999960	1000060
chr1	1000007	1000107
chr1	1000121	1000221
chr1	1000156	1000256
chr1	1000040	1000140
chr1	1000217	1000317
chr1	1000190	1000290
chr1	1000011	1000111
chr1	999984	1000084
chr1	1000116	1000216
chr1	1000055	1000155
chr1	1000078	1000178
chr1	1000122	1000222
chr1	1000189	1000289
chr1	1000120	1000220
chr1	1000041	1000141
chr1	1000141	1000241
chr1	1000061	1000161
chr1	1000072	1000172
chr1	1000071	1000171
chr1	1000083	1000183
chr1	1000199	1000299
chr1	1000067	1000167
chr1	999955	1000055
chr1	1000121	1000221
chr1	1000007	1000107
chr1	1000078	1000178
chr1	1000069	1000169
chr1	1000119	1000219
chr1	1000164	1000264
chr1	1000204	1000304
chr1	1000214	1000314
chr1	1000797	1000897
chr1	1000551	1000651
chr1	1000777	1000877
chr1	1000770	1000870
chr1	1000697	1000797
chr1	1000867	1000967
chr1	1000860	1000960
chr1	1000984	1001084
chr1	1001171	1001271
chr1	1000988	1001088
chr1	1000994	1001094
chr1	1001579	1001679
chr1	1001050	1001150
chr1	1001062	1001162
chr1	1000913	1001013
chr1	1000974	1001074
chr1	1000911	1001011
chr1	1001019	1001119
chr1	1001302	1001402
chr1	1001080	1001180
chr1	1001020	1001120
chr1	1001302	1001402
chr1	1001296	1001396
chr1	1001167	1001267
chr1	1001198	1001298
chr1	1001350	1001450
chr1	1001237	1001337
chr1	1001148	1001248
chr1	1001156	1001256
chr1	1001245	1001345
chr1	1001475	1001575
chr1	1001256	1001356
chr1	1001216	1001316
chr1	1001127	1001227
chr1	1001129	1001229
chr1	1001150	1001250
chr1	1001320	1001420
chr1	1001165	1001265
chr1	1001599	1001699
chr1	1001285	1001385
chr1	1001374	1001474
chr1	1001360	1001460
chr1	1001532	1001632
chr1	1001339	1001439
chr1	1001342	1001442
chr1	1001384	1001484
chr1	1001404	1001504
chr1	1001423	1001523
chr1	1001304	1001404
chr1	1001332	1001432
chr1	1001352	1001452
chr1	1001402	1001502
chr1	1001360	1001460
chr1	1001345	1001445
chr1	1001372	1001472
chr1	1001370	1001470
chr1	1001500	1001600
chr1	1001521	1001621
chr1	1001599	1001699
chr1	1001389	1001489
chr1	1001606	1001706
chr1	1001437	1001537
chr1	1001606	1001706
chr1	1001791	1001891
chr1	1001606	1001706
chr1	1001583	1001683
chr1	1001591	1001691
chr1	1001769	1001869
chr1	1001719	1001819
chr1	1001666	1001766
chr1	1001964	1002064
chr1	1001982	1002082
chr1	1001900	1002000
chr1	1001931	1002031
chr1	1001980	1002080
chr1	1001930	1002030
chr1	1001959	1002059
chr1	1001998	1002098
chr1	1002260	1002360
chr1	1002108	1002208
chr1	1002123	1002223
chr1	1001990	1002090
chr1	1002111	1002211
chr1	1002155	1002255
chr1	1002078	1002178
chr1	1002286	1002386
chr1	1002371	1002471
chr1	1002374	1002474
chr1	1002432	1002532
chr1	1002355	1002455
chr1	1002182	1002282
chr1	1002192	1002292
chr1	1002187	1002287
chr1	1002042	1002142
chr1	1002214	1002314
chr1	1002222	1002322
chr1	1002396	1002496
chr1	1002469	1002569
chr1	1002242	1002342
chr1	1002291	1002391
chr1	1002306	1002406
chr1	1002172	1002272
chr1	1002192	1002292
chr1	1002517	1002617
chr1	1002268	1002368
chr1	1002232	1002332
chr1	1002206	1002306
chr1	1002359	1002459
