chr_donorA	brkpt_donorA	strand_donorA	chr_acceptorB	brkpt_acceptorB	strand_acceptorB	junction_type	repeat_left_lenA	repeat_right_lenB	read_name	start_alnA	cigar_alnA	start_alnB	cigar_alnB	num_chim_aln	max_poss_aln_score	non_chim_aln_score	this_chim_aln_score	bestall_chim_aln_score	PEmerged_bool	readgrp
GL630634	42034	+	Group10	12084906	+	0	0	0	READ_5217	42014	20M55S	12084907	20S55M	1	75	53	60	60	0
Group9	6820413	-	Group6	2908479	-	2	0	2	READ_6004	6820414	53S22M	2908426	53M22S	1	75	51	71	71	0
Group8	12270747	-	Group12	9473525	-	0	0	0	READ_9359	12270748	42S29M4S	9473483	42M33S	1	75	31	56	56	0
Group5	5266685	+	GL630446	21748	+	0	0	1	READ_10834	5266665	1S20M54S	21749	21S54M	1	75	49	61	61	0
Group5	5266685	+	GL630446	21748	+	0	0	1	READ_10996	5266665	2S20M53S	21749	22S53M	1	75	48	60	60	0
GL630446	15800	+	Group4	3316005	-	0	0	0	READ_11261	15747	1S53M21S	3315984	21M54S	1	75	44	55	55	0
Group15	5510665	-	Group2	6163272	-	0	0	0	READ_12246	5510666	49S23M3S	6163223	49M26S	1	75	40	55	55	0
Group5	5266685	+	GL630446	21748	+	0	0	1	READ_15473	5266665	1S20M54S	21749	21S54M	1	75	49	61	61	0
Group16	7021191	+	Group2	4891335	-	0	0	0	READ_15809	7021138	53M22S	4891315	2S20M53S	1	75	44	58	58	0
Group5	5266685	+	GL630446	21748	+	0	0	1	READ_20218	5266665	6S20M49S	21749	26S49M	1	75	44	56	56	0
Group5	5266685	+	GL630446	21748	+	0	0	1	READ_20441	5266665	1S20M54S	21749	21S54M	1	75	49	61	61	0
Group13	2216520	+	Group8	1155938	+	0	0	2	READ_24812	2216490	7S30M38S	1155939	37S33M5S	1	75	55	60	60	0
Group5	5266685	+	GL630446	21748	+	0	0	1	READ_27760	5266665	6S20M49S	21749	26S49M	1	75	44	56	56	0
Group9	897540	-	Group4	2645744	+	0	0	0	READ_28021	897541	48S27M	2645745	27S47M1S	1	75	34	59	59	0
GL630446	21749	-	Group5	5266686	-	0	0	1	READ_30853	21750	21S54M	5266665	21M54S	1	75	50	60	60	0
Group5	5266685	+	GL630446	21748	+	0	0	1	READ_34871	5266665	20M55S	21749	20S55M	1	75	50	62	62	0
Group5	5266685	+	GL630446	21748	+	0	0	1	READ_42766	5266665	1S20M54S	21749	21S54M	1	75	49	61	61	0
Group5	5266685	+	GL630446	21748	+	0	0	1	READ_46286	5266665	2S20M53S	21749	22S53M	1	75	48	60	60	0
GL630446	21749	-	Group5	5266686	-	0	0	1	READ_49853	21750	22S53M	5266665	1S21M53S	1	75	49	61	61	0
Group5	5266685	+	GL630446	21748	+	0	0	1	READ_50674	5266665	5S20M50S	21749	25S50M	1	75	45	57	57	0
Group2	14960660	-	Group8	11705250	-	0	0	0	READ_61887	14960661	45S20M10S	11705205	45M30S	1	75	51	60	60	0
Group10	251219	+	GL632899	175	-	0	0	0	READ_62688	251192	27M48S	138	11S37M27S	1	75	35	59	59	0
