chr1	100027338	100027513	Peak_136700	103	.	3.86567	10.35433	8.35374	91
chr1	100028614	100029101	Peak_88936	232	.	6.05621	23.27370	21.06004	327
chr1	100037588	100039275	Peak_145061	93	.	1.98247	9.32468	7.35116	1608
chr1	100037588	100039275	Peak_20270	1000	.	6.42813	140.33717	137.40283	1257
chr1	100037588	100039275	Peak_238432	33	.	1.49521	3.30475	1.58034	70
chr1	100037588	100039275	Peak_2549	1000	.	13.30969	468.13281	464.19537	475
chr1	100037588	100039275	Peak_30384	969	.	5.26645	96.91991	94.17693	768
chr1	100037588	100039275	Peak_43164	658	.	4.32837	65.80534	63.23308	989
chr1	100046409	100047201	Peak_181535	60	.	2.37467	6.07642	4.20725	111
chr1	100046409	100047201	Peak_23402	1000	.	11.75285	124.07472	121.20763	594
chr1	100046409	100047201	Peak_50706	539	.	7.03753	53.93620	51.44277	394
chr1	100065871	100066152	Peak_98275	197	.	5.46379	19.70221	17.53778	158
chr1	100075660	100076160	Peak_43776	647	.	5.85938	64.72315	62.15769	313
chr1	100076750	100077110	Peak_30757	957	.	7.36488	95.78517	93.04783	214
chr1	100077516	100077899	Peak_17365	1000	.	10.11281	159.59866	156.58945	225
chr1	100132479	100133471	Peak_35276	829	.	5.56997	82.95350	80.28246	248
chr1	100132479	100133471	Peak_4293	1000	.	13.57503	371.01706	367.33530	575
chr1	100132479	100133471	Peak_47641	584	.	4.64164	58.43291	55.90858	884
chr1	100152328	100152602	Peak_50570	541	.	9.97506	54.15718	51.66231	137
chr1	100184512	100184944	Peak_44070	641	.	9.75610	64.13296	61.57099	259
chr1	100188611	100189309	Peak_224246	39	.	2.21048	3.90017	2.13723	617
chr1	100188611	100189309	Peak_57003	460	.	7.80723	46.05241	43.61743	316
chr1	1001897	1002124	Peak_109111	161	.	3.85328	16.18685	14.07461	115
chr1	100223325	100223625	Peak_151337	84	.	3.47910	8.44487	6.49242	78
chr1	100230906	100231115	Peak_177008	61	.	2.96368	6.11770	4.23946	125
chr1	100249417	100250303	Peak_449	1000	.	26.32818	798.07916	793.33380	498
chr1	100249417	100250303	Peak_50556	541	.	4.93786	54.17414	51.67915	185
chr1	100249417	100250303	Peak_88662	234	.	3.30356	23.45517	21.23971	768
chr1	100265569	100267020	Peak_250836	29	.	1.60898	2.94240	1.25441	1379
chr1	100265569	100267020	Peak_3178	1000	.	18.42305	424.79681	420.97021	631
chr1	100265569	100267020	Peak_73830	316	.	4.00305	31.67226	29.36512	328
chr1	100265569	100267020	Peak_92242	219	.	3.35469	21.93356	19.73806	1193
chr1	100277949	100278150	Peak_125105	123	.	4.25223	12.38968	10.34517	103
chr1	100308878	100309092	Peak_146179	90	.	3.60796	9.06662	7.09757	119
chr1	100322527	100323028	Peak_146180	90	.	3.60796	9.06662	7.09757	143
chr1	100322527	100323028	Peak_156997	78	.	3.35025	7.83854	5.90339	407
chr1	10032487	10033539	Peak_114365	148	.	2.85880	14.85385	12.76477	886
chr1	10032487	10033539	Peak_3297	1000	.	18.50272	417.98560	414.17706	320
chr1	10032487	10033539	Peak_41454	690	.	6.04417	69.01185	66.41982	669
chr1	100351106	100353427	Peak_10301	1000	.	7.86909	232.07802	228.81606	278
chr1	100351106	100353427	Peak_10721	1000	.	7.74723	226.35489	223.11151	566
chr1	100351106	100353427	Peak_144541	94	.	1.90952	9.43633	7.46083	904
chr1	100351106	100353427	Peak_52655	513	.	3.58569	51.31322	48.83837	1613
chr1	100351106	100353427	Peak_70137	341	.	3.00486	34.19707	31.86463	2202
chr1	100351106	100353427	Peak_7847	1000	.	8.64605	273.12976	269.73743	1240
