columns	s|project_meta.sample_id|project_meta.research_project_key|project_meta.seq_project|project_meta.ccdg_alternate_sample_id|project_meta.ccdg_gender|project_meta.ccdg_center|project_meta.ccdg_study|project_meta.cram_path|project_meta.project_id|project_meta.v2_age|project_meta.v2_sex|project_meta.v2_hard_filters|project_meta.v2_perm_filters|project_meta.v2_pop_platform_filters|project_meta.v2_related|project_meta.v2_data_type|project_meta.v2_product|project_meta.v2_product_simplified|project_meta.v2_qc_platform|project_meta.v2_project_id|project_meta.v2_project_description|project_meta.v2_internal|project_meta.v2_investigator|project_meta.v2_known_pop|project_meta.v2_known_subpop|project_meta.v2_pop|project_meta.v2_subpop|project_meta.v2_neuro|project_meta.v2_control|project_meta.v2_topmed|project_meta.v2_high_quality|project_meta.v2_release|project_meta.v2_pcr_free|project_meta.v2_project_name|project_meta.v2_release_2_0_2|project_meta.project_ancestry|project_meta.project_pop|project_meta.project_subpop|project_meta.pdo_owner|project_meta.category|project_meta.contact_pi|project_meta.sample_pi|project_meta.pm|project_meta.research_project|project_meta.pdo|project_meta.title|project_meta.product|project_meta.probably_releasable|project_meta.releasable|project_meta.broad_external|project_meta.sex|project_meta.subpop_description|project_meta.exclude|project_meta.exclude_reason|project_meta.case_control|project_meta.age|project_meta.age_bin|project_meta.tcga_tumor|project_meta.age_alt|project_meta.v2_s_match|project_meta.topmed|project_meta.neuro_cohort|project_meta.neuro_case|subsets.non_topmed|subsets.controls_and_biobanks|subsets.non_neuro|subsets.non_v2|subsets.non_cancer|subsets.tgp|subsets.hgdp|bam_metrics.pct_bases_20x|bam_metrics.pct_chimeras|bam_metrics.freemix|bam_metrics.mean_coverage|bam_metrics.median_coverage|bam_metrics.mean_insert_size|bam_metrics.median_insert_size|bam_metrics.pct_bases_10x|sex_imputation.is_female|sex_imputation.chr20_mean_dp|sex_imputation.chrX_mean_dp|sex_imputation.chrY_mean_dp|sex_imputation.chrX_ploidy|sex_imputation.chrY_ploidy|sex_imputation.X_karyotype|sex_imputation.Y_karyotype|sex_imputation.sex_karyotype|sex_imputation.impute_sex_stats.f_stat|sex_imputation.impute_sex_stats.n_called|sex_imputation.impute_sex_stats.expected_homs|sex_imputation.impute_sex_stats.observed_homs|sample_qc.n_hom_ref|sample_qc.n_het|sample_qc.n_hom_var|sample_qc.n_non_ref|sample_qc.n_singleton|sample_qc.n_snp|sample_qc.n_insertion|sample_qc.n_deletion|sample_qc.n_transition|sample_qc.n_transversion|sample_qc.n_star|sample_qc.r_ti_tv|sample_qc.r_het_hom_var|sample_qc.r_insertion_deletion|sample_qc.n_snp_residual|sample_qc.n_singleton_residual|sample_qc.r_ti_tv_residual|sample_qc.r_insertion_deletion_residual|sample_qc.n_insertion_residual|sample_qc.n_deletion_residual|sample_qc.r_het_hom_var_residual|sample_qc.n_transition_residual|sample_qc.n_transversion_residual|population_inference.training_pop|population_inference.pca_scores|population_inference.pop|population_inference.prob_afr|population_inference.prob_ami|population_inference.prob_amr|population_inference.prob_asj|population_inference.prob_eas|population_inference.prob_fin|population_inference.prob_mid|population_inference.prob_nfe|population_inference.prob_oth|population_inference.prob_sas|population_inference.training_pop_all|sample_filters.sex_aneuploidy|sample_filters.insert_size|sample_filters.chimera|sample_filters.contamination|sample_filters.bad_qc_metrics|sample_filters.low_coverage|sample_filters.ambiguous_sex|sample_filters.failed_fingerprinting|sample_filters.TCGA_tumor_sample|sample_filters.hard_filters|sample_filters.hard_filtered|sample_filters.release_related|sample_filters.release_duplicate|sample_filters.release_parent_child|sample_filters.release_sibling|sample_filters.all_samples_related|sample_filters.all_samples_duplicate|sample_filters.all_samples_parent_child|sample_filters.all_samples_sibling|sample_filters.fail_n_snp_residual|sample_filters.fail_n_singleton_residual|sample_filters.fail_r_ti_tv_residual|sample_filters.fail_r_insertion_deletion_residual|sample_filters.fail_n_insertion_residual|sample_filters.fail_n_deletion_residual|sample_filters.fail_r_het_hom_var_residual|sample_filters.fail_n_transition_residual|sample_filters.fail_n_transversion_residual|sample_filters.qc_metrics_filters|relatedness_inference.relationships|high_quality|release|bergstrom.hgdp|bergstrom.lp|bergstrom.source|bergstrom.library_type|bergstrom.region|bergstrom.sex|bergstrom.coverage|bergstrom.freemix|bergstrom.capmq|bergstrom.insert_size_average|bergstrom.array_non_reference_discordance|bergstrom.sample|hgdp_tgp_meta.Project|hgdp_tgp_meta.Study.region|hgdp_tgp_meta.Population|hgdp_tgp_meta.Genetic.region|hgdp_tgp_meta.Latitude|hgdp_tgp_meta.Longitude|hgdp_tgp_meta.Continent.colors|hgdp_tgp_meta.n|hgdp_tgp_meta.rownum|hgdp_tgp_meta.Pop.colors|hgdp_tgp_meta.Pop.shapes
rows	4150
project_meta.sample_id	HGDP00001:1;HGDP00003:1;HGDP00005:1;HGDP00007:1;HGDP00009:1;HGDP00011:1;HGDP00013:1;HGDP00015:1;HGDP00017:1;HGDP00021:1;HGDP00023:1;HGDP00025:1;HGDP00029:1;HGDP00031:1;HGDP00033:1;HGDP00035:1;HGDP00037:1;HGDP00039:1;HGDP00041:1;HGDP00043:1;HGDP00045:1;HGDP00047:1;HGDP00049:1;HGDP00052:1;HGDP00054:1;HGDP00056:1;HGDP00057:1;HGDP00060:1;HGDP00062:1;HGDP00064:1;HGDP00066:1;HGDP00068:1;HGDP00070:1;HGDP00072:1;HGDP00074:1;HGDP00076:1;HGDP00078:1;HGDP00080:1;HGDP00082:1;HGDP00086:1;HGDP00088:1;HGDP00092:1;HGDP00094:1;HGDP00096:1;HGDP00098:1;HGDP00099:1;HGDP00100:1;HGDP00102:1;HGDP00103:1;HGDP00104:1;HGDP00105:1;HGDP00106:1;HGDP00108:1;HGDP00109:1;HGDP00110:1;HGDP00115:1;HGDP00118:1;HGDP00120:1;HGDP00121:1;HGDP00122:1;HGDP00127:1;HGDP00129:1;HGDP00130:1;HGDP00131:1;HGDP00133:1;HGDP00134:1;HGDP00135:1;HGDP00136:1;HGDP00137:1;HGDP00139:1;HGDP00140:1;HGDP00141:1;HGDP00143:1;HGDP00144:1;HGDP00145:1;HGDP00146:1;HGDP00148:1;HGDP00149:1;HGDP00150:1;HGDP00151:1;HGDP00153:1;HGDP00154:1;HGDP00155:1;HGDP00158:1;HGDP00161:1;HGDP00163:1;HGDP00165:1;HGDP00167:1;HGDP00169:1;HGDP00171:1;HGDP00173:1;HGDP00175:1;HGDP00177:1;HGDP00179:1;HGDP00181:1;HGDP00183:1;HGDP00185:1;HGDP00187:1;HGDP00189:1;HGDP00191:1
project_meta.research_project_key	NA:4150
project_meta.seq_project	NA:4150
project_meta.ccdg_alternate_sample_id	NA:4150
project_meta.ccdg_gender	NA:4150
project_meta.ccdg_center	NA:4150
project_meta.ccdg_study	NA:4150
project_meta.cram_path	gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00001.alt_bwamem_GRCh38DH.20181023.Brahui.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00003.alt_bwamem_GRCh38DH.20181023.Brahui.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00005.alt_bwamem_GRCh38DH.20181023.Brahui.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00007.alt_bwamem_GRCh38DH.20181023.Brahui.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00009.alt_bwamem_GRCh38DH.20181023.Brahui.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00011.alt_bwamem_GRCh38DH.20181023.Brahui.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00013.alt_bwamem_GRCh38DH.20181023.Brahui.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00015.alt_bwamem_GRCh38DH.20181023.Brahui.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00017.alt_bwamem_GRCh38DH.20181023.Brahui.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00021.alt_bwamem_GRCh38DH.20181023.Brahui.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00023.alt_bwamem_GRCh38DH.20181023.Brahui.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00025.alt_bwamem_GRCh38DH.20181023.Brahui.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00029.alt_bwamem_GRCh38DH.20181023.Brahui.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00031.alt_bwamem_GRCh38DH.20181023.Brahui.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00033.alt_bwamem_GRCh38DH.20181023.Brahui.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00035.alt_bwamem_GRCh38DH.20181023.Brahui.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00037.alt_bwamem_GRCh38DH.20181023.Brahui.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00039.alt_bwamem_GRCh38DH.20181023.Brahui.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00041.alt_bwamem_GRCh38DH.20181023.Brahui.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00043.alt_bwamem_GRCh38DH.20181023.Brahui.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00045.alt_bwamem_GRCh38DH.20181023.Brahui.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00047.alt_bwamem_GRCh38DH.20181023.Brahui.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00049.alt_bwamem_GRCh38DH.20181023.Brahui.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00052.alt_bwamem_GRCh38DH.20181023.Balochi.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00054.alt_bwamem_GRCh38DH.20181023.Balochi.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00056.alt_bwamem_GRCh38DH.20181023.Balochi.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00057.alt_bwamem_GRCh38DH.20181023.Balochi.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00060.alt_bwamem_GRCh38DH.20181023.Balochi.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00062.alt_bwamem_GRCh38DH.20181023.Balochi.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00064.alt_bwamem_GRCh38DH.20181023.Balochi.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00066.alt_bwamem_GRCh38DH.20181023.Balochi.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00068.alt_bwamem_GRCh38DH.20181023.Balochi.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00070.alt_bwamem_GRCh38DH.20181023.Balochi.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00072.alt_bwamem_GRCh38DH.20181023.Balochi.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00074.alt_bwamem_GRCh38DH.20181023.Balochi.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00076.alt_bwamem_GRCh38DH.20181023.Balochi.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00078.alt_bwamem_GRCh38DH.20181023.Balochi.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00080.alt_bwamem_GRCh38DH.20181023.Balochi.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00082.alt_bwamem_GRCh38DH.20181023.Balochi.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00086.alt_bwamem_GRCh38DH.20181023.Balochi.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00088.alt_bwamem_GRCh38DH.20181023.Balochi.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00092.alt_bwamem_GRCh38DH.20181023.Balochi.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00094.alt_bwamem_GRCh38DH.20181023.Balochi.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00096.alt_bwamem_GRCh38DH.20181023.Balochi.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00098.alt_bwamem_GRCh38DH.20181023.Balochi.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00099.alt_bwamem_GRCh38DH.20181023.Hazara.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00100.alt_bwamem_GRCh38DH.20181023.Hazara.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00102.alt_bwamem_GRCh38DH.20181023.Hazara.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00103.alt_bwamem_GRCh38DH.20181023.Hazara.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00104.alt_bwamem_GRCh38DH.20181023.Hazara.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00105.alt_bwamem_GRCh38DH.20181023.Hazara.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00106.alt_bwamem_GRCh38DH.20181023.Hazara.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00108.alt_bwamem_GRCh38DH.20181023.Hazara.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00109.alt_bwamem_GRCh38DH.20181023.Hazara.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00110.alt_bwamem_GRCh38DH.20181023.Hazara.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00115.alt_bwamem_GRCh38DH.20181023.Hazara.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00118.alt_bwamem_GRCh38DH.20181023.Hazara.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00120.alt_bwamem_GRCh38DH.20181023.Hazara.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00121.alt_bwamem_GRCh38DH.20181023.Hazara.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00122.alt_bwamem_GRCh38DH.20181023.Hazara.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00127.alt_bwamem_GRCh38DH.20181023.Hazara.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00129.alt_bwamem_GRCh38DH.20181023.Hazara.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00130.alt_bwamem_GRCh38DH.20181023.Makrani.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00131.alt_bwamem_GRCh38DH.20181023.Makrani.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00133.alt_bwamem_GRCh38DH.20181023.Makrani.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00134.alt_bwamem_GRCh38DH.20181023.Makrani.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00135.alt_bwamem_GRCh38DH.20181023.Makrani.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00136.alt_bwamem_GRCh38DH.20181023.Makrani.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00137.alt_bwamem_GRCh38DH.20181023.Makrani.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00139.alt_bwamem_GRCh38DH.20181023.Makrani.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00140.alt_bwamem_GRCh38DH.20181023.Makrani.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00141.alt_bwamem_GRCh38DH.20181023.Makrani.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00143.alt_bwamem_GRCh38DH.20181023.Makrani.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00144.alt_bwamem_GRCh38DH.20181023.Makrani.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00145.alt_bwamem_GRCh38DH.20181023.Makrani.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00146.alt_bwamem_GRCh38DH.20181023.Makrani.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00148.alt_bwamem_GRCh38DH.20181023.Makrani.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00149.alt_bwamem_GRCh38DH.20181023.Makrani.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00150.alt_bwamem_GRCh38DH.20181023.Makrani.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00151.alt_bwamem_GRCh38DH.20181023.Makrani.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00153.alt_bwamem_GRCh38DH.20181023.Makrani.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00154.alt_bwamem_GRCh38DH.20181023.Makrani.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00155.alt_bwamem_GRCh38DH.20181023.Makrani.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00158.alt_bwamem_GRCh38DH.20181023.Makrani.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00161.alt_bwamem_GRCh38DH.20181023.Makrani.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00163.alt_bwamem_GRCh38DH.20181023.Sindhi.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00165.alt_bwamem_GRCh38DH.20181023.Sindhi.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00167.alt_bwamem_GRCh38DH.20181023.Sindhi.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00169.alt_bwamem_GRCh38DH.20181023.Sindhi.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00171.alt_bwamem_GRCh38DH.20181023.Sindhi.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00173.alt_bwamem_GRCh38DH.20181023.Sindhi.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00175.alt_bwamem_GRCh38DH.20181023.Sindhi.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00177.alt_bwamem_GRCh38DH.20181023.Sindhi.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00179.alt_bwamem_GRCh38DH.20181023.Sindhi.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00181.alt_bwamem_GRCh38DH.20181023.Sindhi.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00183.alt_bwamem_GRCh38DH.20181023.Sindhi.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00185.alt_bwamem_GRCh38DH.20181023.Sindhi.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00187.alt_bwamem_GRCh38DH.20181023.Sindhi.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00189.alt_bwamem_GRCh38DH.20181023.Sindhi.cram:1;gs://ibd-external-datasets/HGDP/broad_reprocessed_crams/HGDP00191.alt_bwamem_GRCh38DH.20181023.Sindhi.cram:1
project_meta.project_id	NA:4150
