chr22	35000000	35010000	chr22_3501	4.17
chr22	35010000	35020000	chr22_3502	4.80
chr22	35020000	35030000	chr22_3503	4.15
chr22	35030000	35040000	chr22_3504	4.21
chr22	35040000	35050000	chr22_3505	4.04
chr22	35050000	35060000	chr22_3506	3.79
chr22	35060000	35070000	chr22_3507	3.76
chr22	35070000	35080000	chr22_3508	3.49
chr22	35080000	35090000	chr22_3509	3.84
chr22	35090000	35100000	chr22_3510	4.25
chr22	35100000	35110000	chr22_3511	4.18
chr22	35110000	35120000	chr22_3512	4.12
chr22	35120000	35130000	chr22_3513	4.29
chr22	35130000	35140000	chr22_3514	4.25
chr22	35140000	35150000	chr22_3515	3.74
chr22	35150000	35160000	chr22_3516	4.33
chr22	35160000	35170000	chr22_3517	4.33
chr22	35170000	35180000	chr22_3518	4.15
chr22	35180000	35190000	chr22_3519	4.24
chr22	35190000	35200000	chr22_3520	4.78
chr22	35200000	35210000	chr22_3521	3.67
chr22	35210000	35220000	chr22_3522	3.78
chr22	35220000	35230000	chr22_3523	3.64
chr22	35230000	35240000	chr22_3524	4.50
chr22	35240000	35250000	chr22_3525	3.96
chr22	35250000	35260000	chr22_3526	4.42
chr22	35260000	35270000	chr22_3527	4.53
chr22	35270000	35280000	chr22_3528	4.04
chr22	35280000	35290000	chr22_3529	3.62
chr22	35290000	35300000	chr22_3530	3.67
chr22	35300000	35310000	chr22_3531	3.79
chr22	35310000	35320000	chr22_3532	4.69
chr22	35320000	35330000	chr22_3533	3.99
chr22	35330000	35340000	chr22_3534	3.40
chr22	35340000	35350000	chr22_3535	4.10
chr22	35350000	35360000	chr22_3536	3.59
chr22	35360000	35370000	chr22_3537	3.61
chr22	35370000	35380000	chr22_3538	4.28
chr22	35380000	35390000	chr22_3539	4.12
chr22	35390000	35400000	chr22_3540	3.68
chr22	35400000	35410000	chr22_3541	4.52
chr22	35410000	35420000	chr22_3542	4.34
chr22	35420000	35430000	chr22_3543	3.65
chr22	35430000	35440000	chr22_3544	4.11
chr22	35440000	35450000	chr22_3545	4.13
chr22	35450000	35460000	chr22_3546	4.63
chr22	35460000	35470000	chr22_3547	4.26
chr22	35470000	35480000	chr22_3548	4.05
chr22	35480000	35490000	chr22_3549	4.36
chr22	35490000	35500000	chr22_3550	4.06
chr22	35500000	35510000	chr22_3551	4.04
chr22	35510000	35520000	chr22_3552	3.97
chr22	35520000	35530000	chr22_3553	4.57
chr22	35530000	35540000	chr22_3554	4.54
chr22	35540000	35550000	chr22_3555	4.76
chr22	35550000	35560000	chr22_3556	4.46
chr22	35560000	35570000	chr22_3557	3.85
chr22	35570000	35580000	chr22_3558	4.10
chr22	35580000	35590000	chr22_3559	3.93
chr22	35590000	35600000	chr22_3560	4.20
