chr22	10000000	10100000	chr22_101	0.00
chr22	10100000	10200000	chr22_102	0.00
chr22	10200000	10300000	chr22_103	0.00
chr22	10300000	10400000	chr22_104	0.00
chr22	10400000	10500000	chr22_105	0.00
chr22	10500000	10600000	chr22_106	2.35
chr22	10600000	10700000	chr22_107	3.00
chr22	10700000	10800000	chr22_108	3.31
chr22	10800000	10900000	chr22_109	1.17
chr22	10900000	11000000	chr22_110	1.63
chr22	11000000	11100000	chr22_111	1.92
chr22	11100000	11200000	chr22_112	1.59
chr22	11200000	11300000	chr22_113	2.50
chr22	11300000	11400000	chr22_114	2.91
chr22	11400000	11500000	chr22_115	2.42
chr22	11500000	11600000	chr22_116	1.85
chr22	11600000	11700000	chr22_117	1.70
chr22	11700000	11800000	chr22_118	1.55
chr22	11800000	11900000	chr22_119	3.68
chr22	11900000	12000000	chr22_120	2.83
chr22	12000000	12100000	chr22_121	2.53
chr22	12100000	12200000	chr22_122	3.59
chr22	12200000	12300000	chr22_123	1.92
chr22	12300000	12400000	chr22_124	3.85
chr22	12400000	12500000	chr22_125	1.77
chr22	12500000	12600000	chr22_126	3.85
chr22	12600000	12700000	chr22_127	1.98
chr22	12700000	12800000	chr22_128	1.84
chr22	12800000	12900000	chr22_129	1.14
chr22	12900000	13000000	chr22_130	0.09
chr22	13000000	13100000	chr22_131	0.01
chr22	13100000	13200000	chr22_132	0.00
chr22	13200000	13300000	chr22_133	0.02
chr22	13300000	13400000	chr22_134	0.00
chr22	13400000	13500000	chr22_135	0.00
chr22	13500000	13600000	chr22_136	0.00
chr22	13600000	13700000	chr22_137	0.00
chr22	13700000	13800000	chr22_138	0.00
chr22	13800000	13900000	chr22_139	0.00
chr22	13900000	14000000	chr22_140	0.00
chr22	14000000	14100000	chr22_141	0.00
chr22	14100000	14200000	chr22_142	0.00
chr22	14200000	14300000	chr22_143	0.00
chr22	14300000	14400000	chr22_144	0.00
chr22	14400000	14500000	chr22_145	0.00
chr22	14500000	14600000	chr22_146	0.00
chr22	14600000	14700000	chr22_147	0.00
chr22	14700000	14800000	chr22_148	0.00
chr22	14800000	14900000	chr22_149	0.00
chr22	14900000	15000000	chr22_150	0.00
chr22	15000000	15100000	chr22_151	0.00
chr22	15100000	15200000	chr22_152	1.35
chr22	15200000	15300000	chr22_153	2.83
chr22	15300000	15400000	chr22_154	2.92
chr22	15400000	15500000	chr22_155	3.22
chr22	15500000	15600000	chr22_156	2.80
chr22	15600000	15700000	chr22_157	2.73
chr22	15700000	15800000	chr22_158	2.76
chr22	15800000	15900000	chr22_159	3.10
chr22	15900000	16000000	chr22_160	2.99
chr22	16000000	16100000	chr22_161	3.45
chr22	16100000	16200000	chr22_162	3.81
chr22	16200000	16300000	chr22_163	3.12
chr22	16300000	16400000	chr22_164	2.35
chr22	16400000	16500000	chr22_165	3.77
chr22	16500000	16600000	chr22_166	3.93
chr22	16600000	16700000	chr22_167	4.01
chr22	16700000	16800000	chr22_168	3.81
chr22	16800000	16900000	chr22_169	3.96
chr22	16900000	17000000	chr22_170	3.96
chr22	17000000	17100000	chr22_171	3.98
chr22	17100000	17200000	chr22_172	3.96
chr22	17200000	17300000	chr22_173	4.17
chr22	17300000	17400000	chr22_174	4.07
chr22	17400000	17500000	chr22_175	4.05
chr22	17500000	17600000	chr22_176	4.08
chr22	17600000	17700000	chr22_177	3.99
chr22	17700000	17800000	chr22_178	4.07
chr22	17800000	17900000	chr22_179	4.19
chr22	17900000	18000000	chr22_180	3.84
chr22	18000000	18100000	chr22_181	3.99
chr22	18100000	18200000	chr22_182	3.94
chr22	18200000	18300000	chr22_183	1.48
chr22	18300000	18400000	chr22_184	2.15
chr22	18400000	18500000	chr22_185	1.92
chr22	18500000	18600000	chr22_186	4.13
chr22	18600000	18700000	chr22_187	2.49
chr22	18700000	18800000	chr22_188	3.25
chr22	18800000	18900000	chr22_189	2.99
chr22	18900000	19000000	chr22_190	3.37
chr22	19000000	19100000	chr22_191	3.93
chr22	19100000	19200000	chr22_192	4.37
chr22	19200000	19300000	chr22_193	4.08
chr22	19300000	19400000	chr22_194	4.01
chr22	19400000	19500000	chr22_195	4.02
chr22	19500000	19600000	chr22_196	4.10
chr22	19600000	19700000	chr22_197	4.25
chr22	19700000	19800000	chr22_198	4.01
chr22	19800000	19900000	chr22_199	4.19
chr22	19900000	20000000	chr22_200	4.01
