chr22	30000000	30100000	chr22_301	4.04
chr22	30100000	30200000	chr22_302	4.10
chr22	30200000	30300000	chr22_303	4.21
chr22	30300000	30400000	chr22_304	4.15
chr22	30400000	30500000	chr22_305	3.95
chr22	30500000	30600000	chr22_306	4.13
chr22	30600000	30700000	chr22_307	4.20
chr22	30700000	30800000	chr22_308	4.32
chr22	30800000	30900000	chr22_309	4.21
chr22	30900000	31000000	chr22_310	4.12
chr22	31000000	31100000	chr22_311	4.05
chr22	31100000	31200000	chr22_312	4.16
chr22	31200000	31300000	chr22_313	4.06
chr22	31300000	31400000	chr22_314	4.09
chr22	31400000	31500000	chr22_315	4.10
chr22	31500000	31600000	chr22_316	3.88
chr22	31600000	31700000	chr22_317	3.90
chr22	31700000	31800000	chr22_318	4.23
chr22	31800000	31900000	chr22_319	4.09
chr22	31900000	32000000	chr22_320	3.97
chr22	32000000	32100000	chr22_321	3.97
chr22	32100000	32200000	chr22_322	4.06
chr22	32200000	32300000	chr22_323	4.08
chr22	32300000	32400000	chr22_324	4.29
chr22	32400000	32500000	chr22_325	4.00
chr22	32500000	32600000	chr22_326	4.16
chr22	32600000	32700000	chr22_327	4.02
chr22	32700000	32800000	chr22_328	4.15
chr22	32800000	32900000	chr22_329	4.00
chr22	32900000	33000000	chr22_330	3.88
chr22	33000000	33100000	chr22_331	4.20
chr22	33100000	33200000	chr22_332	4.17
chr22	33200000	33300000	chr22_333	4.05
chr22	33300000	33400000	chr22_334	4.18
chr22	33400000	33500000	chr22_335	4.05
chr22	33500000	33600000	chr22_336	3.83
chr22	33600000	33700000	chr22_337	4.30
chr22	33700000	33800000	chr22_338	4.44
chr22	33800000	33900000	chr22_339	4.21
chr22	33900000	34000000	chr22_340	4.26
chr22	34000000	34100000	chr22_341	4.04
chr22	34100000	34200000	chr22_342	4.09
chr22	34200000	34300000	chr22_343	4.41
chr22	34300000	34400000	chr22_344	4.04
chr22	34400000	34500000	chr22_345	4.34
chr22	34500000	34600000	chr22_346	4.02
chr22	34600000	34700000	chr22_347	3.95
chr22	34700000	34800000	chr22_348	4.13
chr22	34800000	34900000	chr22_349	4.11
chr22	34900000	35000000	chr22_350	4.21
chr22	35000000	35100000	chr22_351	4.05
chr22	35100000	35200000	chr22_352	4.24
chr22	35200000	35300000	chr22_353	3.98
chr22	35300000	35400000	chr22_354	3.92
chr22	35400000	35500000	chr22_355	4.21
chr22	35500000	35600000	chr22_356	4.24
chr22	35600000	35700000	chr22_357	3.68
chr22	35700000	35800000	chr22_358	2.16
chr22	35800000	35900000	chr22_359	2.01
chr22	35900000	36000000	chr22_360	3.26
chr22	36000000	36100000	chr22_361	5.39
chr22	36100000	36200000	chr22_362	5.67
chr22	36200000	36300000	chr22_363	5.53
chr22	36300000	36400000	chr22_364	5.57
chr22	36400000	36500000	chr22_365	4.09
chr22	36500000	36600000	chr22_366	4.22
chr22	36600000	36700000	chr22_367	4.03
chr22	36700000	36800000	chr22_368	3.77
chr22	36800000	36900000	chr22_369	2.81
chr22	36900000	37000000	chr22_370	4.29
chr22	37000000	37100000	chr22_371	4.18
chr22	37100000	37200000	chr22_372	4.29
chr22	37200000	37300000	chr22_373	4.12
chr22	37300000	37400000	chr22_374	4.15
chr22	37400000	37500000	chr22_375	4.11
chr22	37500000	37600000	chr22_376	4.03
chr22	37600000	37700000	chr22_377	4.21
chr22	37700000	37800000	chr22_378	4.16
chr22	37800000	37900000	chr22_379	3.90
chr22	37900000	38000000	chr22_380	4.26
chr22	38000000	38100000	chr22_381	4.23
chr22	38100000	38200000	chr22_382	3.97
chr22	38200000	38300000	chr22_383	4.16
chr22	38300000	38400000	chr22_384	3.91
chr22	38400000	38500000	chr22_385	4.21
chr22	38500000	38600000	chr22_386	4.01
chr22	38600000	38700000	chr22_387	4.23
chr22	38700000	38800000	chr22_388	4.23
chr22	38800000	38900000	chr22_389	3.75
chr22	38900000	39000000	chr22_390	2.58
chr22	39000000	39100000	chr22_391	3.64
chr22	39100000	39200000	chr22_392	4.02
chr22	39200000	39300000	chr22_393	4.03
chr22	39300000	39400000	chr22_394	4.18
chr22	39400000	39500000	chr22_395	3.94
chr22	39500000	39600000	chr22_396	4.05
chr22	39600000	39700000	chr22_397	4.14
chr22	39700000	39800000	chr22_398	4.28
chr22	39800000	39900000	chr22_399	3.97
chr22	39900000	40000000	chr22_400	4.27
