chr22	36100000	36200000	chr22_362	5.67
chr22	36300000	36400000	chr22_364	5.57
chr22	36200000	36300000	chr22_363	5.53
chr22	36000000	36100000	chr22_361	5.39
chr22	33700000	33800000	chr22_338	4.44
chr22	34200000	34300000	chr22_343	4.41
chr22	19100000	19200000	chr22_192	4.37
chr22	34400000	34500000	chr22_345	4.34
chr22	29100000	29200000	chr22_292	4.32
chr22	30700000	30800000	chr22_308	4.32
chr22	45600000	45700000	chr22_457	4.32
chr22	20400000	20500000	chr22_205	4.31
chr22	33600000	33700000	chr22_337	4.30
chr22	47200000	47300000	chr22_473	4.30
chr22	32300000	32400000	chr22_324	4.29
chr22	36900000	37000000	chr22_370	4.29
chr22	37100000	37200000	chr22_372	4.29
chr22	39700000	39800000	chr22_398	4.28
chr22	41900000	42000000	chr22_420	4.28
chr22	39900000	40000000	chr22_400	4.27
chr22	46200000	46300000	chr22_463	4.27
chr22	27200000	27300000	chr22_273	4.26
chr22	33900000	34000000	chr22_340	4.26
chr22	37900000	38000000	chr22_380	4.26
chr22	19600000	19700000	chr22_197	4.25
chr22	24400000	24500000	chr22_245	4.25
chr22	29400000	29500000	chr22_295	4.25
chr22	20800000	20900000	chr22_209	4.24
chr22	35100000	35200000	chr22_352	4.24
chr22	35500000	35600000	chr22_356	4.24
chr22	49200000	49300000	chr22_493	4.24
chr22	49400000	49500000	chr22_495	4.24
chr22	31700000	31800000	chr22_318	4.23
chr22	38000000	38100000	chr22_381	4.23
chr22	38600000	38700000	chr22_387	4.23
chr22	38700000	38800000	chr22_388	4.23
chr22	49100000	49200000	chr22_492	4.23
chr22	49300000	49400000	chr22_494	4.23
chr22	36500000	36600000	chr22_366	4.22
chr22	45300000	45400000	chr22_454	4.22
chr22	47100000	47200000	chr22_472	4.22
chr22	48400000	48500000	chr22_485	4.22
chr22	30200000	30300000	chr22_303	4.21
chr22	30800000	30900000	chr22_309	4.21
chr22	33800000	33900000	chr22_339	4.21
chr22	34900000	35000000	chr22_350	4.21
chr22	35400000	35500000	chr22_355	4.21
chr22	37600000	37700000	chr22_377	4.21
chr22	38400000	38500000	chr22_385	4.21
chr22	43900000	44000000	chr22_440	4.21
chr22	45200000	45300000	chr22_453	4.21
chr22	45400000	45500000	chr22_455	4.21
chr22	45800000	45900000	chr22_459	4.21
chr22	24600000	24700000	chr22_247	4.20
chr22	27800000	27900000	chr22_279	4.20
chr22	30600000	30700000	chr22_307	4.20
chr22	33000000	33100000	chr22_331	4.20
chr22	44500000	44600000	chr22_446	4.20
chr22	47800000	47900000	chr22_479	4.20
chr22	49700000	49800000	chr22_498	4.20
chr22	17800000	17900000	chr22_179	4.19
chr22	19800000	19900000	chr22_199	4.19
chr22	23200000	23300000	chr22_233	4.19
chr22	27500000	27600000	chr22_276	4.19
chr22	28800000	28900000	chr22_289	4.19
chr22	29200000	29300000	chr22_293	4.19
chr22	46600000	46700000	chr22_467	4.19
chr22	24900000	25000000	chr22_250	4.18
chr22	26600000	26700000	chr22_267	4.18
chr22	27700000	27800000	chr22_278	4.18
chr22	33300000	33400000	chr22_334	4.18
chr22	37000000	37100000	chr22_371	4.18
chr22	39300000	39400000	chr22_394	4.18
chr22	40800000	40900000	chr22_409	4.18
chr22	42300000	42400000	chr22_424	4.18
chr22	45000000	45100000	chr22_451	4.18
chr22	48500000	48600000	chr22_486	4.18
chr22	17200000	17300000	chr22_173	4.17
chr22	23000000	23100000	chr22_231	4.17
chr22	25200000	25300000	chr22_253	4.17
chr22	28500000	28600000	chr22_286	4.17
chr22	33100000	33200000	chr22_332	4.17
chr22	48000000	48100000	chr22_481	4.17
chr22	48700000	48800000	chr22_488	4.17
chr22	20100000	20200000	chr22_202	4.16
chr22	21600000	21700000	chr22_217	4.16
chr22	25000000	25100000	chr22_251	4.16
chr22	27400000	27500000	chr22_275	4.16
chr22	29300000	29400000	chr22_294	4.16
chr22	31100000	31200000	chr22_312	4.16
