chr22	36000000	36010000	chr22_3601	5.71
chr22	36010000	36020000	chr22_3602	4.91
chr22	36020000	36030000	chr22_3603	5.19
chr22	36030000	36040000	chr22_3604	5.66
chr22	36040000	36050000	chr22_3605	4.73
chr22	36050000	36060000	chr22_3606	5.30
chr22	36060000	36070000	chr22_3607	6.09
chr22	36070000	36080000	chr22_3608	5.11
chr22	36080000	36090000	chr22_3609	5.57
chr22	36090000	36100000	chr22_3610	5.64
chr22	36100000	36110000	chr22_3611	5.58
chr22	36110000	36120000	chr22_3612	5.60
chr22	36120000	36130000	chr22_3613	6.18
chr22	36130000	36140000	chr22_3614	5.62
chr22	36140000	36150000	chr22_3615	5.52
chr22	36150000	36160000	chr22_3616	5.51
chr22	36160000	36170000	chr22_3617	6.30
chr22	36170000	36180000	chr22_3618	4.81
chr22	36180000	36190000	chr22_3619	6.16
chr22	36190000	36200000	chr22_3620	5.39
chr22	36200000	36210000	chr22_3621	5.19
chr22	36210000	36220000	chr22_3622	4.95
chr22	36220000	36230000	chr22_3623	5.99
chr22	36230000	36240000	chr22_3624	5.99
chr22	36240000	36250000	chr22_3625	5.16
chr22	36250000	36260000	chr22_3626	5.35
chr22	36260000	36270000	chr22_3627	5.91
chr22	36270000	36280000	chr22_3628	5.91
chr22	36280000	36290000	chr22_3629	5.19
chr22	36290000	36300000	chr22_3630	5.69
chr22	36300000	36310000	chr22_3631	5.29
chr22	36310000	36320000	chr22_3632	5.94
chr22	36320000	36330000	chr22_3633	4.96
chr22	36330000	36340000	chr22_3634	5.67
chr22	36340000	36350000	chr22_3635	6.48
chr22	36350000	36360000	chr22_3636	5.62
chr22	36360000	36370000	chr22_3637	5.69
chr22	36370000	36380000	chr22_3638	5.24
chr22	36380000	36390000	chr22_3639	5.55
chr22	36390000	36400000	chr22_3640	5.23
