Pan_troglodytes Homo_sapiens 0.02913
Macaca_mulatta Homo_sapiens 0.05178
Macaca_mulatta Pan_troglodytes 0.02265
Pan_paniscus Homo_sapiens 0.02913
Pan_paniscus Pan_troglodytes 0
Pan_paniscus Macaca_mulatta 0.02265
Indri_indri Homo_sapiens 0.06667
Indri_indri Pan_troglodytes 0.09385
Indri_indri Macaca_mulatta 0.1003
Indri_indri Pan_paniscus 0.09385
Semnopithecus_johnii Homo_sapiens 0.01667
Semnopithecus_johnii Pan_troglodytes 0.04531
Semnopithecus_johnii Macaca_mulatta 0.0356
Semnopithecus_johnii Pan_paniscus 0.04531
Semnopithecus_johnii Indri_indri 0.06667
Ailuropoda_melanoleuca Homo_sapiens 0.07973
Ailuropoda_melanoleuca Pan_troglodytes 0.1065
Ailuropoda_melanoleuca Macaca_mulatta 0.1032
Ailuropoda_melanoleuca Pan_paniscus 0.1065
Ailuropoda_melanoleuca Indri_indri 0.08
Ailuropoda_melanoleuca Semnopithecus_johnii 0.06977
Delphinapterus_leucas Homo_sapiens 0.1165
Delphinapterus_leucas Pan_troglodytes 0.09061
Delphinapterus_leucas Macaca_mulatta 0.08738
Delphinapterus_leucas Pan_paniscus 0.09061
Delphinapterus_leucas Indri_indri 0.1036
Delphinapterus_leucas Semnopithecus_johnii 0.1068
Delphinapterus_leucas Ailuropoda_melanoleuca 0.09709
