Pan_troglodytes Homo_sapiens 0
Macaca_mulatta Homo_sapiens 0.02333
Macaca_mulatta Pan_troglodytes 0.02265
Pan_paniscus Homo_sapiens 0
Pan_paniscus Pan_troglodytes 0
Pan_paniscus Macaca_mulatta 0.02265
Indri_indri Homo_sapiens 0.06667
Indri_indri Pan_troglodytes 0.06667
Indri_indri Macaca_mulatta 0.07333
Indri_indri Pan_paniscus 0.06667
Semnopithecus_johnii Homo_sapiens 0.01667
Semnopithecus_johnii Pan_troglodytes 0.01667
Semnopithecus_johnii Macaca_mulatta 0.006667
Semnopithecus_johnii Pan_paniscus 0.01667
Semnopithecus_johnii Indri_indri 0.06667
Ailuropoda_melanoleuca Homo_sapiens 0.07973
Ailuropoda_melanoleuca Pan_troglodytes 0.07973
Ailuropoda_melanoleuca Macaca_mulatta 0.07641
Ailuropoda_melanoleuca Pan_paniscus 0.07973
Ailuropoda_melanoleuca Indri_indri 0.08
Ailuropoda_melanoleuca Semnopithecus_johnii 0.06977
Delphinapterus_leucas Homo_sapiens 0.09
Delphinapterus_leucas Pan_troglodytes 0.09061
Delphinapterus_leucas Macaca_mulatta 0.08738
Delphinapterus_leucas Pan_paniscus 0.09061
Delphinapterus_leucas Indri_indri 0.07667
Delphinapterus_leucas Semnopithecus_johnii 0.08
Delphinapterus_leucas Ailuropoda_melanoleuca 0.07
