#column	count	min	max	sum	mean	Q1	med	Q3	IQR	lW	rW	outliers	A_Count	C_Count	G_Count	T_Count	N_Count	other_bases	other_base_count
1	644838	2	37	21901903	33.964969	32.000000	37.000000	37.000000	5.000000	25	37	2,11,12,14,21	182579	165134	207580	89505	40		
2	644838	2	37	21856578	33.894681	32.000000	37.000000	37.000000	5.000000	25	37	2,11,12,14,21	202383	130525	133680	178220	30		
3	644838	2	37	22144885	34.341780	32.000000	37.000000	37.000000	5.000000	25	37	2,11,12,14,21,22	159371	137236	201196	147015	20		
4	644838	2	37	22170024	34.380765	32.000000	37.000000	37.000000	5.000000	25	37	2,11,12,14,21,22	177798	178786	161888	126348	18		
5	644838	11	37	22206234	34.436919	32.000000	37.000000	37.000000	5.000000	25	37	11,12,14,21,22	225768	113391	152217	153462	0		
6	644838	2	41	23197523	35.974187	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	184629	117789	219513	122868	39		
7	644838	2	41	23166300	35.925767	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	141803	114020	140738	248254	23		
8	644838	2	41	23192195	35.965925	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	143188	150148	193218	158272	12		
9	644838	2	41	23195032	35.970324	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	160053	138182	181596	164995	12		
10	644838	2	41	23173136	35.936369	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	189685	118307	126651	210180	15		
11	644838	2	41	23178665	35.944943	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	217237	170258	138893	118447	3		
12	644838	2	41	23191549	35.964923	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	159810	149182	147404	188439	3		
13	644838	2	41	23176993	35.942350	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	167174	210537	134501	132622	4		
14	644838	2	41	23166932	35.926747	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	231603	145853	133415	133940	27		
15	644838	2	41	23164949	35.923672	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	207882	141657	162768	132529	2		
16	644838	2	41	23185491	35.955528	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	164934	204981	140004	134915	4		
17	644838	2	41	23174774	35.938909	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	168788	132468	213097	130482	3		
18	644838	2	41	23158411	35.913533	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	159965	189644	151790	143432	7		
19	644838	2	41	23150958	35.901975	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	239490	124366	147811	133168	3		
20	644838	2	41	23159327	35.914954	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	152757	137347	211601	143131	2		
21	644838	2	41	23114291	35.845113	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	224993	128585	142011	149246	3		
22	644838	2	41	23141850	35.887851	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	161712	133143	195109	154870	4		
23	644838	2	41	23118281	35.851301	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	156957	140498	147212	200164	7		
24	644838	2	41	23099755	35.822571	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	222734	131259	148110	142688	47		
25	644838	2	41	23074422	35.783285	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	153112	184711	158358	148644	13		
26	644838	2	41	23079284	35.790825	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	207729	126047	167141	143912	9		
27	644838	2	41	23060106	35.761084	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	147888	125753	169100	202065	32		
28	644838	2	41	23103728	35.828732	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	148284	129543	225179	141793	39		
29	644838	2	41	23097390	35.818903	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	154077	131802	216452	142459	48		
30	644838	2	41	23076511	35.786525	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	159057	134055	206070	145583	73		
31	644838	2	41	23049395	35.744474	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	176077	141053	171610	155998	100		
32	644838	2	41	23049464	35.744581	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	174564	145785	163254	161118	117		
33	644838	2	41	23043674	35.735602	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	175009	148450	156838	164427	114		
34	644838	2	41	23034347	35.721138	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	169333	151768	159066	164578	93		
35	644838	2	41	23032093	35.717642	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	168899	152392	156784	166641	122		
36	644838	2	41	23018314	35.696274	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	167927	150271	157145	169413	82		
37	644838	2	41	23023640	35.704534	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	167465	156659	159570	161048	96		
38	644838	2	41	23019931	35.698782	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	169294	153951	160750	160771	72		
39	644838	2	41	22987068	35.647819	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	167965	152813	156411	167566	83		
40	644838	2	41	22983596	35.642434	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	168137	149189	162084	165338	90		
41	644838	2	41	22989816	35.652080	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	166207	150255	160586	167728	62		
42	644838	2	41	22967431	35.617366	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	168438	151777	160742	163789	92		
43	644838	2	41	22959549	35.605143	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	169067	149740	159995	165963	73		
44	644838	2	41	22950837	35.591632	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	167955	150089	163362	163347	85		
45	644838	2	41	22946048	35.584206	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	167341	152786	163156	161496	59		
46	644838	2	41	22938351	35.572269	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	169223	154319	160402	160813	81		
47	644838	2	41	22936143	35.568845	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	170346	153551	158202	162681	58		
48	644838	2	41	22913699	35.534040	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	172054	149364	158220	165121	79		
49	644838	2	41	22901540	35.515184	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	173959	149052	159831	161931	65		
50	644838	2	41	22898209	35.510018	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	174365	150132	159065	161210	66		
51	644838	2	41	22889946	35.497204	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	173131	148493	160544	162589	81		
52	644838	2	41	22882388	35.485483	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	172719	148066	158690	165297	66		
53	644838	2	41	22847558	35.431470	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	172946	145698	159039	167079	76		
54	644838	2	41	22840468	35.420475	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	175880	146933	158345	163606	74		
55	644838	2	41	22837049	35.415172	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	175341	145958	157470	165989	80		
56	644838	2	41	22833395	35.409506	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	175441	148522	157053	163739	83		
57	644838	2	41	22829499	35.403464	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	179823	145666	155168	164094	87		
58	644838	2	41	22811657	35.375795	36.000000	37.000000	37.000000	1.000000	36	37	2,11,12,14,21,22,25,27,32,41	176539	149070	157762	161387	80		
